prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
823.22,13:43.22,e,VINCENTI Salvatore,1972,SM,G.A. FIAMME GIALLE,2 su- 1,Cesenatico,2005-06-12,https://www.fidal.it/atleta/VINCENTI-Salvatore/h6iRkpKlcWQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
823.72,13:43.72,e,ZANON Simone,1975,SM,G.S. FIAMME ORO PADOVA,4 su- 1,Cesenatico,2005-06-12,https://www.fidal.it/atleta/ZANON-Simone/eKiRkpKlbWo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
823.83,13:43.83,e,LEONE Maurizio,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,5 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/LEONE-Maurizio/eqiRk5OjcGk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
828.75,13:48.75,e,LEONE Maurizio,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,5 su- 1,Cesenatico,2005-06-12,https://www.fidal.it/atleta/LEONE-Maurizio/eqiRk5OjcGk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
829.67,13:49.67,e,LOMALA Joseph,1982,SM,S G AMSICORA,6 su- 1,Cesenatico,2005-06-12,https://www.fidal.it/atleta/LOMALA-Joseph/iKiSmZWhcWo%3D,https://www.fidal.it/societa/S-G-AMSICORA/CA002
832.41,13:52.41,e,MASCHERONI Fabio,1977,SM,CALCESTRUZZI CORRADINI EXCELS.,5 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/MASCHERONI-Fabio/dqiRlZOmcGk%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
833.49,13:53.49,e,ZANON Simone,1975,SM,G.S. FIAMME ORO PADOVA,4 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/ZANON-Simone/eKiRkpKlbWo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
833.6,13:53.60,e,GUALDI Giovanni,1979,SM,G.A. FIAMME GIALLE,6 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/GUALDI-Giovanni/dqiRkpamamQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
833.87,13:53.87,e,GUALDI Giovanni,1979,SM,G.A. FIAMME GIALLE,6 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/GUALDI-Giovanni/dqiRkpamamQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
836.43,13:56.43,e,DE NARD Gabriele,1974,SM,G.A. FIAMME GIALLE,1 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/DE-NARD-Gabriele/eKiRkpOmcWk%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
836.95,13:56.95,e,ZANON Simone,1975,SM,G.S. FIAMME ORO PADOVA,7 fi- 1,Almeria,2005-07-02,https://www.fidal.it/atleta/ZANON-Simone/eKiRkpKlbWo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
839.43,13:59.43,e,ZANON Simone,1975,SM,G.S. FIAMME ORO PADOVA,9 se- 1,Milano,2005-06-01,https://www.fidal.it/atleta/ZANON-Simone/eKiRkpKlbWo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
840.97,14:00.97,e,VINCENTI Salvatore,1972,SM,G.A. FIAMME GIALLE,6 su- 1,Firenze,2005-06-17,https://www.fidal.it/atleta/VINCENTI-Salvatore/h6iRkpKlcWQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
841.69,14:01.69,e,LOMALA Joseph,1982,SM,S G AMSICORA,1 su- 1,Sassari,2005-05-29,https://www.fidal.it/atleta/LOMALA-Joseph/iKiSmZWhcWo%3D,https://www.fidal.it/societa/S-G-AMSICORA/CA002
843.62,14:03.62,e,MACCAGNAN Mattia,1980,SM,G.A. FIAMME GIALLE,8 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/MACCAGNAN-Mattia/eKiRk5igams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
843.99,14:03.99,e,ZANON Simone,1975,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/ZANON-Simone/eKiRkpKlbWo%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
