prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
38.95,38.7,1.0,MASULLO Vincenzo,1990,CM,C.S. SCOLASTICO M.GALDI 1999,1 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/C-S--SCOLASTICO-M-GALDI-1999/SA060
39.35,39.1,1.0,MASULLO Vincenzo,1990,CM,C.S. SCOLASTICO M.GALDI 1999,1 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/C-S--SCOLASTICO-M-GALDI-1999/SA060
39.55,39.3,1.0,ALBANO Giovanni,1991,CM,A.P. AMATORI ATLETICA NAPOLI,2 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/ALBANO-Giovanni/gKiRlZSiaGQ%3D,https://www.fidal.it/societa/A-P--AMATORI-ATLETICA-NAPOLI/NA064
39.75,39.5,1.0,BALZANO Ciro,1990,CM,HINNA ARCHEOATL. VESUVIO,3 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/BALZANO-Ciro/gKiRlJioaWM%3D,https://www.fidal.it/societa/HINNA-ARCHEOATL--VESUVIO/NA063
40.15,39.9,1.0,DI BONITO Giancarlo,1990,CM,A.S.A. DETUR NAPOLI,4 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/DI-BONITO-Giancarlo/gKiRlZKmaWo%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
40.25,40.0,1.0,PERNA Marco,1991,CM,HINNA ARCHEOATL. VESUVIO,2 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/PERNA-Marco/gKiRlJuobms%3D,https://www.fidal.it/societa/HINNA-ARCHEOATL--VESUVIO/NA063
40.45,40.2,1.0,FARANDA Giovanni,1990,CM,LIB. POL. AMAT. ATL. BN,3 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/FARANDA-Giovanni/gKiRlZihcGc%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
40.75,40.5,1.0,DI BONITO Giancarlo,1990,CM,A.S.A. DETUR NAPOLI,4 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/DI-BONITO-Giancarlo/gKiRlZKmaWo%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
40.75,40.5,1.0,ZULLO Maurizio,1991,CM,A.P. AMATORI ATLETICA NAPOLI,5 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/ZULLO-Maurizio/gKiRlZakamc%3D,https://www.fidal.it/societa/A-P--AMATORI-ATLETICA-NAPOLI/NA064
40.95,40.7,1.0,BALZANO Ciro,1990,CM,HINNA ARCHEOATL. VESUVIO,5 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/BALZANO-Ciro/gKiRlJioaWM%3D,https://www.fidal.it/societa/HINNA-ARCHEOATL--VESUVIO/NA063
41.15,40.9,1.0,PALUMBO Luca,1990,CM,HINNA POL. ANNUNZIATELLA,6 se- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/PALUMBO-Luca/gKiRlZWhbWQ%3D,https://www.fidal.it/societa/HINNA-POL--ANNUNZIATELLA/NA079
41.35,41.1,1.0,GALLARO Paolo,1990,CM,LIB. POL. AMAT. ATL. BN,1 se- 5,Napoli,2005-01-08,https://www.fidal.it/atleta/GALLARO-Paolo/gKiRlZihcGU%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
41.55,41.3,1.0,ZULLO Maurizio,1991,CM,A.P. AMATORI ATLETICA NAPOLI,1 se- 2,Napoli,2005-01-08,https://www.fidal.it/atleta/ZULLO-Maurizio/gKiRlZakamc%3D,https://www.fidal.it/societa/A-P--AMATORI-ATLETICA-NAPOLI/NA064
41.55,41.3,1.0,GALLO Vito,1991,CM,HINNA POL. ANNUNZIATELLA,2 se- 2,Napoli,2005-01-08,https://www.fidal.it/atleta/GALLO-Vito/gKiRlZafaGo%3D,https://www.fidal.it/societa/HINNA-POL--ANNUNZIATELLA/NA079
41.95,41.7,1.0,AMOROSO Salvatore,1990,CM,ATLETICA SCUOLA CASERTA,1 se- 3,Napoli,2005-01-08,https://www.fidal.it/atleta/AMOROSO-Salvatore/gKiRlJuicWo%3D,https://www.fidal.it/societa/ATLETICA-SCUOLA-CASERTA/CE012
42.45,42.2,1.0,FARANO Mirko,1990,CM,A.S. NOLIMITS,1 se- 6,Napoli,2005-01-08,https://www.fidal.it/atleta/FARANO-Mirko/hKiSmZinaGM%3D,https://www.fidal.it/societa/A-S--NOLIMITS/BA527
42.85,42.6,1.0,ARFE' Alessio,1990,CM,A.S.A. DETUR NAPOLI,1 se- 2,Napoli,2005-02-06,https://www.fidal.it/atleta/ARFE-Alessio/gKiRlJuncGg%3D,https://www.fidal.it/societa/A-S-A--DETUR-NAPOLI/NA078
43.05,42.8,1.0,NATALE Marco,1990,CM,LIB. POL. AMAT. ATL. BN,6 se- 1,Napoli,2005-01-08,https://www.fidal.it/atleta/NATALE-Marco/gKiRlZOibWw%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
