prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
8.25,8.0,1.0,COLLINELLI Marco,1994,EM,EDERA ATL. FORLI,1 se- 2,Cesenatico,2005-01-16,https://www.fidal.it/atleta/COLLINELLI-Marco/eqiRlZumbGk%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
8.35,8.1,1.0,FABBRI Stefano,1994,EM,EDERA ATL. FORLI,1 se- 5,Cesenatico,2005-01-16,https://www.fidal.it/atleta/FABBRI-Stefano/eqiRlZeja2g%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
8.45,8.2,1.0,GASPARI Edoardo,1994,EM,EDERA ATL. FORLI,1 se- 1,Cesenatico,2005-01-16,https://www.fidal.it/atleta/GASPARI-Edoardo/eqiRlZiocGg%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
8.45,8.2,1.0,FORTE Salvatore,1994,EM,A.S. NUOVA ATL. FORMIA,1 se- 2,Formia,2005-02-12,https://www.fidal.it/atleta/FORTE-Salvatore/f6iRmJeobGY%3D,https://www.fidal.it/societa/A-S--NUOVA-ATL--FORMIA/LT294
8.65,8.4,1.0,NANNI Francesco,1994,EM,EDERA ATL. FORLI,1 se- 3,Cesenatico,2005-01-16,https://www.fidal.it/atleta/NANNI-Francesco/eqiRlZumbGM%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
8.65,8.4,1.0,SOLERI Simone,1994,EM,ATL. LIB. RIMINI,2 se- 1,Cesenatico,2005-01-16,https://www.fidal.it/atleta/SOLERI-Simone/eqiRlZujcGk%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
8.75,8.5,1.0,BARRA Stefano,1994,EM,ATL. ASI SUD LAZIO,1 se- 3,Formia,2005-02-12,https://www.fidal.it/atleta/BARRA-Stefano/f6iRmJWnb2Q%3D,https://www.fidal.it/societa/ATL--ASI-SUD-LAZIO/LT280
8.75,8.5,1.0,PATRIARCA Pietro,1995,EM,A.S. NUOVA ATL. FORMIA,2 se- 2,Formia,2005-02-12,https://www.fidal.it/atleta/PATRIARCA-Pietro/f6iRmJahcGo%3D,https://www.fidal.it/societa/A-S--NUOVA-ATL--FORMIA/LT294
8.85,8.6,1.0,GRASSO Alessandro,1994,EM,POL.ATL. ENDAS CESENATICO,2 se- 5,Cesenatico,2005-01-16,https://www.fidal.it/atleta/GRASSO-Alessandro/eqiRlZmgbGg%3D,https://www.fidal.it/societa/POL-ATL--ENDAS-CESENATICO/FC338
8.95,8.7,1.0,MAGNANI Andrea,1995,EM,RICCIONE SESSANTADUE,2 se- 2,Cesenatico,2005-01-16,https://www.fidal.it/atleta/MAGNANI-Andrea/eqiRlpKgcGo%3D,https://www.fidal.it/societa/RICCIONE-SESSANTADUE/RN035
