prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
830.26,13:50.26,e,MEUCCI Daniele,1985,SM,C.S. ESERCITO,7 se- 1,Dusseldorf,2011-02-11,https://www.fidal.it/atleta/MEUCCI-Daniele/faiRm5eob2s%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
1035.25,17:15.25,e,TALEVI Valentina,1992,PF,S.E.F. STAMURA ANCONA A.S.D.,19 su- 1,Boston,2014-03-08,https://www.fidal.it/atleta/TALEVI-Valentina/e6iRk5igbWM%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
1037.89,17:17.89,e,TALEVI Valentina,1992,PF,S.E.F. STAMURA ANCONA A.S.D.,5 se- 1,New York,2014-02-23,https://www.fidal.it/atleta/TALEVI-Valentina/e6iRk5igbWM%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
894.98,14:54.98,e,TITON Dylan,1993,PM,ASSINDUSTRIA SPORT PADOVA,6 se- 1,Winston Salem,2015-03-01,https://www.fidal.it/atleta/TITON-Dylan/eKyRkpSnb2M%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
856.51,14:16.51,e,AOUANI Iliass,1995,PM,ATL. RICCARDI MILANO 1946,1 se- 1,Birmingham,2016-02-15,https://www.fidal.it/atleta/AOUANI-Iliass/dq2RlZijcWs%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO-1946/MI080
898.11,14:58.11,e,COLOMBINI Simone,1996,PM,A.S. LA FRATELLANZA 1874,9 se- 1,Huntington,2016-01-29,https://www.fidal.it/atleta/COLOMBINI-Simone/eqyRkpOfbmM%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
915.21,15:15.21,e,COLOMBINI Simone,1996,PM,A.S. LA FRATELLANZA 1874,6 se- 1,Winston Salem,2016-02-27,https://www.fidal.it/atleta/COLOMBINI-Simone/eqyRkpOfbmM%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
803.99,13:23.99,e,CRIPPA Yemaneberhan,1996,PM,G.S. FIAMME ORO PADOVA,5 se- 1,Birmingham,2017-02-18,https://www.fidal.it/atleta/CRIPPA-Yemaneberhan/d6iRk5OgbmQ%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
837.76,13:57.76,e,AOUANI Iliass,1995,PM,ATL. RICCARDI MILANO 1946,4 se- 1,South Bend,2017-02-24,https://www.fidal.it/atleta/AOUANI-Iliass/dq2RlZijcWs%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO-1946/MI080
854.94,14:14.94,e,AOUANI Iliass,1995,PM,ATL. RICCARDI MILANO 1946,23 se- 1,Ames,2017-02-11,https://www.fidal.it/atleta/AOUANI-Iliass/dq2RlZijcWs%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO-1946/MI080
905.05,15:05.05,e,TITON Dylan,1993,SM,ASSINDUSTRIA SPORT PADOVA,8 se- 1,Fairfax,2017-02-18,https://www.fidal.it/atleta/TITON-Dylan/eKyRkpSnb2M%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
916.69,15:16.69,e,TITON Dylan,1993,SM,ASSINDUSTRIA SPORT PADOVA,9 se- 1,University Park,2017-01-27,https://www.fidal.it/atleta/TITON-Dylan/eKyRkpSnb2M%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
