prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
261.46,4:21.46,e,TITON Dylan,1993,PM,ASSINDUSTRIA SPORT PADOVA,2 se- 1,Boston,2015-02-06,https://www.fidal.it/atleta/TITON-Dylan/eKyRkpSnb2M%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
298.26,4:58.26,e,MATTAGLIANO Joyce,1994,PF,ATLETICA BRUGNERA FRIULINTAGLI,2 se- 1,Birmingham,2015-02-09,https://www.fidal.it/atleta/MATTAGLIANO-Joyce/eauRkpqna2Q%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
252.39,4:12.39,e,GASBARRI Federico,1994,PM,ASD ATL. VOMANO GRAN SASSO,4 se- 2,South Bend,2016-02-06,https://www.fidal.it/atleta/GASBARRI-Federico/gaiRk5imb2g%3D,https://www.fidal.it/societa/ASD-ATL--VOMANO-GRAN-SASSO/TE049
253.15,4:13.15,e,AOUANI Iliass,1995,PM,ATL. RICCARDI MILANO 1946,3 se- 1,College Station,2016-01-15,https://www.fidal.it/atleta/AOUANI-Iliass/dq2RlZijcWs%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO-1946/MI080
255.45,4:15.45,e,GASBARRI Federico,1994,PM,ASD ATL. VOMANO GRAN SASSO,3 ba- 1,Birmingham,2016-02-15,https://www.fidal.it/atleta/GASBARRI-Federico/gaiRk5imb2g%3D,https://www.fidal.it/societa/ASD-ATL--VOMANO-GRAN-SASSO/TE049
256.0,4:16.00,e,GASBARRI Federico,1994,PM,ASD ATL. VOMANO GRAN SASSO,6 fi- 1,Birmingham,2016-02-16,https://www.fidal.it/atleta/GASBARRI-Federico/gaiRk5imb2g%3D,https://www.fidal.it/societa/ASD-ATL--VOMANO-GRAN-SASSO/TE049
268.63,4:28.63,e,TITON Dylan,1993,SM,ASSINDUSTRIA SPORT PADOVA,9 se- 2,Staten Island,2016-01-22,https://www.fidal.it/atleta/TITON-Dylan/eKyRkpSnb2M%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PADOVA/PD140
269.86,4:29.86,e,COLOMBINI Simone,1996,PM,A.S. LA FRATELLANZA 1874,2 se- 3,Birmingham,2016-02-07,https://www.fidal.it/atleta/COLOMBINI-Simone/eqyRkpOfbmM%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
272.64,4:32.64,e,COLOMBINI Simone,1996,PM,A.S. LA FRATELLANZA 1874,2 se- 2,Birmingham,2016-01-15,https://www.fidal.it/atleta/COLOMBINI-Simone/eqyRkpOfbmM%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
282.55,4:42.55,e,NAMOUS Jamal,1994,PM,A.S.D. INTESATLETICA,2 se- 1,Pittsburgh,2016-02-20,https://www.fidal.it/atleta/NAMOUS-Jamal/f6iRmJqkaWk%3D,https://www.fidal.it/societa/A-S-D--INTESATLETICA/LT260
253.63,4:13.63,e,MIGLIORATI Stefano,1994,SM,C.S. S.ROCCHINO,1 se- 1,Chapel Hill,2018-01-13,https://www.fidal.it/atleta/MIGLIORATI-Stefano/dqqRl5imaWk%3D,https://www.fidal.it/societa/C-S--S-ROCCHINO/BS183
240.07,4:00.07,e,AOUANI Iliass,1995,SM,ATL. RICCARDI MILANO 1946,9 se- 1,Boston,2020-02-15,https://www.fidal.it/atleta/AOUANI-Iliass/dq2RlZijcWs%3D,https://www.fidal.it/societa/ATL--RICCARDI-MILANO-1946/MI080
269.29,4:29.29,e,MARCI Mattia,2000,PM,C.U.S. PARMA,5 se- 1,Lexington,2021-02-13,https://www.fidal.it/atleta/MARCI-Mattia/eqyRkpWoaGs%3D,https://www.fidal.it/societa/C-U-S--PARMA/PR068
271.47,4:31.47,e,MARCI Mattia,2000,PM,C.U.S. PARMA,2 se- 1,Virginia Beach,2021-02-06,https://www.fidal.it/atleta/MARCI-Mattia/eqyRkpWoaGs%3D,https://www.fidal.it/societa/C-U-S--PARMA/PR068
