punteggio,prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,4209.0,,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,14 su- 1,Lana,2022-04-24,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
