prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
512.05,8:31.8,m,FARINA Nastassia,1992,CF,A.S. DIL. POL. ATL. BAGHERIA,1 su- 1,Catania,2007-04-28,https://www.fidal.it/atleta/FARINA-Nastassia/h6iRlZqobmk%3D,https://www.fidal.it/societa/A-S--DIL--POL--ATL--BAGHERIA/PA021
395.35,6:35.1,m,D'OTTAVIO Renato,1991,AM,GRUPPO SPORTIVO VIRTUS,1 se- 1,Campobasso,2007-07-21,https://www.fidal.it/atleta/D-OTTAVIO-Renato/g6iRkpekcWw%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
386.23,6:26.23,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,1 se- 1,Rovereto,2007-07-12,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
400.29,6:40.29,e,ROFFINO Valeria,1990,AF,UNIONE GIOVANE BIELLA,11 se- 1,Ostrava,2007-07-14,https://www.fidal.it/atleta/ROFFINO-Valeria/dKAAARkpqgb2U%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
406.71,6:46.71,e,ROFFINO Valeria,1990,AF,UNIONE GIOVANE BIELLA,1 su- 1,Biella,2007-06-05,https://www.fidal.it/atleta/ROFFINO-Valeria/dKAAARkpqgb2U%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
408.85,6:48.6,m,LIBERTONE Catia,1986,PF,C.S. ESERCITO,1 se- 1,Campobasso,2007-07-21,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
414.54,6:54.54,e,ROFFINO Valeria,1990,AF,UNIONE GIOVANE BIELLA,1 su- 1,Vercelli,2007-05-26,https://www.fidal.it/atleta/ROFFINO-Valeria/dKAAARkpqgb2U%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
415.21,6:55.21,e,ROFFINO Valeria,1990,AF,UNIONE GIOVANE BIELLA,1 se- 1,Mondovi,2007-05-01,https://www.fidal.it/atleta/ROFFINO-Valeria/dKAAARkpqgb2U%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
417.78,6:57.78,e,CHIUSOLE Veronica,1972,SF35,U.S. QUERCIA ROVERETO,3 se- 1,Rovereto,2007-07-12,https://www.fidal.it/atleta/CHIUSOLE-Veronica/d6iRkpKhamU%3D,https://www.fidal.it/societa/U-S--QUERCIA-ROVERETO/TN109
421.19,7:01.19,e,CHIUSOLE Veronica,1972,SF35,U.S. QUERCIA ROVERETO,1 su- 1,Riccione,2007-09-15,https://www.fidal.it/atleta/CHIUSOLE-Veronica/d6iRkpKhamU%3D,https://www.fidal.it/societa/U-S--QUERCIA-ROVERETO/TN109
426.21,7:06.21,e,ROFFINO Valeria,1990,AF,UNIONE GIOVANE BIELLA,1 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/ROFFINO-Valeria/dKAAARkpqgb2U%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
437.71,7:17.71,e,MARTINELLI Giulia,1991,AF,ATL. STUDENTESCA CA.RI.RI,2 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/MARTINELLI-Giulia/f6iRmJKmaWY%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
438.66,7:18.66,e,COLI' Lucia,1990,AF,C.U.S. BOLOGNA,3 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/COLI-Lucia/eqiRlZSncGg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
439.47,7:19.47,e,BERELLINI Agnese,1990,AF,FONDIARIA - SAI ATLETICA,4 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/BERELLINI-Agnese/f6iRl5embWs%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
439.69,7:19.69,e,STEFANI Elisa,1986,PF,A.S.D. U.S. SANFRONT ATLETICA,2 se- 1,Mondovi,2007-05-01,https://www.fidal.it/atleta/STEFANI-Elisa/dKmRk5aocGc%3D,https://www.fidal.it/societa/A-S-D--U-S--SANFRONT-ATLETICA/CN002
441.59,7:21.59,e,MARTINELLI Giulia,1991,AF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Busto Arsizio,2007-06-09,https://www.fidal.it/atleta/MARTINELLI-Giulia/f6iRmJKmaWY%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
443.95,7:23.95,e,CERUTTI Federica,1990,AF,UNIONE GIOVANE BIELLA,1 su- 1,Torino,2007-09-29,https://www.fidal.it/atleta/CERUTTI-Federica/dK2Rk5inaWw%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
444.23,7:24.23,e,MARTINELLI Giulia,1991,AF,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Roma,2007-05-26,https://www.fidal.it/atleta/MARTINELLI-Giulia/f6iRmJKmaWY%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
446.05,7:25.8,m,FURLAN Filomena,1990,AF,ATL. LECCO-COLOMBO COSTRUZ.,1 su- 1,Chiari,2007-06-16,https://www.fidal.it/atleta/FURLAN-Filomena/dquRkpSobGQ%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
447.78,7:27.78,e,FURLAN Filomena,1990,AF,ATL. LECCO-COLOMBO COSTRUZ.,5 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/FURLAN-Filomena/dquRkpSobGQ%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
448.87,7:28.87,e,AIRAGHI Laura,1990,AF,CAMELOT,6 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/AIRAGHI-Laura/dq2RkpukcWs%3D,https://www.fidal.it/societa/CAMELOT/MI221
450.14,7:30.14,e,AIRAGHI Laura,1990,AF,CAMELOT,1 su- 1,Lecco,2007-05-12,https://www.fidal.it/atleta/AIRAGHI-Laura/dq2RkpukcWs%3D,https://www.fidal.it/societa/CAMELOT/MI221
450.56,7:30.56,e,SANTONI Loredana,1969,SF35,ATLETICA  LATTE TRE VALLI,5 su- 1,Riccione,2007-09-15,https://www.fidal.it/atleta/SANTONI-Loredana/e6iRkpujams%3D,https://www.fidal.it/societa/ATLETICA-LATTE-TRE-VALLI/AN010
451.23,7:31.23,e,CERUTTI Federica,1990,AF,UNIONE GIOVANE BIELLA,1 su- 1,Saronno,2007-09-19,https://www.fidal.it/atleta/CERUTTI-Federica/dK2Rk5inaWw%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
451.49,7:31.49,e,BOMBARDIERI Martina,1989,JF,ATL. BERGAMO 1959 CREBERG,1 su- 1,Bergamo,2007-09-05,https://www.fidal.it/atleta/BOMBARDIERI-Martina/dqmRlpqgamQ%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
452.23,7:32.23,e,LOSIO Angela,1990,AF,ILPRA ATL.VIGEVANO PARCO ACQU.,1 su- 1,Saronno,2007-05-26,https://www.fidal.it/atleta/LOSIO-Angela/dqqRkpOfaGs%3D,https://www.fidal.it/societa/ILPRA-ATL-VIGEVANO-PARCO-ACQU-/PV410
453.86,7:33.86,e,SCRINZI Federica,1990,AF,CRUS OTTICA GUERRA PEDERSANO,7 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/SCRINZI-Federica/d6iRkpinb2M%3D,https://www.fidal.it/societa/CRUS-OTTICA-GUERRA-PEDERSANO/TN131
454.09,7:34.09,e,BERELLINI Agnese,1990,AF,FONDIARIA - SAI ATLETICA,2 su- 1,Busto Arsizio,2007-06-09,https://www.fidal.it/atleta/BERELLINI-Agnese/f6iRl5embWs%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
454.67,7:34.67,e,CERUTTI Federica,1990,AF,UNIONE GIOVANE BIELLA,1 su- 1,Alessandria,2007-07-07,https://www.fidal.it/atleta/CERUTTI-Federica/dK2Rk5inaWw%3D,https://www.fidal.it/societa/UNIONE-GIOVANE-BIELLA/VC002
455.12,7:35.12,e,SCHEGGIA Letizia,1990,AF,U.S. APOS CORRIDONIA,8 se- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/SCHEGGIA-Letizia/e6iRkpunbmg%3D,https://www.fidal.it/societa/U-S--APOS-CORRIDONIA/MC032
455.65,7:35.4,m,AIRAGHI Laura,1990,AF,CAMELOT,2 su- 1,Chiari,2007-06-16,https://www.fidal.it/atleta/AIRAGHI-Laura/dq2RkpukcWs%3D,https://www.fidal.it/societa/CAMELOT/MI221
