prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
200.35,3:20.1,m,LICATA Samuele,1999,CM,ASD ATLETICA YOUNG RUNNER GELA,1 su- 1,Mazzarino,2014-10-15,https://www.fidal.it/atleta/LICATA-Samuele/h6qRkpKfamw%3D,https://www.fidal.it/societa/ASD-ATLETICA-YOUNG-RUNNER-GELA/CL693
200.71,3:20.71,e,BARONTINI Simone,1999,CM,S.E.F. STAMURA ANCONA A.S.D.,1 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/BARONTINI-Simone/e6mRkpOlamw%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
200.87,3:20.87,e,MASOLINI Matteo,1999,CM,G.P. VALCHIAVENNA,2 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/MASOLINI-Matteo/dqiSl5eibmk%3D,https://www.fidal.it/societa/G-P--VALCHIAVENNA/SO219
203.13,3:23.13,e,ROMANI Andrea,1999,CM,S.S.D. CENTRO ESTER NAPOLI ARL,1 su- 1,Ancona,2014-07-09,https://www.fidal.it/atleta/ROMANI-Andrea/gKyRkpOibGg%3D,https://www.fidal.it/societa/S-S-D--CENTRO-ESTER-NAPOLI-ARL/NA062
203.46,3:23.46,e,CATALLO Antonio pio,1999,CM,ATLETICA MURIALDO,1 se- 1,Bari,2014-09-13,https://www.fidal.it/atleta/CATALLO-Antonio-pio/hKuRkpSfb2Q%3D,https://www.fidal.it/societa/ATLETICA-MURIALDO/FG212
203.48,3:23.48,e,DI PRIMIO Manuel,2000,CM,POLISPORTIVA TETHYS CHIETI,3 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/DI-PRIMIO-Manuel/gaqRkpOgbmQ%3D,https://www.fidal.it/societa/POLISPORTIVA-TETHYS-CHIETI/CH172
205.2,3:25.20,e,GHINASSI Niccolo',1999,CM,ATL. SESTINI,4 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/GHINASSI-Niccolo-/faiSkpqjcWU%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
205.67,3:25.67,e,CATALLO Antonio pio,1999,CM,ATLETICA MURIALDO,5 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/CATALLO-Antonio-pio/hKuRkpSfb2Q%3D,https://www.fidal.it/societa/ATLETICA-MURIALDO/FG212
205.79,3:25.79,e,BARONTINI Simone,1999,CM,S.E.F. STAMURA ANCONA A.S.D.,2 su- 1,Ancona,2014-07-09,https://www.fidal.it/atleta/BARONTINI-Simone/e6mRkpOlamw%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
205.91,3:25.91,e,MOCCIA Paolo,1999,CM,ESERCITO SPORT & GIOVANI,6 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/MOCCIA-Paolo/f6yRk5OoamU%3D,https://www.fidal.it/societa/ESERCITO-SPORT-&-GIOVANI/RM218
206.56,3:26.56,e,GHINASSI Niccolo',1999,CM,ATL. SESTINI,1 su- 1,Grosseto,2014-09-27,https://www.fidal.it/atleta/GHINASSI-Niccolo-/faiSkpqjcWU%3D,https://www.fidal.it/societa/ATL--SESTINI/AR051
206.58,3:26.58,e,BARONTINI Simone,1999,CM,S.E.F. STAMURA ANCONA A.S.D.,1 su- 1,Fermo,2014-09-13,https://www.fidal.it/atleta/BARONTINI-Simone/e6mRkpOlamw%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
206.79,3:26.79,e,MARTEDDU Tito,1999,CM,CIRCOLO VILLA SPADA G.DI F.,7 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/MARTEDDU-Tito/f6iRmZihcWs%3D,https://www.fidal.it/societa/CIRCOLO-VILLA-SPADA-G-DI-F-/RM166
206.83,3:26.83,e,MASOLINI Matteo,1999,CM,G.P. VALCHIAVENNA,1 se- 1,Chiari,2014-09-27,https://www.fidal.it/atleta/MASOLINI-Matteo/dqiSl5eibmk%3D,https://www.fidal.it/societa/G-P--VALCHIAVENNA/SO219
206.94,3:26.94,e,MASOLINI Matteo,1999,CM,G.P. VALCHIAVENNA,1 su- 1,Mariano Comense,2014-06-22,https://www.fidal.it/atleta/MASOLINI-Matteo/dqiSl5eibmk%3D,https://www.fidal.it/societa/G-P--VALCHIAVENNA/SO219
207.02,3:27.02,e,MOCCIA Paolo,1999,CM,ESERCITO SPORT & GIOVANI,1 su- 1,Roma,2014-09-25,https://www.fidal.it/atleta/MOCCIA-Paolo/f6yRk5OoamU%3D,https://www.fidal.it/societa/ESERCITO-SPORT-&-GIOVANI/RM218
207.28,3:27.28,e,MARTEDDU Tito,1999,CM,CIRCOLO VILLA SPADA G.DI F.,1 su- 1,Roma,2014-06-24,https://www.fidal.it/atleta/MARTEDDU-Tito/f6iRmZihcWs%3D,https://www.fidal.it/societa/CIRCOLO-VILLA-SPADA-G-DI-F-/RM166
207.36,3:27.36,e,BARONTINI Simone,1999,CM,S.E.F. STAMURA ANCONA A.S.D.,1 su- 1,Campobasso,2014-09-20,https://www.fidal.it/atleta/BARONTINI-Simone/e6mRkpOlamw%3D,https://www.fidal.it/societa/S-E-F--STAMURA-ANCONA-A-S-D-/AN010
207.84,3:27.84,e,MASOLINI Matteo,1999,CM,G.P. VALCHIAVENNA,1 se- 1,Chiavenna,2014-09-04,https://www.fidal.it/atleta/MASOLINI-Matteo/dqiSl5eibmk%3D,https://www.fidal.it/societa/G-P--VALCHIAVENNA/SO219
208.05,3:28.05,e,DI PRIMIO Manuel,2000,CM,POLISPORTIVA TETHYS CHIETI,2 su- 1,Campobasso,2014-09-20,https://www.fidal.it/atleta/DI-PRIMIO-Manuel/gaqRkpOgbmQ%3D,https://www.fidal.it/societa/POLISPORTIVA-TETHYS-CHIETI/CH172
208.53,3:28.53,e,MANNA Mattia,2000,CM,FIAMME GIALLE G. SIMONI,2 su- 1,Roma,2014-09-25,https://www.fidal.it/atleta/MANNA-Mattia/f6yRk5WlaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
208.53,3:28.53,e,BONI Roberto,1999,CM,G.S.SELF ATL. MONTANARI GRUZZA,1 su- 1,Bologna,2014-09-27,https://www.fidal.it/atleta/BONI-Roberto/erGRkpSka2w%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
208.92,3:28.92,e,CATALLO Antonio pio,1999,CM,ATLETICA MURIALDO,3 su- 1,Campobasso,2014-09-20,https://www.fidal.it/atleta/CATALLO-Antonio-pio/hKuRkpSfb2Q%3D,https://www.fidal.it/societa/ATLETICA-MURIALDO/FG212
209.06,3:29.06,e,ORSINGHER Werner,2000,CM,GS VALSUGANA TRENTINO,1 se- 2,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/ORSINGHER-Werner/d6iRk5ehb2k%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
209.1,3:29.10,e,MARTEDDU Tito,1999,CM,CIRCOLO VILLA SPADA G.DI F.,3 su- 1,Roma,2014-09-25,https://www.fidal.it/atleta/MARTEDDU-Tito/f6iRmZihcWs%3D,https://www.fidal.it/societa/CIRCOLO-VILLA-SPADA-G-DI-F-/RM166
209.26,3:29.26,e,PECCIARELLI Duccio,1999,CM,MONTEPASCHI UISP ATL. SIENA,2 se- 2,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/PECCIARELLI-Duccio/fbKRkpKga2o%3D,https://www.fidal.it/societa/MONTEPASCHI-UISP-ATL--SIENA/SI043
209.29,3:29.29,e,LANGELLA Awol,2000,CM,ATLETICA MEDITERRANEA BARI,3 se- 2,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/LANGELLA-Awol/hKmRkpOmb2c%3D,https://www.fidal.it/societa/ATLETICA-MEDITERRANEA-BARI/BA720
209.36,3:29.36,e,LICATA Samuele,1999,CM,ASD ATLETICA YOUNG RUNNER GELA,1 su- 1,Catania,2014-09-13,https://www.fidal.it/atleta/LICATA-Samuele/h6qRkpKfamw%3D,https://www.fidal.it/societa/ASD-ATLETICA-YOUNG-RUNNER-GELA/CL693
209.39,3:29.39,e,PALUMMIERI Giulio,2000,CM,POL.BIENATE MAGNAGO ATL.,1 se- 1,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/PALUMMIERI-Giulio/dq2RlJOnaWU%3D,https://www.fidal.it/societa/POL-BIENATE-MAGNAGO-ATL-/MI157
209.46,3:29.46,e,GAFFURI Mattia,1999,CM,U.S. SAN MAURIZIO,2 se- 1,Chiavenna,2014-09-04,https://www.fidal.it/atleta/GAFFURI-Mattia/dquRkpmgamo%3D,https://www.fidal.it/societa/U-S--SAN-MAURIZIO/CO012
209.61,3:29.61,e,COSTA Edgard,1999,CM,ANA ATL.FELTRE,9 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
210.03,3:30.03,e,LUCCHETTA Lorenzo,1999,CM,ATL.LIB.'TONON' S.P.A VITTORIO,4 se- 2,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/LUCCHETTA-Lorenzo/eKyRkpmhb2M%3D,https://www.fidal.it/societa/ATL-LIB--TONON-S-P-A-VITTORIO/TV347
210.2,3:30.20,e,NICOSIA Federico,1999,CM,ATL. RIMINI NORD SANTARCANGELO,2 su- 1,Bologna,2014-09-27,https://www.fidal.it/atleta/NICOSIA-Federico/erORkpOjbmM%3D,https://www.fidal.it/societa/ATL--RIMINI-NORD-SANTARCANGELO/RN273
210.3,3:30.30,e,COSTA Edgard,1999,CM,ANA ATL.FELTRE,1 se- 1,Caprino Veronese,2014-09-28,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
210.36,3:30.36,e,TECUCEANU Catalin,1999,CM,ATL.AUDACE NOALE,10 se- 3,Borgo Valsugana,2014-10-12,https://www.fidal.it/atleta/TECUCEANU-Catalin/eK2Rkpelamo%3D,https://www.fidal.it/societa/ATL-AUDACE-NOALE/VE464
