tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
9:41.11,,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Milano,2007-06-23,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
9:45.94,,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
9:50.79,,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,9 ba- 3,Osaka,2007-08-25,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
9:51.93,,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
9:55.26,,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Rethymno,2007-07-18,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
9:57.53,,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
9:59.09,,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Regensburg,2007-06-09,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
10:00.67,,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
10:10.71,,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
10:19.41,,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,1 su- 1,Alessandria,2007-07-07,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
10:23.71,,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,2 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
10:24.67,,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,11 su- 1,Bangkok,2007-08-12,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
10:25.50,,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,7 su- 1,Parigi,2007-09-08,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
10:25.87,,LIBERTONE Catia,1986,PF,C.S. ESERCITO,1 su- 1,Recanati,2007-06-30,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
10:26.93,,SAMPIETRO Cecilia,1983,SF,GINNASTICA COMENSE 1872,3 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/SAMPIETRO-Cecilia/dqiRlZqibWQ%3D,https://www.fidal.it/societa/GINNASTICA-COMENSE-1872/CO013
10:28.64,,BONESSI Micaela,1980,SF,ASV  STERZING VB LATELLA NB,4 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/BONESSI-Micaela/eaiRkpShcWs%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
10:29.25,,LIBERTONE Catia,1986,PF,C.S. ESERCITO,7 se- 1,Debrecen,2007-07-13,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
