prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
581.11,,9:41.11,0,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Milano,2007-06-23,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
585.94,,9:45.94,0,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
590.79,,9:50.79,0,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,9 ba- 3,Osaka,2007-08-25,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
591.93,,9:51.93,0,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
595.26,,9:55.26,0,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Rethymno,2007-07-18,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
597.53,,9:57.53,0,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
599.09,,9:59.09,0,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Regensburg,2007-06-09,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
600.67,,10:00.67,0,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
610.71,,10:10.71,0,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
619.41,,10:19.41,0,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,1 su- 1,Alessandria,2007-07-07,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
