prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
581.11,9:41.11,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Milano,2007-06-23,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
585.94,9:45.94,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,2 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
590.79,9:50.79,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,9 ba- 3,Osaka,2007-08-25,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
591.93,9:51.93,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
595.26,9:55.26,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Rethymno,2007-07-18,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
597.53,9:57.53,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
599.09,9:59.09,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Regensburg,2007-06-09,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
600.67,10:00.67,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,6 su- 1,Lucerna,2007-06-28,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
610.71,10:10.71,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,2 se- 1,Barcellona,2007-06-02,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
619.41,10:19.41,e,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,1 su- 1,Alessandria,2007-07-07,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
623.71,10:23.71,e,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,2 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
624.67,10:24.67,e,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,11 su- 1,Bangkok,2007-08-12,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
625.5,10:25.50,e,TSCHURTSCHENTHALER Agnes,1982,SF,ASV  STERZING VB LATELLA NB,7 su- 1,Parigi,2007-09-08,https://www.fidal.it/atleta/TSCHURTSCHENTHALER-Agnes/iaiRkpSocGw%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
625.87,10:25.87,e,LIBERTONE Catia,1986,PF,C.S. ESERCITO,1 su- 1,Recanati,2007-06-30,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
626.93,10:26.93,e,SAMPIETRO Cecilia,1983,SF,GINNASTICA COMENSE 1872,3 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/SAMPIETRO-Cecilia/dqiRlZqibWQ%3D,https://www.fidal.it/societa/GINNASTICA-COMENSE-1872/CO013
628.64,10:28.64,e,BONESSI Micaela,1980,SF,ASV  STERZING VB LATELLA NB,4 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/BONESSI-Micaela/eaiRkpShcWs%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
629.25,10:29.25,e,LIBERTONE Catia,1986,PF,C.S. ESERCITO,7 se- 1,Debrecen,2007-07-13,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
633.11,10:33.11,e,CHIUSOLE Veronica,1972,SF35,U.S. QUERCIA ROVERETO,7 se- 1,Regensburg,2007-06-09,https://www.fidal.it/atleta/CHIUSOLE-Veronica/d6iRkpKhamU%3D,https://www.fidal.it/societa/U-S--QUERCIA-ROVERETO/TN109
635.27,10:35.27,e,BONESSI Micaela,1980,SF,ASV  STERZING VB LATELLA NB,8 se- 1,Regensburg,2007-06-09,https://www.fidal.it/atleta/BONESSI-Micaela/eaiRkpShcWs%3D,https://www.fidal.it/societa/ASV-STERZING-VB-LATELLA-NB/BZ013
637.95,10:37.95,e,ROMAGNOLO Elena,1982,SF,C.S. ESERCITO,1 su- 1,Palermo,2007-09-29,https://www.fidal.it/atleta/ROMAGNOLO-Elena/dKAAARk5Woamo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
638.49,10:38.49,e,LIBERTONE Catia,1986,PF,C.S. ESERCITO,1 su- 1,Jesolo,2007-05-25,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
640.43,10:40.43,e,QUAGLIA Emma,1980,SF,A.S.D.  C.U.S. GENOVA,2 su- 1,Jesolo,2007-05-25,https://www.fidal.it/atleta/QUAGLIA-Emma/daiRkpSia2Y%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
640.72,10:40.72,e,MICHALSKA Marzena,1975,SF,JAKY-TECH APUANA,12 su- 1,Rethymno,2007-07-18,https://www.fidal.it/atleta/MICHALSKA-Marzena/dKAAARk5iocWg%3D,https://www.fidal.it/societa/JAKY-TECH-APUANA/MS090
640.99,10:40.99,e,LIBERTONE Catia,1986,PF,C.S. ESERCITO,1 su- 1,Bressanone,2007-06-16,https://www.fidal.it/atleta/LIBERTONE-Catia/g6iRkpajbmM%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
641.9,10:41.90,e,SANTINI Simona,1980,SF,JAKY-TECH APUANA,1 su- 1,Modena,2007-06-05,https://www.fidal.it/atleta/SANTINI-Simona/e6iRkpOhb2g%3D,https://www.fidal.it/societa/JAKY-TECH-APUANA/MS090
