punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
656,12.16,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,7 su- 1,Montebelluna,2011-09-24,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
653,11.08,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,4 su- 1,Vicenza,2010-09-14,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
652,12.1,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,8 su- 1,Majano,2011-09-10,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650,11.03,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,6 su- 1,Rieti,2010-10-03,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
650,11.03,CESCATO Beatrice,1993,PF,ANA ATL.FELTRE,3 su- 1,Marcon,2015-05-09,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
649,12.05,BIANCHI Alessio,1998,CM,ANA ATL.FELTRE,2 su- 1,Feltre,2013-06-22,https://www.fidal.it/atleta/BIANCHI-Alessio/eKmRlJWjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
646,12.0,ZAETTA Gabriele,1994,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2009-06-20,https://www.fidal.it/atleta/ZAETTA-Gabriele/eKmRlJKobmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
644,11.97,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,1 su- 1,Mestre,2007-10-06,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
643,11.94,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,4 su- 1,Rossano Veneto,2011-09-04,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639,10.86,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 su- 1,Rossano Veneto,2010-09-05,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639,11.88,BIANCHI Alessio,1998,CM,ANA ATL.FELTRE,10 su- 1,Majano,2013-09-07,https://www.fidal.it/atleta/BIANCHI-Alessio/eKmRlJWjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
638,11.87,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,5 su- 1,Rossano Veneto,2011-09-04,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637,11.85,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,4 su- 1,Belluno,2011-06-04,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
637,11.85,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,99 su- 1,Majano,2011-09-10,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
633,11.78,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2011-05-14,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
630,11.73,ZAETTA Gabriele,1994,CM,ANA ATL.FELTRE,6 su- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/ZAETTA-Gabriele/eKmRlJKobmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
630,11.72,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,5 su- 1,Belluno,2011-06-04,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
629,11.71,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
629,11.71,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2011-10-01,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
626,10.65,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 se- 1,Longarone,2010-05-01,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
625,11.64,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,3 se- 1,Feltre,2011-05-17,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
625,10.63,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 se- 1,Feltre,2009-08-26,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
625,11.64,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2011-08-27,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
624,11.63,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,2 su- 1,Feltre,2011-06-18,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
624,10.62,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 su- 1,Verona,2010-06-02,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
623,11.61,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2012-04-14,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622,10.59,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,4 se- 1,Conegliano,2009-07-15,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
622,11.6,ZAETTA Gabriele,1994,CM,ANA ATL.FELTRE,4 su- 1,Feltre,2009-07-01,https://www.fidal.it/atleta/ZAETTA-Gabriele/eKmRlJKobmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620,11.56,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2011-05-14,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
620,11.55,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,5 su- 1,Verona,2007-06-02,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
618,10.51,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 su- 1,Mogliano Veneto,2010-09-18,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
616,10.49,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,3 su- 1,Mogliano Veneto,2009-09-19,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
616,10.48,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
615,11.47,BIANCHI Alessio,1998,CM,ANA ATL.FELTRE,6 su- 1,Bassano Del Grappa,2013-06-01,https://www.fidal.it/atleta/BIANCHI-Alessio/eKmRlJWjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
610,10.39,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,3 su- 1,Pergine E Borgo Valsugana,2009-09-13,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
608,11.35,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,5 su- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
608,10.36,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,7 su- 1,Grosseto,2009-10-04,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
606,10.32,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Mestre,2009-05-02,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
605,10.31,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Rosa,2009-05-23,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604,11.28,BELLOT Gabriele,1995,CM,ANA ATL.FELTRE,1 su- 1,Belluno,2010-05-08,https://www.fidal.it/atleta/BELLOT-Gabriele/eKmRlJSlaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604,10.29,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,4 su- 1,Treviso,2010-04-18,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604,11.28,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,7 su- 1,Majano,2007-09-08,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
603,10.27,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Mestre,2010-05-08,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
601,11.23,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,2 se- 1,Pous D Alpago,2007-09-05,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
600,10.22,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,4 su- 1,Pordenone,2010-06-23,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
600,10.23,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Conegliano,2010-04-10,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
599,11.2,CICCOMASCOLO Lorenzo,1997,CM,ANA ATL.FELTRE,10 su- 1,Montebelluna,2011-09-24,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
597,11.16,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2015-08-26,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
592,11.09,ACAMPORA Giuseppe,1993,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/ACAMPORA-Giuseppe/eKmRlJOnb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
590,10.07,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,1 su- 1,Feltre,2010-06-19,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
588,10.03,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,3 su- 1,Rossano Veneto,2009-09-06,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
587,11.0,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2014-08-28,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
585,10.96,TOIGO Robin,1992,CM,ANA ATL.FELTRE,9 su- 1,Verona,2007-06-02,https://www.fidal.it/atleta/TOIGO-Robin/eKmRlJKoaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
584,10.94,DE MARTINI Alessandro,1997,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2012-08-23,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
581,10.9,BIANCHI Alessio,1998,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-05-11,https://www.fidal.it/atleta/BIANCHI-Alessio/eKmRlJWjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
579,10.86,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2015-10-18,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
572,9.78,CESCATO Beatrice,1993,AF,ANA ATL.FELTRE,2 su- 1,Vicenza,2009-04-19,https://www.fidal.it/atleta/CESCATO-Beatrice/eKmRlJOgb2k%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
572,10.75,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2011-04-16,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
566,10.65,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,4 su- 1,Feltre,2011-06-18,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
563,10.59,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2014-05-17,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
562,10.58,DOGLIONI Giorgio,1996,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2011-04-09,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
559,10.53,SALTAREL Riccardo,1997,CM,ANA ATL.FELTRE,5 su- 1,Feltre,2012-06-21,https://www.fidal.it/atleta/SALTAREL-Riccardo/eKmRlJWkbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
558,10.5,BIANCHIN Gioele,2002,CM,ANA ATL.FELTRE,3 su- 1,Vallesella Di Cadore,2017-05-13,https://www.fidal.it/atleta/BIANCHIN-Gioele/eKmRlJigaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
558,10.5,BIANCHIN Gioele,2002,CM,ANA ATL.FELTRE,3 su- 1,Vallesella,2017-05-13,https://www.fidal.it/atleta/BIANCHIN-Gioele/eKmRlJigaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
552,10.41,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,17 su- 1,Majano,2015-09-05,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
552,10.41,CASANOVA Lorenzo,1993,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/CASANOVA-Lorenzo/eKmRlJShb2Y%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
552,10.41,BIESUZ Enrico,2002,CM,ANA ATL.FELTRE,2 su- 1,Feltre,2017-04-01,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
546,10.31,TOIGO Robin,1992,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/TOIGO-Robin/eKmRlJKoaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
541,10.21,DE MARTINI Alessandro,1997,CM,ANA ATL.FELTRE,3 se- 1,Feltre,2011-08-27,https://www.fidal.it/atleta/DE-MARTINI-Alessandro/eKmRlJSkaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
540,10.2,TOIGO Robin,1992,CM,ANA ATL.FELTRE,11 su- 1,Mogliano Veneto,2007-09-29,https://www.fidal.it/atleta/TOIGO-Robin/eKmRlJKoaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
537,10.15,SALTAREL Riccardo,1997,CM,ANA ATL.FELTRE,3 se- 1,Feltre,2012-08-23,https://www.fidal.it/atleta/SALTAREL-Riccardo/eKmRlJWkbGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
523,8.97,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,8 su- 1,Treviso,2011-04-17,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
522,9.9,PICCOLO Fabio,2000,CM,ANA ATL.FELTRE,3 se- 1,Agordo,2015-05-16,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
521,9.88,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,16 su- 1,Majano,2014-09-06,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
521,8.94,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,2 se- 1,Padova,2011-05-18,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
518,9.83,ZANNIN Giacomo,1996,CM,ANA ATL.FELTRE,2 se- 1,Belluno,2011-04-16,https://www.fidal.it/atleta/ZANNIN-Giacomo/eKmRlJSla2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
513,8.81,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,6 su- 1,Rovigo,2011-05-07,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
511,9.7,ZABOT Julian,2002,CM,ANA ATL.FELTRE,18 su- 1,Rovigo,2016-05-28,https://www.fidal.it/atleta/ZABOT-Julian/eKmRlJelbGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
509,9.68,VELLO Michele,1997,CM,ANA ATL.FELTRE,6 su- 1,Feltre,2012-06-21,https://www.fidal.it/atleta/VELLO-Michele/eKmRlJSkb2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
507,8.72,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,4 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
501,9.53,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,3 su- 1,Feltre,2010-06-19,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
501,9.54,CORSO Lorenzo,1999,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2014-03-29,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
500,8.6,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,4 su- 1,Bassano Del Grappa,2011-09-17,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
500,8.61,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,7 su- 1,Bastia Umbra,2011-06-11,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
498,8.57,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,5 su- 1,Feltre,2011-06-18,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
497,9.47,ZANNIN Giacomo,1996,CM,ANA ATL.FELTRE,17 su- 1,Rovigo,2010-06-05,https://www.fidal.it/atleta/ZANNIN-Giacomo/eKmRlJSla2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
495,8.53,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,5 su- 1,Mogliano Veneto,2010-09-18,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
492,9.38,ZANELLA Ares,1994,CM,ANA ATL.FELTRE,15 su- 1,Verona,2008-06-01,https://www.fidal.it/atleta/ZANELLA-Ares/eKmRlJShb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
492,8.47,MARCHESE Martina,1994,AF,ANA ATL.FELTRE,2 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
478,9.15,ZABOT Alex,1998,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2013-04-06,https://www.fidal.it/atleta/ZABOT-Alex/eKmRlJWnbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
475,9.09,ZANNIN Giacomo,1996,CM,ANA ATL.FELTRE,3 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/ZANNIN-Giacomo/eKmRlJSla2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
474,8.18,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,8 su- 1,Treviso,2010-04-18,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
473,9.06,CAPRETTA Francesco,2002,CM,ANA ATL.FELTRE,4 su- 1,Agordo,2017-04-29,https://www.fidal.it/atleta/CAPRETTA-Francesco/eKmRlJagcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
472,9.04,DE BACCO Tommaso,2006,CM,ANA ATL.FELTRE,4 su- 1,Agordo,2021-04-25,https://www.fidal.it/atleta/DE-BACCO-Tommaso/eKmRlJmkbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
468,8.08,MARCHESE Martina,1994,JF,ANA ATL.FELTRE,11 su- 1,Vicenza,2012-05-19,https://www.fidal.it/atleta/MARCHESE-Martina/eKmRlJWfamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
465,8.03,SAIONI Chiara,1994,AF,ANA ATL.FELTRE,8 su- 1,Rovigo,2011-05-07,https://www.fidal.it/atleta/SAIONI-Chiara/eKmRlJOoamU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
