punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,12.54,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,6 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.47,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2012-08-23,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.43,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 su- 1,Marcon,2012-05-06,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.38,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,9 su- 1,Bassano Del Grappa,2012-09-16,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.02,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,11 su- 1,Rossano Veneto,2012-09-02,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.72,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,11 su- 1,Abano Terme,2012-05-13,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.5,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2012-04-14,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,14.82,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 se- 1,Jesolo,2013-10-05,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.62,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 su- 1,Vicenza,2013-05-19,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.6,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,3 su- 1,Treviso,2013-05-29,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.53,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2013-04-13,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.47,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 su- 1,Trento,2013-06-09,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.42,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 se- 1,Padova,2013-05-23,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.41,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,2 su- 1,Conegliano,2013-04-25,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.24,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,4 su- 1,Rovigo,2013-09-07,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.23,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,3 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.14,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2013-08-28,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,13.09,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,1 su- 1,Trento,2013-09-24,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.87,DOGLIONI Giorgio,1996,AM,ANA ATL.FELTRE,5 su- 1,Rossano Veneto,2013-09-01,https://www.fidal.it/atleta/DOGLIONI-Giorgio/eKmRlJSgaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.64,MARRONE Sebastiano,1996,AM,ANA ATL.FELTRE,6 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/MARRONE-Sebastiano/eK2RkpWiamY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.08,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,5 su- 1,Treviso,2013-04-21,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.76,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,2 se- 1,Feltre,2013-04-13,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.57,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,4 su- 1,Trento,2014-10-05,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.35,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2014-04-13,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.09,CICCOMASCOLO Lorenzo,1997,AM,ANA ATL.FELTRE,5 su- 1,Vicenza,2014-05-04,https://www.fidal.it/atleta/CICCOMASCOLO-Lorenzo/eKmRlJWjbmU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.43,CORSO Lorenzo,1999,AM,ANA ATL.FELTRE,15 su- 1,Rosa,2015-09-20,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.79,CORSO Lorenzo,1999,AM,ANA ATL.FELTRE,10 su- 1,Aquila,2015-10-04,https://www.fidal.it/atleta/CORSO-Lorenzo/eKmRlJWkbWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.82,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,3 su- 1,Udine,2016-08-06,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.57,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,5 su- 1,Bovolone,2016-10-02,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.55,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,7 su- 1,Rossano Veneto,2016-09-11,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,11.5,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,8 su- 1,Rosa,2016-09-18,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.9,PICCOLO Fabio,2000,AM,ANA ATL.FELTRE,12 su- 1,Vicenza,2016-05-01,https://www.fidal.it/atleta/PICCOLO-Fabio/eKmRlJegbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,8.49,ZUGLIAN Giorgio,2000,AM,ANA ATL.FELTRE,4 se- 1,Agordo,2016-05-15,https://www.fidal.it/atleta/ZUGLIAN-Giorgio/eKmRlJOkaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.9,GURRIERI Davide,2000,AM,ANA ATL.FELTRE,2 su- 1,Chiari,2017-10-01,https://www.fidal.it/atleta/GURRIERI-Davide/eKmRlJSkaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,12.62,GURRIERI Davide,2000,AM,ANA ATL.FELTRE,4 su- 1,Jesolo,2017-09-17,https://www.fidal.it/atleta/GURRIERI-Davide/eKmRlJSkaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,10.0,BARCHET Samuele,2001,AM,ANA ATL.FELTRE,16 su- 1,San Biagio Di Callalta,2018-05-13,https://www.fidal.it/atleta/BARCHET-Samuele/eKmRlJilamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.98,BARCHET Samuele,2001,AM,ANA ATL.FELTRE,8 su- 1,Bovolone,2018-09-30,https://www.fidal.it/atleta/BARCHET-Samuele/eKmRlJilamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,9.68,BARCHET Samuele,2001,AM,ANA ATL.FELTRE,5 se- 1,Vicenza,2018-05-08,https://www.fidal.it/atleta/BARCHET-Samuele/eKmRlJilamM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,7.8,SCOPEL Simone,2006,AM,ANA ATL.FELTRE,11 se- 2,Lana,2022-04-23,https://www.fidal.it/atleta/SCOPEL-Simone/eKmRlJeocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
