punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,32.05,CANOVA Luca,1991,AM,ANA ATL.FELTRE,1 su- 1,Rosa,2008-06-15,https://www.fidal.it/atleta/CANOVA-Luca/eKiRlZKia2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,50.47,TREVISAN David,1994,AM,ANA ATL.FELTRE,2 su- 1,Saronno,2010-06-26,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,47.02,TREVISAN David,1994,AM,ANA ATL.FELTRE,5 se- 1,Rieti,2010-10-03,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,46.47,TREVISAN David,1994,AM,ANA ATL.FELTRE,5 su- 1,Mogliano Veneto,2010-09-18,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,44.08,TREVISAN David,1994,AM,ANA ATL.FELTRE,7 su- 1,Mestre,2010-05-08,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,39.06,TREVISAN David,1994,AM,ANA ATL.FELTRE,10 su- 1,Verona,2010-06-02,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,36.0,TREVISAN David,1994,AM,ANA ATL.FELTRE,1 se- 1,Belluno,2010-04-10,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,34.15,DA COL Fabio,1993,AM,ANA ATL.FELTRE,14 su- 1,Verona,2010-06-02,https://www.fidal.it/atleta/DA-COL-Fabio/eKmRlJSoaWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,30.93,DA COL Fabio,1993,AM,ANA ATL.FELTRE,22 su- 1,Mestre,2010-05-08,https://www.fidal.it/atleta/DA-COL-Fabio/eKmRlJSoaWc%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,53.16,TREVISAN David,1994,AM,ANA ATL.FELTRE,2 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/TREVISAN-David/eKmRlJSlaGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
