punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
927,8.37,8.37,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,4 fi- 1,Padova,2024-01-27,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
909,8.43,8.43,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,7 ba- 2,Ancona,2024-02-17,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
906,8.44,8.44,e,ROLDO Demis,1985,SM,ANA ATL.FELTRE,5 fi- 1,Padova,2019-02-10,https://www.fidal.it/atleta/ROLDO-Demis/eKmRlJKhcGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
895,8.48,8.48,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,6 fi- 1,Padova,2024-01-14,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
895,8.48,8.48,e,ROLDO Demis,1985,SM,ANA ATL.FELTRE,2 ba- 2,Padova,2019-02-10,https://www.fidal.it/atleta/ROLDO-Demis/eKmRlJKhcGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
892,8.49,8.49,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,3 ba- 1,Padova,2024-01-27,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
889,8.5,8.50,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,4 ba- 1,Ancona,2024-02-04,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
886,8.51,8.51,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,4 ba- 1,Padova,2024-01-14,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
854,8.62,8.62,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,6 ba- 3,Ancona,2022-02-06,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
851,8.63,8.63,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,3 fi- 1,Udine,2023-01-29,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
848,8.64,8.64,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,5 ba- 1,Padova,2023-01-28,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
846,8.65,8.65,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,3 fi- 1,Padova,2023-01-08,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840,8.67,8.67,e,ROLDO Demis,1985,SM,ANA ATL.FELTRE,4 ba- 1,Padova,2018-01-21,https://www.fidal.it/atleta/ROLDO-Demis/eKmRlJKhcGw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
837,8.68,8.68,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,2 fi- 3,Padova,2023-01-21,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
829,8.71,8.71,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,4 ba- 1,Udine,2023-01-29,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
826,8.72,8.72,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,7 fi- 1,Padova,2023-01-28,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
809,8.78,8.78,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,4 ba- 1,Padova,2023-01-08,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
803,8.8,8.80,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,3 ba- 2,Padova,2023-01-21,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,8.81,8.81,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,3 ba- 2,Padova,2022-01-22,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,8.82,8.82,e,DE PAOLI Federico,2002,PM,ANA ATL.FELTRE,2 ba- 2,Padova,2022-01-29,https://www.fidal.it/atleta/DE-PAOLI-Federico/eKmRlJmfcWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
790,8.85,8.85,e,FERRIGHETTO Ivan,1995,JM,ANA ATL.FELTRE,2 ba- 2,Padova,2014-01-25,https://www.fidal.it/atleta/FERRIGHETTO-Ivan/eKmRlJKkaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,9.03,9.03,e,FERRIGHETTO Ivan,1995,JM,ANA ATL.FELTRE,7 fi- 1,Padova,2014-01-25,https://www.fidal.it/atleta/FERRIGHETTO-Ivan/eKmRlJKkaGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
437,10.32,10.32,e,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,8 ba- 2,Padova,2022-01-29,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
343,10.81,10.81,e,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,4 ba- 2,Padova,2022-01-09,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
332,10.87,10.87,e,DALLA CORTE Matteo,2001,SM,ANA ATL.FELTRE,4 se- 3,Padova,2024-02-04,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
289,11.12,11.12,e,DALLA CORTE Matteo,2001,PM,ANA ATL.FELTRE,4 se- 3,Padova,2022-02-13,https://www.fidal.it/atleta/DALLA-CORTE-Matteo/eKmRlJWmaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
