10.29,+1.7,1 BA-3,SCUDERI Francesco,77,RM002,G.S. FIAMME AZZURRE,RIETI,2-8
10.30,+1.3,1 BA-2,COLLIO Simone,79,RM056,G.A. FIAMME GIALLE,RIETI,2-8
10.31,+1.1,1 BA-3,SCUDERI,NUORO,9-7
10.32,+1.1,2 BA-3,COLLIO,NUORO,9-7
10.33,+1.7,2 BA-3,RABINO Andrea,78,BO011,C.S. CARABINIERI,RIETI,2-8
10.33,+0.3,4,VERDECCHIA Luca,78,PD131,GS FIAMME ORO PADOVA,RIETI,7-9
10.34,+1.3,2 FI-2,CHECCUCCI Maurizio,74,PD131,GS FIAMME ORO PADOVA,NUORO,9-7
10.34,+1.7,1 FI-2,CHECCUCCI,MALLES,12-7
10.35,+1.1,1,CAVALLARO Alessandro,80,RM056,G.A. FIAMME GIALLE,CATANIA,31-5
10.35,+0.4,4 FI-1,COLLIO,NUORO,9-7
10.37,+0.6,3 BA-1,DONATI Massimiliano,79,RM056,G.A. FIAMME GIALLE,NUORO,9-7
10.37,+0.3,6 SE-2,SCUDERI,ROMA,11-7
10.37,+0.3,5,CAVALLARO,RIETI,7-9
10.38,0.0,6 FI,COLLIO,MILANO,3-6
10.38,+0.1,1 SE-1,SCUDERI,NAPOLI,10-6
10.38,+1.2,1 BA-1,VERDECCHIA,RIETI,2-8
10.39,+1.1,2 BA-2,MARANGON Roberto,78,TO001,CUS TORINO,NUORO,9-7
10.39,+0.4,5 FI-2,SCUDERI,NUORO,9-7
10.39,+2.0,1 BA-2,RABINO,NEMBRO,19-7
10.40,+1.3,2 BA-2,COLOMBO Andrea,74,MI080,ATL. RICCARDI MILANO,RIETI,2-8
10.41,+0.5,1 SE-1,DACASTELLO Stefano,80,RM053,C.S. AERONAUTICA,MONDOVI',24-5
(10),10.41,-0.5,4 BA-1,COLLIO,MILANO,3-6
10.41,-0.7,3 BA-2,SCUDERI,MILANO,3-6
10.41,+1.2,2 BA-1,BELLOTTO Stefano,69,BO011,C.S. CARABINIERI,RIETI,2-8
10.43,+1.0,1 SE-1,SIMONI Luca,77,PD131,GS FIAMME ORO PADOVA,TARVISIO,27-7
10.44,+1.3,3 BA-2,DENTALI Massimiliano,80,BO011,C.S. CARABINIERI,RIETI,2-8
10.48,+1.3,6 BA-2,TEGLIELLI Stefano,78,RM053,C.S. AERONAUTICA,RIETI,2-8
10.49,+0.4,1 BA-15,ANCESCHI Stefano,84,RE128,REGGIO EVENT'S,DONNAS,2-6
10.49,+1.7,4 BA-3,DI GREGORIO Emanuele,80,RM053,C.S. AERONAUTICA,RIETI,2-8
10.52,+1.3,1 FI,BARONE Gaetano,81,BA007,CUS BARI,GROSSETO,13-6
10.53,+1.2,4 BA-1,MONTI Walter,80,PV110,LIBERTAS CENTO TORRI PAVIA,RIETI,2-8
10.54,+1.0,1 SE-1,TORRIERI Marco,78,RM053,C.S. AERONAUTICA,ORISTANO,6-9
10.56,+1.5,1 ex,MORBIDELLI Giorgio,74,RI224,C.S. FORESTALE,RIETI,6-8
(20),10.57,+1.3,3 ex-2,PUGGIONI Giovanni,66,RM056,G.A. FIAMME GIALLE,VALENCIA,24-5
10.58,-1.8,1 SE-1,HOWE Andrew,85,RI223,ATL. STUD. CA.RI.RI,ROMA,24-5
10.59,+1.3,2 FI,GIUDETTI Gabriele,83,TA401,L'AMICO TARANTO AUCHAN,GROSSETO,13-6
10.60,+0.5,4 FI-1,BERARDI Gian Nicola,79,MO052,A.S. LA FRATELLANZA 1874,TA' GALI,3-6
10.60,+1.3,3 FI,MAZZILLI Luciano,82,PV110,LIBERTAS CENTO TORRI PAVIA,GROSSETO,13-6
