10.20,0.0,1 FI,COLLIO Simone,79,RM056,G.A. FIAMME GIALLE,FIRENZE,10-7 .
10.24,0.0,1 FI,COLLIO Simone,NUORO,14-7 .
10.27,+0.7,4 q-10,COLLIO Simone,ATENE,21-8 .
10.28,+1.0,1 FI,FANTONI KABA Koura,84,RM056,GA Fiamme Gialle (Grandatletica),RIETI,11-6
10.29,-0.3,8 SE-1,COLLIO Simone,ROMA,2-7 .
10.29,-0.2,6 QU-5,COLLIO Simone,ATENE,21-8 .
10.30,+0.5,4 FI-1,CHECCUCCI Maurizio,74,PD131,GS FIAMME ORO PADOVA,MALLES,17-7 .
10.32,-1.3,1 SE-1,TORRIERI Marco,78,RM053,C.S. AERONAUTICA,NAPOLI,8-6 .
10.32,0.0,2 BA-2,CHECCUCCI Maurizio,MALLES,17-7 .
10.33,+1.1,3 SE-2,RABINO Andrea,78,BO011,C.S. CARABINIERI,LUGANO,5-6 .
10.34,0.0,1 BA-1,COLLIO Simone,FIRENZE,10-7 .
10.35,+0.2,1  SE-2,COLLIO Simone,STOCCOLMA,27-7 .
10.35,+1.4,1,TORRIERI Marco,AVEZZANO,12-9 .
10.36,+1.0,1 SE-2,RIPARELLI Jacques,83,PD143,CUS PADOVA,PERGINE VALSUGANA,27-6
10.37,-0.3,1 FI,TORRIERI Marco,NERETO,6-8 .
10.38,-0.9,3,COLLIO Simone,MILANO,2-6 .
10.38,+1.1,4 SE-2,CHECCUCCI Maurizio,LUGANO,5-6 .
10.38,-1.3,2,COLLIO Simone,NAPOLI,8-6 .
10.38,+1.7,1 SE-1,SIMONI Luca,77,PD131,GS FIAMME ORO PADOVA,BELLINZONA,16-6 .
10.38,0.0,2 FI,CHECCUCCI Maurizio,NUORO,14-7 .
10.39,+1.2,1 SE-1,CHECCUCCI Maurizio,COMACCHIO,29-5 .
10.39,+0.4,3,CHECCUCCI Maurizio,ROMA,2-7 .
10.39,-1.3,1 BA-1,COLLIO Simone,NUORO,14-7 .
10.41,+0.2,3,COLLIO Simone,MOSCA,29-5 .
10.41,+1.2,2 SE-1,RABINO Andrea,COMACCHIO,29-5 .
10.41,-0.4,1 BA-3,VERDECCHIA Luca,78,PD131,GS FIAMME ORO PADOVA,FIRENZE,10-7 .
10.42,0.0,1 SE-2,FANTONI KABA Koura,SESTRIERE,1-8 .
10.42,+1.2,1 FI,ANCESCHI Stefano,84,RM056,GA Fiamme Gialle (Reggio Event's) BELLINZONA,28-8
10.43,+0.9,1 naz.,RABINO Andrea,LUGANO,5-6 .
10.43,+0.6,1 FI-1,VERDECCHIA Luca,PERGINE VALSUGANA,23-7 .
10.45,+1.6,1 BA-2,SCALPELLI Marco,82,MC004,ATL. AVIS MACERATA,RIETI,11-6
10.45,+1.0,2 FI,MAZZILLI Luciano,82,PV110,LIBERTAS CENTO TORRI PAVIA,RIETI,11-6
10.46,0.0,2 BA-1,DONATI Massimiliano,79,RM056,G.A. FIAMME GIALLE,FIRENZE,10-7 .
10.50,+2.0,1 SE-2,ATTENE Alessandro,81,RM002,G.S. FIAMME AZZURRE,FANO,29-5 .
10.53,+0.5,6 FI-1,ROCCO Alessandro,83,BO011,CS Carabinieri (AS La Fratellanza 1MALLES,17-7
10.54,+1.2,1 BA-9,TEGLIELLI Stefano,78,RM053,CS Aeronautica (S.Atl. M.Pellegrini)PERGINE VALSUGANA,23-7
10.56,-0.3,3 FI,TOMASICCHIO Giovanni,82,BA005,AMATORI ATL. ACQUAVIVA,NERETO,6-8
10.57,-0.4,3 BA-3,DENTALI Massimiliano,80,BO011,CS Carabinieri (G.S. Nylstar),FIRENZE,10-7
10.58,+0.2,1 SE-1,GIUDETTI Gabriele,83,RM053,C.S. AERONAUTICA,ACQUAVIVA DELLE FONT,18-9
10.59,-0.8,2 SE-1,BELLOTTO Stefano,69,BO011,C.S. CARABINIERI,MODENA,15-5 .
10.59,-0.8,6 SE-2,CAVALLARO Alessandro,80,RM056,G.A. FIAMME GIALLE,NAPOLI,8-6 .
10.61,+0.4,1,ALAIMO Aldo Marco,76,PA001,A.S.D. CUS PALERMO,ROMA,25-6
10.63,+0.2,1 FI,BRANCIAROLI Marco,77,PE001,U.S. DILETTANT. ATERNO PESCARANEMBRO,21-7
10.64,-0.2,8,MARANGON Roberto,78,RM053,CS Aeronautica (Cus Torino),TORINO,4-6
10.64,0.0,4 BA-2,BERARDI Gian Nicola,79,MO052,A.S. LA FRATELLANZA 1874,MALLES,17-7
10.64,0.0,1,LOMUSCIO Marco,87,GE002,CUS GENOVA,ALESSANDRIA,24-7
10.67,+0.4,2 SE-1,COLOMBO Andrea,74,MI080,ATL. RICCARDI MILANO,PAVIA,15-5
10.68,+1.6,1 SE-1,MURRONI Nicola,77,NU040,AS DELOGU NUORO,SASSARI,16-6
10.68,+0.4,2,BOTTOS Ivano,72,GO050,ATLETICA GORIZIA FRIULCASSA,ROMA,25-6
10.69,+0.4,1 FI,SINOPOLI Gregory,78,PA354,A.S. DIL. POL. A.P.B.,CATANIA,5-6
10.69,+1.6,3 BA-2,LA NAIA Lorenzo,84,MI080,ATL. RICCARDI MILANO,RIETI,11-6
senza riscontro anemometrico - no wind gauge,"PI 10.01  Mennea Pietro   Città del Messico, 04 09 1979",GRADUATORIE ITALIANE 2004,2004 OUTDOOR ITALIAN LISTS,"(The lists are updated according to the informations received on December 31, 2004)",UOMINI/MEN,(Le graduatorie sono aggiornate con le informazioni ricevute al 31-12-2004)
100 METRI,,10.54,1 FI,DENTALI Massimiliano,80,BO011,CS Carabinieri (G.S. Nylstar),FORLI',5-6
10.57,2 FI,BELLOTTO Stefano,69,BO011,C.S. CARABINIERI,FORLI',5-6 .
10.64,3 FI,BERARDI Gian Nicola,79,MO052,A.S. LA FRATELLANZA 1874,FORLI',5-6
10.69,1 BA-6,ROCCO Alessandro,83,BO011,C.S. CARABINIERI,FORLI',5-6
con vento favorevole superiore ai 2 m/s - wind assisted,10.08,+2.8,1,TORRIERI Marco,78,RM053,C.S. AERONAUTICA,ROMA,26-6 .
10.12,+2.7,1 SE-1,TORRIERI Marco,ROMA,15-5 .
10.14,+2.8,3,COLLIO Simone,79,RM056,G.A. FIAMME GIALLE,ROMA,26-6 .
10.22,+4.4,3 SE-3,DACASTELLO Stefano,80,PV110,LIBERTAS CENTO TORRI PAVIA,DONNAS,20-6
10.24,+3.3,1 SE-2,HOWE Andrew,85,RM053,CS Aeronautica (Atl. Stud. CA.RI.R ROMA,15-5
10.25,+2.8,4,CHECCUCCI Maurizio,74,PD131,GS FIAMME ORO PADOVA,ROMA,26-6 .
10.27,+4.4,4 SE-3,RABINO Andrea,78,BO011,C.S. CARABINIERI,DONNAS,20-6 .
10.30,+4.4,5 SE-3,SIMONI Luca,77,PD131,GS FIAMME ORO PADOVA,DONNAS,20-6 .
10.32,+5.4,1 SE-1,BERARDI Gian Nicola,79,MO052,A.S. LA FRATELLANZA 1874,DONNAS,20-6
10.34,+2.7,2 SE-1,FANTONI KABA Koura,ROMA,15-5
10.34,+3.5,1 SE-1,HOWE Andrew,ROMA,29-5
10.38,+2.8,5,RABINO Andrea,ROMA,26-6 .
10.46,+3.5,2 SE-1,TEGLIELLI Stefano,ROMA,5-6
10.48,+2.7,3 SE-1,MARANGON Roberto,78,RM053,CS Aeronautica (Cus Torino),ROMA,15-5
10.48,+5.4,3 SE-1,PETROGALLI Gianluigi,77,BS181,ATL. BRESCIA 1950,DONNAS,20-6
10.49,+2.2,1 SE-2,DENTALI Massimiliano,80,BO011,CS Carabinieri (G.S. Nylstar),DONNAS,20-6
10.51,+3.3,1 SE-2,BRACIOLA Stefano,75,RM053,C.S. AERONAUTICA,ROMA,15-5
10.52,+2.2,3 SE-3,TENDI Lorenzo,75,PD131,GS FIAMME ORO PADOVA,DONNAS,20-6 .
10.57,+3.3,1 SE-1,QUAINI Davide,79,PV110,LIBERTAS CENTO TORRI PAVIA,DONNAS,2-6
10.58,+2.7,4 SE-1,MARSADRI Marco,81,RM053,C.S. AERONAUTICA,ROMA,15-5
10.59,+2.2,7 BA-1,COLOMBO Andrea,74,MI080,ATL. RICCARDI MILANO,FORT DE FRANCE,24-4
10.59,+2.2,4 SE-2,MONTI Walter,80,PV110,LIBERTAS CENTO TORRI PAVIA,DONNAS,20-6
10.59,+4.6,1 SE-12,ZVANUT Fulvio,81,BZ066,ATHLETIC CLUB 96 ALPIKOM,DONNAS,20-6
10.60,+2.9,1 BA-3,BRANCIAROLI Marco,77,PE001,U.S. DILETTANT. ATERNO PESCARAGIULIANOVA,4-8
10.61,+5.4,4 SE-1,PRA'FLORIANI Enrico,76,PD140,ASSINDUSTRIA SPORT PD,DONNAS,20-6
10.62,+2.5,1 SE-2,D'AGOSTINIS Marco,81,RM052,CS Esercito (Acsi Campidoglio Pal.)ROMA,29-5
10.64,+2.4,1 SE-2,RIVA Sergio,83,BO011,CS Carabinieri (Atl. Legnano),CESANO BOSCONE,29-5
10.64,+3.3,2 SE-1,CIPOLLONE Marco,83,RM052,C.S. Esercito (Cus Torino),DONNAS,2-6
10.64,+2.8,8,GERMANO Lorenzo,75,FI002,ATL. ASICS FIRENZE MARATHON,ROMA,26-6
10.66,+4.6,2 SE-12,VALLET Edoardo,77,PD131,GS FIAMME ORO PADOVA,DONNAS,20-6
10.67,+2.7,5 SE-1,CAPATI Gianluca,74,RM056,G.A. FIAMME GIALLE,ROMA,15-5 .
10.69,+4.4,1 SE-11,FATTORETTO Marco,82,PD140,ASSINDUSTRIA SPORT PD,DONNAS,20-6
10.69,+4.4,2 SE-11,SANTARSIERO Danilo,79,PV110,LIBERTAS CENTO TORRI PAVIA,DONNAS,20-6
10.69,+4.6,3 SE-12,CASATI Sergio,82,MI076,GEAS ATLETICA COOP LOMBARDIADONNAS,20-6
10.69,+2.8,1 PM,FRULLANI William,79,BO011,C.S. Carabinieri (Toscana Atletica) TALLINN,3-7
cronometraggio manuale - hand timing,10.3,+0.6,1 SE-1,TEGLIELLI Stefano,78,RM053,CS Aeronautica (S.Atl. M.Pellegrini)TRENTO,28-8
10.3,1 SE-4,TOMASICCHIO Giovanni,82,BA005,AMATORI ATL. ACQUAVIVA,MOLFETTA,4-9
10.4,1 SE-1,RIVA Sergio,83,BO011,CS Carabinieri (Atl. Legnano),SCHIO,24-4
10.4,+0.6,2 SE-1,QUAINI Davide,79,PV110,LIBERTAS CENTO TORRI PAVIA,TRENTO,28-8
10.4,+0.6,2 SE-1,BELLOTTO Stefano,69,BO011,C.S. CARABINIERI,TRENTO,28-8 .
atleti stranieri,10.07,+0.6,1 BA-1,ALIU Deji,75,CT075,A.S. DIL. SPORT CLUB CATANIA,HERAKLION,4-7
10.37,+2.7,1 FI-1,ALAMOU Souhalia,79,TE049,ATL. VOMANO,PESCARA,26-6
10.43,+2.7,2 FI-1,MATEUS FACHO Inocencio,81,FI001,ASSI BANCA TOSCANA FIRENZE,PESCARA,26-6
10.58,+3.5,3 SE-1,DEJI Musa,80,CE033,ARCA ATL. AVERSA AGRO AVERSA ROMA,29-5
10.64,+3.3,3 SE-1,MAKAJ Arben,67,BS366,POL. ADRENSE,DONNAS,2-6
