10.20,+0.7,2 BA-1,SCUDERI Francesco,77,RM002,G.S. FIAMME AZZURRE,NUORO,11-7
10.21,0.0,1 FI,SCUDERI,NUORO,11-7
10.26,+0.3,1,TORRIERI Marco,78,RM053,CS INTERFORZE AERON.,BRESSANONE,16-6
10.26,+0.5,7,TORRIERI,ROMA,29-6
10.26,+1.1,1,TILLI Stefano,62,MI064,S.S. METANOPOLI,AVEZZANO,19-8
10.27,+1.8,4,CHECCUCCI Maurizio,74,PD131,GS FIAMME ORO,RIETI,2-9
10.29,+1.4,4,TORRIERI,BREMA,23-6
10.32,-1.7,1 SE-1,TORRIERI,ALESSANDRIA,27-5
10.32,-1.7,1 FI,SCUDERI,CATANIA,7-7
10.32,0.0,3 FI,RABINO Andrea,78,BO011,C.S. CARABINIERI,NUORO,11-7
10.32,+1.8,5,SCUDERI,RIETI,2-9
10.33,+0.3,2,RABINO,BRESSANONE,16-6
10.33,+0.1,1 BA-1,RABINO,NUORO,11-7
10.34,+0.7,1 SE-2,TORRIERI,LA SPEZIA,26-5
10.34,0.0,3 FI,COLOMBO Andrea,74,MI064,S.S. METANOPOLI,INGOLSTADT,27-5
10.35,+0.3,3,COLOMBO,BRESSANONE,27-5
10.35,+0.3,4,CHECCUCCI,BRESSANONE,16-6
10.36,+1.6,1 BA-1,COLLIO Simone,79,RM056,G.A. FIAMME GIALLE,BELLINZONA,12-5
10.36,-0.4,1,TILLI,BARLETTA,6-9
10.36,-0.2,1,CHECCUCCI,CASTELFIDARDO,8-9
10.38,-1.7,2 FI,RABINO,CATANIA,7-7
10.38,+0.3,3,CHECCUCCI,PADOVA,26-8
10.39,0.0,5,COLLIO,MADRID,12-5
10.39,-0.1,5 SE-1,SCUDERI,MILANO,6-6
10.39,+0.3,3,CHECCUCCI,ROVERETO,29-8
10.40,+0.9,1 FI,COLLIO,BELLINZONA,12-5
10.40,+0.4,1 BA-1,COLLIO,MILANO,23-6
10.40,+0.3,4,SCUDERI,PADOVA,26-8
10.41,+0.2,6 SE-1,COLOMBO,ROMA,29-6
10.41,+0.3,5,TORRIERI,PADOVA,26-8
10.41,+0.3,4,SCUDERI,ROVERETO,29-8
10.42,+0.9,2 BA-2,COLOMBO,INGOLSTADT,27-5
10.42,-0.3,2,TORRIERI,FORMIA,14-7
10.43,+1.4,1 SE-1,PAGGI Michele,77,BO011,C.S. CARABINIERI,RAVENNA,19-5
10.43,-0.1,6 SE-1,CHECCUCCI,MILANO,6-6
10.43,+0.3,5,SCUDERI,BRESSANONE,16-6
10.43,+0.5,1 FI,COLLIO,MILANO,23-6
10.43,0.0,4 SE-2,TILLI,LINZ,20-8
10.43,+0.9,1 BA-1,CHECCUCCI,CASTELFIDARDO,8-9
10.43,+1.0,1 SE-1,SCUDERI,SULMONA,29-9
10.44,+1.4,2 SE-1,BELLOTTO Stefano,69,BO011,C.S. CARABINIERI,RAVENNA,19-5
10.45,-0.1,8 SE-1,COLLIO,MILANO,6-6
10.45,+0.3,6,COLLIO,BRESSANONE,10-6
10.45,-0.7,4 SF-1,COLOMBO,PECHINO,28-8
10.46,-0.1,1 SE-1,CHECCUCCI,CONEGLIANO V.,19-5
10.46,-0.8,1,TORRIERI,CATANZARO,7-9
10.47,+0.2,8 SE-1,SCUDERI,ROMA,29-6
10.47,-0.5,1 SE-1,TILLI,LIGNANO,21-7
10.48,+0.7,2 SE-2,CHECCUCCI,LA SPEZIA,26-5
10.48,+0.1,1 FI,BELLOTTO,NEMBRO,10-7
10.48,+0.1,1 FI-2,CHECCUCCI,MALLES,14-7
10.48,-1.1,2 FI-1,COLOMBO,LA CHAUX-D-F,19-8
10.49,+0.3,5,TORRIERI,ROVERETO,29-8
10.50,+0.8,1 SE-1,DONATI Massimiliano,79,RM056,G.A. FIAMME GIALLE,RIETI,29-5
(10),10.50,-0.1,1 SE-2,DONATI,MILANO,3-6
100 METRI - 100 metres,"PI  10.01  Mennea Pietro   Città del Messico, 04 09 1979",GRADUATORIE ITALIANE 2001,2001 OUTDOOR ITALIAN LISTS,UOMINI/MEN,,10.50,+1.7,1,CAPATI Gianluca,74,RM056,G.A. FIAMME GIALLE,ROMA,20-6
10.50,+1.8,1 BA-1,GERMANO Lorenzo,75,RM002,G.S. FIAMME AZZURRE,BELLINZONA,29-8
10.50,+1.8,1 BA-3,DI GREGORIO Emanuele,80,RM053,CS INTERFORZE AERON.,ASCOLI PICENO,1-9
10.52,+1.7,2,TEGLIELLI Stefano,78,RM053,CS INTERFORZE AERON.,ROMA,20-6
10.52,+0.6,1 BA-3,CHIAPPERINI Paolo,69,MI080,ATL. RICCARDI MILANO,MILANO,22-6
10.53,0.0,1 BA-2,SIMONI Luca,77,PD131,GS FIAMME ORO,CATANIA,7-7
10.56,0.0,4 FI,VERDECCHIA Luca,78,PD131,GS FIAMME ORO,NUORO,11-7
10.57,+1.4,3 SE-1,CELLARIO Stefano,72,RE128,REGGIO EVENT'S,RAVENNA,19-5
10.60,-0.3,1 SE-1,DENTALI Massimiliano,80,MI090,G.S. NYLSTAR,CHIASSO,20-6
10.61,+0.9,1 SE-1,MORBIDELLI Giorgio,74,RI224,C.S. FORESTALE,PESCARA,28-8
(20),10.62,+1.6,3 FI,BERARDI Gian Nicola,79,SM118,C.A. TRACK & FIELD S.M.,SAN MARINO,30-5
10.65,+1.7,4,TURRI Mirko,81,RM053,CS INTERFORZE AERON.,ROMA,20-6
10.65,+0.1,4 FI,MARSADRI Marco,81,MI064,S.S. METANOPOLI,NEMBRO,10-7
10.65,+0.3,PM,FRULLANI William,79,FI018,TOSCANA ATL GENSAN,AMSTERDAM,12-7
10.65,-0.8,1 SE-2,HOWE Andrew,85,RI223,ATL. STUD. CA.RI.RI,RIETI,6-10
10.67,+1.3,1 BA-1,PUGGIONI Giovanni,66,RM056,G.A. FIAMME GIALLE,NUORO,10-6
10.68,+2.0,2 SE-3,DI DONATO Marco,75,VR784,"I.C. ""M. BENTEGODI""",ROVERETO,6-5
10.69,+1.0,1 SE-1,MANGIALARDI Raffaele,73,BA007,CUS BARI,BOLOGNA,27-5
10.70,-0.1,2 SE-1,MARRAS Giorgio,71,PD131,GS FIAMME ORO,CONEGLIANO V.,19-5
10.71,-0.8,1 BA-1,MADONIA Ezio,66,GE002,C.U.S. GENOVA,BRESCIA,16-6
(30),senza riscontro anemometrico - no wind gauge,10.49,1,VERDECCHIA Luca,78,PD131,GS FIAMME ORO,SAN MARINO,27-6
con vento favorevole superiore ai 2 m/s - wind assisted,10.09,+3.5,1 Q-3,CHECCUCCI Maurizio,74,PD131,GS FIAMME ORO,TUNISI,11-9
10.15,+2.5,2 FI,CHECCUCCI,TUNISI,11-9
10.22,+2.5,4 FI,SCUDERI,TUNISI,11-9
10.25,+2.4,2 Q-2,SCUDERI,TUNISI,11-9
