prestazione,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
3544.0,,PETRENI Samuele,1981,SM,PROSPORT ATL. FIRENZE,32 su- 1,Fano,2005-05-22,https://www.fidal.it/atleta/PETRENI-Samuele/faiRkpKiamw%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3531.0,,PETRENI Samuele,1981,SM,PROSPORT ATL. FIRENZE,22 su- 1,Formia,2005-06-19,https://www.fidal.it/atleta/PETRENI-Samuele/faiRkpKiamw%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3508.0,,CASSANI Ivo,1981,SM,ATL. IMOLA SACMI AVIS,11 su- 1,Forli,2005-05-01,https://www.fidal.it/atleta/CASSANI-Ivo/eqiRkpefamM%3D,https://www.fidal.it/societa/ATL--IMOLA-SACMI-AVIS/BO014
3508.0,,MASERA Umberto,1987,JM,POLISPORT. NOVATLETICA CHIERI,9 su- 1,Torino,2005-07-02,https://www.fidal.it/atleta/MASERA-Umberto/dKiRk5mmcGM%3D,https://www.fidal.it/societa/POLISPORT--NOVATLETICA-CHIERI/TO076
3505.0,,SABLONE Andrea,1981,SM,CUS ATLETICA CHIETI,1 se- 1,Pescara,2005-04-24,https://www.fidal.it/atleta/SABLONE-Andrea/gaiRkpijbWY%3D,https://www.fidal.it/societa/CUS-ATLETICA-CHIETI/CH010
3465.0,,PETRENI Samuele,1981,SM,PROSPORT ATL. FIRENZE,9 se- 1,Firenze,2005-05-01,https://www.fidal.it/atleta/PETRENI-Samuele/faiRkpKiamw%3D,https://www.fidal.it/societa/PROSPORT-ATL--FIRENZE/FI009
3452.0,,PIAZZA Cosimo,1980,SM,NUOVA ATLETICA FIAMMA ARANCA,33 su- 1,Fano,2005-05-22,https://www.fidal.it/atleta/PIAZZA-Cosimo/hqiRkpOhbms%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
3433.0,,PANZAVOLTA Emanuele,1985,PM,EDERA ATL. FORLI,12 su- 1,Forli,2005-05-01,https://www.fidal.it/atleta/PANZAVOLTA-Emanuele/eqiRlJuobGk%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
3428.0,,GULLO Valentino,1980,SM,NUOVA ATLETICA FIAMMA ARANCA,5 su- 1,Reggio Calabria,2005-04-24,https://www.fidal.it/atleta/GULLO-Valentino/hqiRk5elaWY%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
3423.0,,ARNELLI Fabrizio,1987,JM,EDERA ATL. FORLI,13 su- 1,Forli,2005-05-01,https://www.fidal.it/atleta/ARNELLI-Fabrizio/eqiRlJeib2Q%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
3411.0,,FIGLIUOLO Marco,1985,PM,ATLETICA CANAVESANA,12 su- 1,Torino,2005-05-01,https://www.fidal.it/atleta/FIGLIUOLO-Marco/dK6RkpqlbWo%3D,https://www.fidal.it/societa/ATLETICA-CANAVESANA/TO015
3401.0,,ANTINELLI Francesco,1983,PM,A.S.D. USA S.CLUB AVEZZANO,2 se- 1,Pescara,2005-04-24,https://www.fidal.it/atleta/ANTINELLI-Francesco/gaiRkpelcGo%3D,https://www.fidal.it/societa/A-S-D--USA-S-CLUB-AVEZZANO/AQ005
