punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,423.37,7:03.37,e,ROSSI Mattia,1993,AM,ANA ATL.FELTRE,5 su- 1,Saronno,2010-06-26,https://www.fidal.it/atleta/ROSSI-Mattia/eKmRlJSlaWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,426.06,7:06.06,e,ROSSI Mattia,1993,AM,ANA ATL.FELTRE,4 su- 1,Mogliano Veneto,2010-09-18,https://www.fidal.it/atleta/ROSSI-Mattia/eKmRlJSlaWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,440.69,7:20.69,e,PERENZIN Luca,1994,AM,ANA ATL.FELTRE,6 su- 1,Mogliano Veneto,2010-09-18,https://www.fidal.it/atleta/PERENZIN-Luca/eKmRlJOgbWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,370.88,6:10.88,e,POLESANA Federico,1994,AM,ANA ATL.FELTRE,1 su- 1,Saronno,2011-06-11,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,376.12,6:16.12,e,PERCO Emilio,1994,AM,ANA ATL.FELTRE,1 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,377.87,6:17.87,e,POLESANA Federico,1994,AM,ANA ATL.FELTRE,9 se- 2,Rieti,2011-10-02,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,382.63,6:22.63,e,POLESANA Federico,1994,AM,ANA ATL.FELTRE,1 su- 1,Bassano Del Grappa,2011-09-17,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,431.36,7:11.36,e,LIRA Riccardo,1995,AM,ANA ATL.FELTRE,5 su- 1,Bassano Del Grappa,2011-09-17,https://www.fidal.it/atleta/LIRA-Riccardo/eKmRlJOja2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,408.96,6:48.96,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,7 su- 1,Bassano Del Grappa,2012-09-15,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,409.16,6:49.16,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,2 su- 1,Vicenza,2012-05-26,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,391.38,6:31.38,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,3 su- 1,Bassano Del Grappa,2013-09-21,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,394.96,6:34.96,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,6 se- 2,Jesolo,2013-10-05,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,397.66,6:37.66,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,2 su- 1,Vicenza,2013-05-18,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,402.95,6:42.95,e,PIZZOLOTTO Edoardo,1996,AM,ANA ATL.FELTRE,6 su- 1,Trento,2013-06-08,https://www.fidal.it/atleta/PIZZOLOTTO-Edoardo/eKmRlJOnb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,391.87,6:31.87,e,ROSSA Matteo,1998,AM,ANA ATL.FELTRE,1 su- 1,Rosa,2015-09-19,https://www.fidal.it/atleta/ROSSA-Matteo/eKmRlJWoamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,391.89,6:31.89,e,COSTA Edgard,1999,AM,ANA ATL.FELTRE,2 su- 1,Rosa,2015-09-19,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,385.46,6:25.46,e,BONAN Marco,2000,AM,ANA ATL.FELTRE,2 su- 1,Rosa,2016-09-17,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,386.36,6:26.36,e,BONAN Marco,2000,AM,ANA ATL.FELTRE,1 su- 1,Caorle,2016-05-28,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,388.43,6:28.43,e,BONAN Marco,2000,AM,ANA ATL.FELTRE,4 su- 1,Bovolone,2016-10-01,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,388.91,6:28.91,e,BONAN Marco,2000,AM,ANA ATL.FELTRE,15 se- 3,Jesolo,2016-06-17,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
