prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
15.39,-1.8,15.39,e,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,2 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
15.45,,15.2,m,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,1 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
15.53,-1.1,15.53,e,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,2 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
15.88,-1.4,15.88,e,BENCOSME DE LEON Jose reynaldo,1992,CM,A.S.D ATLETICA CUNEO,3 fi- 2,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/BENCOSME-DE-LEON-Jose-reynaldo/dKiRk5mnaGU%3D,https://www.fidal.it/societa/A-S-D-ATLETICA-CUNEO/CN013
16.55,,16.3,m,PAOLUZZI Roberto,1993,CM,ATL.CAPANNE PRO LOCO,1 se- 1,Terni,2007-10-20,https://www.fidal.it/atleta/PAOLUZZI-Roberto/fqiRk5qhaWs%3D,https://www.fidal.it/societa/ATL-CAPANNE-PRO-LOCO/PG014
16.58,-1.8,16.58,e,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,3 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
16.62,-1.1,16.62,e,BERLESE Nicola,1992,CM,ATLETICA BRUGNERA FRIULINTAGLI,4 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/BERLESE-Nicola/eaqRkpmkbGQ%3D,https://www.fidal.it/societa/ATLETICA-BRUGNERA-FRIULINTAGLI/PN039
17.3,-0.0,17.30,e,OLMETTO Emanuele,1992,CM,SS ATL ORISTANO,3 su- 1,Sassari,2007-04-29,https://www.fidal.it/atleta/OLMETTO-Emanuele/iKiSmZamaGw%3D,https://www.fidal.it/societa/SS-ATL-ORISTANO/OR030
17.3,-1.5,17.30,e,FELLINE Francesco,1992,CM,ATL. RIGOLETTO,3 ba- 5,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/FELLINE-Francesco/dqiSl5Slamw%3D,https://www.fidal.it/societa/ATL--RIGOLETTO/MN406
17.4,,17.40,e,AVELLA Antonio,1992,CM,A.S.D.HINNA ARCHEOATL. VESUVIO,3 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/AVELLA-Antonio/gKiRlpOgbGQ%3D,https://www.fidal.it/societa/A-S-D-HINNA-ARCHEOATL--VESUVIO/NA063
17.42,-1.4,17.42,e,MURGIA Mattia,1992,CM,G.S. TRILACUM,3 ba- 6,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/MURGIA-Mattia/d6iRkpuocWk%3D,https://www.fidal.it/societa/G-S--TRILACUM/TN524
17.54,-1.8,17.54,e,RE Emanuele,1992,CM,ATLETICA  OSIMO,4 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/RE-Emanuele/e6iRk5OocWQ%3D,https://www.fidal.it/societa/ATLETICA-OSIMO/AN001
18.45,,18.2,m,CECOLIN Federico,1992,CM,ATLETICA UDINESE MALIGNANI,6 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/CECOLIN-Federico/eayRkpuib2g%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
18.75,,18.5,m,PARLANTE Marco,1992,CM,MARATHON U.O.E.I. TRIESTE,8 se- 1,Udine,2007-05-23,https://www.fidal.it/atleta/PARLANTE-Marco/eauRkpmhbWQ%3D,https://www.fidal.it/societa/MARATHON-U-O-E-I--TRIESTE/TS044
18.8,,18.80,e,MANNIELLO Giuseppe,1992,CM,ASD CSAAS AMAT. ATL. SORRENTO,6 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/MANNIELLO-Giuseppe/gKiRlpKmcWs%3D,https://www.fidal.it/societa/ASD-CSAAS-AMAT--ATL--SORRENTO/NA370
18.85,,18.6,m,RUNCINO Riccardo,1992,CM,A.S.D.  C.U.S. GENOVA,3 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/RUNCINO-Riccardo/daiRk5aia2s%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
18.95,,18.7,m,MITI Filippo,1992,CM,EDERA ATL. FORLI,1 se- 1,Forli,2007-04-28,https://www.fidal.it/atleta/MITI-Filippo/eqiRlZanbGU%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
18.95,,18.7,m,TELLARINI Devis,1992,CM,ATL. LUGO,2 se- 1,Ravenna,2007-05-02,https://www.fidal.it/atleta/TELLARINI-Devis/eqiRlpKjamU%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
18.95,,18.7,m,ORRU' Francesco,1992,CM,SS SULCIS MAB SERVICE,4 se- 2,Sanluri,2007-05-08,https://www.fidal.it/atleta/ORRU-Francesco/iKiSmZWicWo%3D,https://www.fidal.it/societa/SS-SULCIS-MAB-SERVICE/CA129
18.95,,18.7,m,CECOLIN Federico,1992,CM,ATLETICA UDINESE MALIGNANI,4 su- 1,Udine,2007-05-15,https://www.fidal.it/atleta/CECOLIN-Federico/eayRkpuib2g%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
19.09,,19.09,e,MRABET Amine,1992,CM,ATLETICA LIVORNO,1 se- 2,Grosseto,2007-05-16,https://www.fidal.it/atleta/MRABET-Amine/faiSkpSjbmQ%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
19.1,,19.10,e,SPAGGIARI Gianluca,1992,CM,SINTOFARM ATLETICA,5 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/SPAGGIARI-Gianluca/eqiRlZqgcGQ%3D,https://www.fidal.it/societa/SINTOFARM-ATLETICA/RE107
19.2,+0.4,19.20,e,ORRU' Francesco,1992,CM,SS SULCIS MAB SERVICE,2 su- 1,Oristano,2007-04-15,https://www.fidal.it/atleta/ORRU-Francesco/iKiSmZWicWo%3D,https://www.fidal.it/societa/SS-SULCIS-MAB-SERVICE/CA129
19.41,,19.41,e,PICA Gian marco,1992,CM,ATL. STUDENTESCA CA.RI.RI,5 se- 1,Ostia,2007-05-16,https://www.fidal.it/atleta/PICA-Gian-marco/f6iRmJaibmM%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
19.65,,19.4,m,MRABET Amine,1992,CM,ATLETICA LIVORNO,2 se- 2,Piombino,2007-04-20,https://www.fidal.it/atleta/MRABET-Amine/faiSkpSjbmQ%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
19.74,,19.74,e,MITI Filippo,1992,CM,EDERA ATL. FORLI,7 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/MITI-Filippo/eqiRlZanbGU%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
19.95,,19.7,m,IDDA Pier francesco,1992,CM,SS GYMNASIUM ATL ALGHERO,3 se- 1,Sanluri,2007-05-08,https://www.fidal.it/atleta/IDDA-Pier-francesco/iKiSmZmgb2s%3D,https://www.fidal.it/societa/SS-GYMNASIUM-ATL-ALGHERO/SS067
20.05,,19.8,m,SONNIFERO Luigi,1992,CM,A.S. 'FOCE' SANREMO,1 se- 1,Camporosso,2007-04-18,https://www.fidal.it/atleta/SONNIFERO-Luigi/daiUlpOjcWs%3D,https://www.fidal.it/societa/A-S--FOCE-SANREMO/IM030
20.25,,20.0,m,SONNIFERO Luigi,1992,CM,A.S. 'FOCE' SANREMO,4 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/SONNIFERO-Luigi/daiUlpOjcWs%3D,https://www.fidal.it/societa/A-S--FOCE-SANREMO/IM030
20.28,-1.4,20.28,e,ANNOVAZZI Davide,1992,CM,ATLETICA PONT DONNAS,6 ba- 1,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/ANNOVAZZI-Davide/jKiRlJSoa2w%3D,https://www.fidal.it/societa/ATLETICA-PONT-DONNAS/AO002
20.35,,20.1,m,BORTOLATO Elia,1992,CM,POLISPORTIVA DEL TARVISIANO,6 su- 1,Udine,2007-05-15,https://www.fidal.it/atleta/BORTOLATO-Elia/eayRk5OkcGQ%3D,https://www.fidal.it/societa/POLISPORTIVA-DEL-TARVISIANO/UD112
20.91,,20.91,e,CELLAROSI Carlomaria,1992,CM,ATL. LIB. RIMINI,8 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/CELLAROSI-Carlomaria/eqiRlpSgbmM%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
20.95,,20.7,m,PIQUEREDDU Antonio,1992,CM,AS DELOGU NUORO,3 se- 3,Sanluri,2007-05-08,https://www.fidal.it/atleta/PIQUEREDDU-Antonio/iKiRlJSobmM%3D,https://www.fidal.it/societa/AS-DELOGU-NUORO/NU040
21.05,,20.8,m,VADALA' Roberto,1992,CM,AICS ATLETICA STADIO,4 se- 1,Reggio Calabria,2007-05-04,https://www.fidal.it/atleta/VADALA-Roberto/hqiRk5ioams%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
21.55,,21.3,m,REBOLI Giorgio,1992,CM,POL. ARENZANO SEZ. ATLETICA,5 se- 1,Genova,2007-05-17,https://www.fidal.it/atleta/REBOLI-Giorgio/daiUlpSkbGc%3D,https://www.fidal.it/societa/POL--ARENZANO-SEZ--ATLETICA/GE007
21.7,,21.70,e,LEMBO Enrico,1992,CM,ASD MONTEMILETTO TEAM RUNNERS,12 su- 1,San Marcellino,2007-05-18,https://www.fidal.it/atleta/LEMBO-Enrico/gKiRlZqicWU%3D,https://www.fidal.it/societa/ASD-MONTEMILETTO-TEAM-RUNNERS/AV011
21.85,,21.6,m,VADALA' Roberto,1992,CM,AICS ATLETICA STADIO,3 se- 1,Reggio Calabria,2007-04-20,https://www.fidal.it/atleta/VADALA-Roberto/hqiRk5ioams%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
23.05,,22.8,m,PELLONI Enrico,1992,CM,S.G. PERSICETANA,4 se- 1,Bologna,2007-05-03,https://www.fidal.it/atleta/PELLONI-Enrico/eqiRlpOlbGU%3D,https://www.fidal.it/societa/S-G--PERSICETANA/BO437
13.82,+0.5,13.82,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 su- 1,Rieti,2007-06-06,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
13.92,+0.8,13.92,e,LUCCHI CASADEI Nicola,1990,AM,ATL. ENDAS  CESENA,1 fi- 1,Cesenatico,2007-10-06,https://www.fidal.it/atleta/LUCCHI-CASADEI-Nicola/eqiRlZSnb2U%3D,https://www.fidal.it/societa/ATL--ENDAS-CESENA/FC049
14.01,,14.01,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,2 ba- 2,Belgrado,2007-07-23,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.04,+1.1,14.04,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.05,+0.6,14.05,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,5 fi- 1,Belgrado,2007-07-25,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.14,-1.1,14.14,e,LUCCHI CASADEI Nicola,1990,AM,ATL. ENDAS  CESENA,1 su- 1,Scandiano,2007-09-29,https://www.fidal.it/atleta/LUCCHI-CASADEI-Nicola/eqiRlZSnb2U%3D,https://www.fidal.it/societa/ATL--ENDAS-CESENA/FC049
14.28,+1.5,14.28,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 se- 3,Alessandria,2007-05-01,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.29,+0.2,14.29,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 ba- 2,Osimo,2007-06-23,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.3,+0.8,14.30,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,2 fi- 1,Cesenatico,2007-10-06,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.31,+0.7,14.31,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,1 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.33,+0.4,14.33,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 se- 1,Modena,2007-04-25,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.33,+2.9,14.33,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,1 se- 1,Imola,2007-05-12,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.33,-0.8,14.33,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,2 se- 2,Ostrava,2007-07-12,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.33,+0.8,14.33,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,3 fi- 1,Cesenatico,2007-10-06,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.35,-0.9,14.35,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,1 ba- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.37,+2.4,14.37,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,1 se- 2,Roma,2007-06-09,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.38,-2.1,14.38,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,3 se- 4,Merignac,2007-06-25,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.39,+1.1,14.39,e,LUCCHI CASADEI Nicola,1990,AM,ATL. ENDAS  CESENA,2 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/LUCCHI-CASADEI-Nicola/eqiRlZSnb2U%3D,https://www.fidal.it/societa/ATL--ENDAS-CESENA/FC049
14.39,-3.4,14.39,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 fi- 1,Osimo,2007-06-23,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.4,-0.3,14.40,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,1 su- 1,Genova,2007-05-12,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.4,-0.5,14.40,e,LUCCHI CASADEI Nicola,1990,AM,ATL. ENDAS  CESENA,1 ba- 1,Cesenatico,2007-10-06,https://www.fidal.it/atleta/LUCCHI-CASADEI-Nicola/eqiRlZSnb2U%3D,https://www.fidal.it/societa/ATL--ENDAS-CESENA/FC049
14.44,-0.9,14.44,e,MANTOVANI Giovanni,1990,AM,SPORT ATL. FERMO,1 se- 1,Macerata,2007-05-12,https://www.fidal.it/atleta/MANTOVANI-Giovanni/e6iRk5elcGQ%3D,https://www.fidal.it/societa/SPORT-ATL--FERMO/FM003
14.45,+0.0,14.45,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,1 se- 1,Aosta,2007-07-08,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.47,-0.9,14.47,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,2 ba- 2,Cesenatico,2007-10-06,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.52,+1.5,14.52,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,2 se- 3,Alessandria,2007-05-01,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
14.52,-1.1,14.52,e,CALVI Michele,1990,AM,G.S.SELF ATL. MONTANARI GRUZZA,2 su- 1,Scandiano,2007-09-29,https://www.fidal.it/atleta/CALVI-Michele/eqiRlZWkb2c%3D,https://www.fidal.it/societa/G-S-SELF-ATL--MONTANARI-GRUZZA/RE105
14.53,+0.2,14.53,e,DEVARTI Samuele,1990,AM,A.S.D.  C.U.S. GENOVA,2 ba- 2,Osimo,2007-06-23,https://www.fidal.it/atleta/DEVARTI-Samuele/daiUlpWlaWU%3D,https://www.fidal.it/societa/A-S-D--C-U-S--GENOVA/GE002
