prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
11.25,,11.0,m,DISIMINE Davide,1994,CM,ATLETICA MATERANA MT,1 su- 1,Matera,2008-03-01,https://www.fidal.it/atleta/DISIMINE-Davide/hamRkpKfbGg%3D,https://www.fidal.it/societa/ATLETICA-MATERANA-MT/MT025
11.65,,11.4,m,CHINDAMO Antonio davide,1993,CM,ICARO,1 su- 1,Reggio Calabria,2008-02-16,https://www.fidal.it/atleta/CHINDAMO-Antonio-davide/hqiRk5anbWs%3D,https://www.fidal.it/societa/ICARO/RC313
11.45,,11.2,m,MASELLI Giacomo,1994,CM,ATLETICA GIOVANILE ACQUAVIVA,1 se- 1,Bari,2009-02-08,https://www.fidal.it/atleta/MASELLI-Giacomo/hKiSmpmha2c%3D,https://www.fidal.it/societa/ATLETICA-GIOVANILE-ACQUAVIVA/BA023
12.15,,11.9,m,D'ANGELO Giovanni,1994,CM,A.S.D. ATLETICA SAN SEVERO,1 se- 1,Bari,2009-02-01,https://www.fidal.it/atleta/D-ANGELO-Giovanni/hKiSmpelamU%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-SAN-SEVERO/FG282
10.05,,9.8,m,CHILA' Gabriele,1997,CM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Reggio Calabria,2012-02-14,https://www.fidal.it/atleta/CHILA-Gabriele/hqiRk5mgbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
10.85,,10.6,m,GIULIANO Gianluca,1998,CM,A.S.D. TRINACRIA SPORT,1 su- 1,Valguarnera,2012-01-29,https://www.fidal.it/atleta/GIULIANO-Gianluca/h6iRlpSfamU%3D,https://www.fidal.it/societa/A-S-D--TRINACRIA-SPORT/SR100
9.04,,9.04,e,MANNA Maria concetta,1990,PF,A.S.D. PRO SPORT 85 VALGUARN.,1 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/MANNA-Maria-concetta/h6iRlZakcWg%3D,https://www.fidal.it/societa/A-S-D--PRO-SPORT-85-VALGUARN-/EN095
9.33,,9.33,e,CANNAVO' Alessandra,1990,PF,A.S.D. GIOADVENTURES G.A.M.E.,2 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/CANNAVO-Alessandra/h6iRlpOhaWQ%3D,https://www.fidal.it/societa/A-S-D--GIOADVENTURES-G-A-M-E-/CT324
9.45,,9.2,m,MANNA Maria concetta,1990,PF,A.S.D. PRO SPORT 85 VALGUARN.,1 su- 1,Valguarnera,2012-01-29,https://www.fidal.it/atleta/MANNA-Maria-concetta/h6iRlZakcWg%3D,https://www.fidal.it/societa/A-S-D--PRO-SPORT-85-VALGUARN-/EN095
9.77,,9.77,e,SPITALE Stefania lucia,1994,JF,A.S. DIL. CATANIA 2000,3 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/SPITALE-Stefania-lucia/h6iRlpOgbWo%3D,https://www.fidal.it/societa/A-S--DIL--CATANIA-2000/CT101
9.0,,9.00,e,CELLAMARE Antonio,1998,CM,ATHLETIC TEAM BARLETTA,1 se- 1,Acquaviva Delle Fonti,2013-01-27,https://www.fidal.it/atleta/CELLAMARE-Antonio/hKiSmpWgaWk%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
9.15,,8.9,m,PASCONE Ernesto,1999,CM,BRAMATLETICA REGGINA,1 su- 1,Reggio Calabria,2014-02-08,https://www.fidal.it/atleta/PASCONE-Ernesto/hquRkpKia2Y%3D,https://www.fidal.it/societa/BRAMATLETICA-REGGINA/RC346
9.45,,9.2,m,SCAVUZZO Pietro paolo,2000,CM,A.S.D. PRO SPORT 85 VALGUARN.,1 su- 1,Valguarnera,2014-03-16,https://www.fidal.it/atleta/SCAVUZZO-Pietro-paolo/h6yRkpKga2g%3D,https://www.fidal.it/societa/A-S-D--PRO-SPORT-85-VALGUARN-/EN095
9.1,,9.10,e,PUPPO Andrea,2000,CM,AMATORI ATLETICA TRIGGIANO,1 se- 2,Bari,2015-01-31,https://www.fidal.it/atleta/PUPPO-Andrea/hKmRkpShbWg%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
9.41,,9.41,e,LIBECCIO Fabio,2000,CM,ASD ATHLETIC&WALKING SALENTO,1 se- 1,Bari,2015-01-31,https://www.fidal.it/atleta/LIBECCIO-Fabio/hamRkpOiaGM%3D,https://www.fidal.it/societa/ASD-ATHLETIC&WALKING-SALENTO/LE640
9.7,,9.70,e,BORRACCINO Giovanni,2000,CM,ATHLETIC TEAM BARLETTA,2 se- 1,Bari,2015-01-31,https://www.fidal.it/atleta/BORRACCINO-Giovanni/hKmRkpWgbGQ%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
9.75,,9.75,e,EPICOCO Andrea,2000,CM,AMATORI ATLETICA TRIGGIANO,2 se- 2,Bari,2015-01-31,https://www.fidal.it/atleta/EPICOCO-Andrea/hKmRkpafbmo%3D,https://www.fidal.it/societa/AMATORI-ATLETICA-TRIGGIANO/BA545
