prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
10.15,,9.9,m,SPANO Gennaro,1993,AM,CUS BARI,1 su- 1,Bari,2009-02-08,https://www.fidal.it/atleta/SPANO-Gennaro/hKiSmpmgams%3D,https://www.fidal.it/societa/CUS-BARI/BA007
8.44,,8.44,e,MOLA Vincenzo francesco,1997,AM,U.S. GIOVANI ATLETI BARI,1 se- 1,Bari,2013-02-10,https://www.fidal.it/atleta/MOLA-Vincenzo-francesco/hKiSmpWgcGM%3D,https://www.fidal.it/societa/U-S--GIOVANI-ATLETI-BARI/BA006
9.16,,9.16,e,MOLA Vincenzo francesco,1997,AM,U.S. GIOVANI ATLETI BARI,1 se- 1,Acquaviva Delle Fonti,2013-01-27,https://www.fidal.it/atleta/MOLA-Vincenzo-francesco/hKiSmpWgcGM%3D,https://www.fidal.it/societa/U-S--GIOVANI-ATLETI-BARI/BA006
9.17,,9.17,e,ORLANDINI Luigi,1997,AM,A.S. ATLETICA TRICASE,2 se- 1,Bari,2013-02-10,https://www.fidal.it/atleta/ORLANDINI-Luigi/hKyRkpOhcWw%3D,https://www.fidal.it/societa/A-S--ATLETICA-TRICASE/LE602
10.35,,10.1,m,SIOTTO Raffaele,2002,AM,CIRC SPORT DIL ATL AMATORI,1 su- 1,Nuoro,2018-03-04,https://www.fidal.it/atleta/SIOTTO-Raffaele/iKqRkpOlcWc%3D,https://www.fidal.it/societa/CIRC-SPORT-DIL-ATL-AMATORI/NU147
11.15,,10.9,m,TICCA Mattia,2002,AM,ASD ATLETICA SPORT E' VITA,2 su- 1,Nuoro,2018-03-04,https://www.fidal.it/atleta/TICCA-Mattia/iKqRkpSjaGc%3D,https://www.fidal.it/societa/ASD-ATLETICA-SPORT-E-VITA/NU233
8.38,,8.38,e,ZANGRILLO Luca,2004,AM,SSD FORMIA ATL. LEGGERA A R.L.,1 su- 1,Roma,2021-01-30,https://www.fidal.it/atleta/ZANGRILLO-Luca/f6qRkpSmbmc%3D,https://www.fidal.it/societa/SSD-FORMIA-ATL--LEGGERA-A-R-L-/LT302
8.54,,8.54,e,LISE Lorenzo giulio,2004,AM,ACSI CAMPIDOGLIO PALATINO,2 su- 1,Roma,2021-01-30,https://www.fidal.it/atleta/LISE-Lorenzo-giulio/f6yRlJWmamc%3D,https://www.fidal.it/societa/ACSI-CAMPIDOGLIO-PALATINO/RM046
8.84,,8.84,e,VICERE' Vincenzo,2004,AM,LIBERTAS AMATORI ATLETICA LEGG,1 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/VICERE-Vincenzo/gKqRkpOjbmg%3D,https://www.fidal.it/societa/LIBERTAS-AMATORI-ATLETICA-LEGG/BN800
8.88,,8.88,e,AGRILLO Filippo,2005,AM,FIAMME GIALLE G. SIMONI,2 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/AGRILLO-Filippo/f6yRlJOmbWs%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
