prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
17.4,+1.2,17.40,e,DE PRETIS Sergio emilio,1954,SM60,ATL. AMBROSIANA,1 su- 1,Bellinzona,2014-09-13,https://www.fidal.it/atleta/DE-PRETIS-Sergio-emilio/dq2Rl5Ofbmc%3D,https://www.fidal.it/societa/ATL--AMBROSIANA/MI189
17.9,-2.0,17.90,e,DE PRETIS Sergio emilio,1954,SM60,ATL. AMBROSIANA,2 su- 1,Busto Arsizio,2014-07-12,https://www.fidal.it/atleta/DE-PRETIS-Sergio-emilio/dq2Rl5Ofbmc%3D,https://www.fidal.it/societa/ATL--AMBROSIANA/MI189
18.13,+0.4,18.13,e,DE PRETIS Sergio emilio,1954,SM60,ATL. AMBROSIANA,1 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/DE-PRETIS-Sergio-emilio/dq2Rl5Ofbmc%3D,https://www.fidal.it/societa/ATL--AMBROSIANA/MI189
18.16,+0.7,18.16,e,MONTARULI Antonio,1948,SM65,ROAD RUNNERS CLUB MILANO,2 su- 1,Izmir,2014-08-29,https://www.fidal.it/atleta/MONTARULI-Antonio/dqiRlJSkcGU%3D,https://www.fidal.it/societa/ROAD-RUNNERS-CLUB-MILANO/MI265
18.2,+0.6,18.20,e,DE PRETIS Sergio emilio,1954,SM60,ATL. AMBROSIANA,1 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/DE-PRETIS-Sergio-emilio/dq2Rl5Ofbmc%3D,https://www.fidal.it/societa/ATL--AMBROSIANA/MI189
18.42,+1.8,18.42,e,RONSINI Piero,1954,SM60,GIOVANNI SCAVO 2000 ATL.,1 su- 1,Roma,2014-07-12,https://www.fidal.it/atleta/RONSINI-Piero/f6yRk5agb2g%3D,https://www.fidal.it/societa/GIOVANNI-SCAVO-2000-ATL-/RM106
19.01,-2.2,19.01,e,MONTARULI Antonio,1948,SM65,ROAD RUNNERS CLUB MILANO,1 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/MONTARULI-Antonio/dqiRlJSkcGU%3D,https://www.fidal.it/societa/ROAD-RUNNERS-CLUB-MILANO/MI265
19.49,-2.2,19.49,e,ANGELINI Mauro,1946,SM65,ATLETICA ALMA JUVENTUS FANO,2 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/ANGELINI-Mauro/e6iRk5ijbWc%3D,https://www.fidal.it/societa/ATLETICA-ALMA-JUVENTUS-FANO/PU020
19.58,-2.0,19.58,e,MONTARULI Antonio,1948,SM65,ROAD RUNNERS CLUB MILANO,3 su- 1,Busto Arsizio,2014-07-12,https://www.fidal.it/atleta/MONTARULI-Antonio/dqiRlJSkcGU%3D,https://www.fidal.it/societa/ROAD-RUNNERS-CLUB-MILANO/MI265
19.74,+0.6,19.74,e,ANGELINI Mauro,1946,SM65,ATLETICA ALMA JUVENTUS FANO,1 se- 2,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/ANGELINI-Mauro/e6iRk5ijbWc%3D,https://www.fidal.it/societa/ATLETICA-ALMA-JUVENTUS-FANO/PU020
20.35,-2.2,20.35,e,FALLI Alfredo,1945,SM65,ASSI GIGLIO ROSSO FIRENZE,3 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/FALLI-Alfredo/faiRm5ulbWc%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
20.59,+0.4,20.59,e,NAPOLI Roberto,1954,SM60,A.S.D. OLIMPUS KERKENT RUNNERS,2 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/NAPOLI-Roberto/h6mRkpKfbWs%3D,https://www.fidal.it/societa/A-S-D--OLIMPUS-KERKENT-RUNNERS/AG228
20.85,+0.4,20.85,e,SOFFIENTINI Virginio,1953,SM60,ATL. VIRTUS CASTENEDOLO,3 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/SOFFIENTINI-Virginio/dqiRlZulaWY%3D,https://www.fidal.it/societa/ATL--VIRTUS-CASTENEDOLO/BS575
20.89,+1.7,20.89,e,FIACCHI Pietro,1953,SM60,A.S. LA FRATELLANZA 1874,1 su- 1,Bologna,2014-09-13,https://www.fidal.it/atleta/FIACCHI-Pietro/eqiRlZKlbWc%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
21.03,+0.6,21.03,e,FIACCHI Pietro,1953,SM60,A.S. LA FRATELLANZA 1874,2 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/FIACCHI-Pietro/eqiRlZKlbWc%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
21.13,+0.6,21.13,e,CALTABIANO Franco,1950,SM60,ROAD RUNNERS CLUB MILANO,3 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/CALTABIANO-Franco/dqiRk5mocGk%3D,https://www.fidal.it/societa/ROAD-RUNNERS-CLUB-MILANO/MI265
21.15,,20.9,m,DI MEGLIO Franco,1948,SM65,ATLETICA POSILLIPO,1 su- 1,Salerno,2014-09-13,https://www.fidal.it/atleta/DI-MEGLIO-Franco/gKiRlJanbGs%3D,https://www.fidal.it/societa/ATLETICA-POSILLIPO/NA983
21.28,+0.4,21.28,e,MONTI Gabriele,1954,SM60,EDERA ATL. FORLI,4 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/MONTI-Gabriele/eqiRkpunbGw%3D,https://www.fidal.it/societa/EDERA-ATL--FORLI/FC038
21.36,-2.0,21.36,e,SOFFIENTINI Virginio,1953,SM60,ATL. VIRTUS CASTENEDOLO,4 su- 1,Busto Arsizio,2014-07-12,https://www.fidal.it/atleta/SOFFIENTINI-Virginio/dqiRlZulaWY%3D,https://www.fidal.it/societa/ATL--VIRTUS-CASTENEDOLO/BS575
21.54,+0.4,21.54,e,POVERO Francesco,1954,SM60,S.S. VITTORIO ALFIERI ASTI,5 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/POVERO-Francesco/dKuRk5akbmg%3D,https://www.fidal.it/societa/S-S--VITTORIO-ALFIERI-ASTI/AT001
21.76,+0.6,21.76,e,CURTOLO Piergiorgio,1948,SM65,ATL.BIOTEKNA MARCON,2 se- 2,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/CURTOLO-Piergiorgio/eKiRkpuocWg%3D,https://www.fidal.it/societa/ATL-BIOTEKNA-MARCON/VE471
22.01,+1.2,22.01,e,FALLI Alfredo,1945,SM65,ASSI GIGLIO ROSSO FIRENZE,1 su- 1,Firenze,2014-10-04,https://www.fidal.it/atleta/FALLI-Alfredo/faiRm5ulbWc%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
22.08,+0.6,22.08,e,PASCUCCI Oddino,1946,SM65,A.S.ATLETICA FALCONARA,3 se- 2,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/PASCUCCI-Oddino/e6mRkpKlbGQ%3D,https://www.fidal.it/societa/A-S-ATLETICA-FALCONARA/AN003
23.38,+0.4,23.38,e,TURANI Mariano,1954,SM60,ATL. LECCO-COLOMBO COSTRUZ.,6 se- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/TURANI-Mariano/dquRkpWha2Y%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
