tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
1:01.82,,MOBILIO Gaetano,1992,CM,A.S.D. U.I.S.P. INVICTA,1 se- 2,Catania,2007-04-28,https://www.fidal.it/atleta/MOBILIO-Gaetano/h6iRlZulbWQ%3D,https://www.fidal.it/societa/A-S-D--U-I-S-P--INVICTA/CT240
1:09.60,,OLMETTO Emanuele,1992,CM,SS ATL ORISTANO,3 su- 1,Oristano,2007-04-15,https://www.fidal.it/atleta/OLMETTO-Emanuele/iKiSmZamaGw%3D,https://www.fidal.it/societa/SS-ATL-ORISTANO/OR030
1:12.10,,GERRATANA Giuseppe,1992,CM,A.S. DIL. LIB. RUNNING MODICA,3 se- 2,Catania,2007-04-28,https://www.fidal.it/atleta/GERRATANA-Giuseppe/h6iRlpakcGs%3D,https://www.fidal.it/societa/A-S--DIL--LIB--RUNNING-MODICA/RG444
53.82,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 1,Osimo,2007-06-23,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.15,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.2,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 2,Statte,2007-09-30,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.37,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 su- 1,Bari,2007-05-27,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.60,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 1,Salerno,2007-09-09,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.78,,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Vicenza,2007-09-16,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
54.98,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 ba- 4,Cesenatico,2007-10-07,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
55.20,,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Reggio Calabria,2007-07-07,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.20,,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Rieti,2007-07-18,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
55.29,,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Rossano Veneto,2007-09-09,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
55.35,,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Roma,2007-09-30,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
55.42,,CARGNELLI Manuel,1990,AM,TREVISATLETICA,2 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
55.50,,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,3 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
55.55,,FIORINI Enrico,1991,AM,C.U.S. BOLOGNA,1 su- 1,Scandiano,2007-09-30,https://www.fidal.it/atleta/FIORINI-Enrico/eqiRlpOhbmg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
55.55,,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,4 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.61,,DE MEZZA Cesare,1990,AM,ATL.  CENTO TORRI PAVIA,1 se- 2,Busto Arsizio,2007-06-10,https://www.fidal.it/atleta/DE-MEZZA-Cesare/dq2Rk5Oja2w%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
55.61,,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Isernia,2007-06-24,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.80,,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,1 se- 1,Salerno,2007-05-27,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
55.82,,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 su- 1,Molfetta,2007-05-13,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
55.87,,FIORINI Enrico,1991,AM,C.U.S. BOLOGNA,1 su- 1,Pergine Borgo,2007-09-16,https://www.fidal.it/atleta/FIORINI-Enrico/eqiRlpOhbmg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
55.98,,PICCOLO Davide,1991,AM,C.U.S. BOLOGNA,2 ba- 4,Cesenatico,2007-10-07,https://www.fidal.it/atleta/PICCOLO-Davide/eqiRlpihcGs%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
56.00,,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,5 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
56.02,,ZENONI Giacomo,1990,AM,ATL. BERGAMO 1959 CREBERG,1 se- 1,Clusone,2007-06-30,https://www.fidal.it/atleta/ZENONI-Giacomo/dqmRlpqlb2g%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
56.06,,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Cosenza,2007-05-27,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
56.16,,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,2 se- 1,Salerno,2007-09-09,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
56.21,,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Piombino Dese,2007-04-14,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
56.22,,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Rieti,2007-04-29,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
