prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
14.85,-2.0,14.85,e,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 sf- 1,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
15.08,+0.4,15.08,e,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 se- 1,Grosseto,2007-05-16,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
15.1,-2.3,15.10,e,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 ba- 4,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
15.35,,15.1,m,NERI Maria chiara,1992,CF,ATL. LUGO,1 se- 1,Ravenna,2007-05-02,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
15.57,+0.4,15.57,e,FARINOLA Beatrice,1992,CF,CIRC.GIOV.SOLVAY ATL.ROSIGNANO,3 se- 1,Grosseto,2007-05-16,https://www.fidal.it/atleta/FARINOLA-Beatrice/faiSkpejb2o%3D,https://www.fidal.it/societa/CIRC-GIOV-SOLVAY-ATL-ROSIGNANO/LI332
15.62,-1.1,15.62,e,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,6 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
15.65,,15.4,m,FARINOLA Beatrice,1992,CF,CIRC.GIOV.SOLVAY ATL.ROSIGNANO,1 se- 2,Piombino,2007-04-20,https://www.fidal.it/atleta/FARINOLA-Beatrice/faiSkpejb2o%3D,https://www.fidal.it/societa/CIRC-GIOV-SOLVAY-ATL-ROSIGNANO/LI332
15.68,-1.1,15.68,e,MARCHETTI Laura,1992,CF,SISPORT FIAT,1 ba- 1,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/MARCHETTI-Laura/dK6RlJmka2w%3D,https://www.fidal.it/societa/SISPORT-FIAT/TO002
15.74,-2.0,15.74,e,GEROLIMETTO Giulia,1992,CF,G.A. BASSANO,4 sf- 1,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/GEROLIMETTO-Giulia/eK6RkpKhb2c%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
15.77,,15.77,e,NERI Maria chiara,1992,CF,ATL. LUGO,2 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
15.81,-1.4,15.81,e,MARCHETTI Laura,1992,CF,SISPORT FIAT,2 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/MARCHETTI-Laura/dK6RlJmka2w%3D,https://www.fidal.it/societa/SISPORT-FIAT/TO002
15.84,-1.5,15.84,e,GEROLIMETTO Giulia,1992,CF,G.A. BASSANO,2 fi- 2,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/GEROLIMETTO-Giulia/eK6RkpKhb2c%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
15.93,-1.2,15.93,e,GEROLIMETTO Giulia,1992,CF,G.A. BASSANO,3 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/GEROLIMETTO-Giulia/eK6RkpKhb2c%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
15.98,-1.4,15.98,e,GRANDONI Maria sofia,1992,CF,ATL.SANGIORGESE TECNOLIFT R.R.,3 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/GRANDONI-Maria-sofia/e6iRk5ala2Q%3D,https://www.fidal.it/societa/ATL-SANGIORGESE-TECNOLIFT-R-R-/FM002
16.04,+0.4,16.04,e,D'AUTILIA Benedetta,1992,CF,ALGA ETRUSCATLETICA,5 se- 1,Grosseto,2007-05-16,https://www.fidal.it/atleta/D-AUTILIA-Benedetta/faiRm5qfaWQ%3D,https://www.fidal.it/societa/ALGA-ETRUSCATLETICA/AR053
16.19,-1.5,16.19,e,MARCHETTI Laura,1992,CF,SISPORT FIAT,4 fi- 2,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/MARCHETTI-Laura/dK6RlJmka2w%3D,https://www.fidal.it/societa/SISPORT-FIAT/TO002
16.23,-1.8,16.23,e,GRANDONI Maria sofia,1992,CF,ATL.SANGIORGESE TECNOLIFT R.R.,1 ba- 7,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/GRANDONI-Maria-sofia/e6iRk5ala2Q%3D,https://www.fidal.it/societa/ATL-SANGIORGESE-TECNOLIFT-R-R-/FM002
16.23,-1.5,16.23,e,GRANDONI Maria sofia,1992,CF,ATL.SANGIORGESE TECNOLIFT R.R.,5 fi- 2,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/GRANDONI-Maria-sofia/e6iRk5ala2Q%3D,https://www.fidal.it/societa/ATL-SANGIORGESE-TECNOLIFT-R-R-/FM002
16.25,,16.0,m,ASSENZA Alice,1993,CF,A.S. DIL. SELENE SIRACUSA,1 se- 1,Siracusa,2007-05-03,https://www.fidal.it/atleta/ASSENZA-Alice/h6iRlZemcWc%3D,https://www.fidal.it/societa/A-S--DIL--SELENE-SIRACUSA/SR136
16.25,-1.3,16.25,e,VITELLI Roberta,1992,CF,ATL.MONTEBELLUNA VENETO BANCA,2 ba- 5,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/VITELLI-Roberta/eKiRlZSiaWs%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
16.38,-1.4,16.38,e,TESTOLIN Anna,1992,CF,ATL. CAIRATESE,5 sf- 2,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/TESTOLIN-Anna/drKRkpOna2M%3D,https://www.fidal.it/societa/ATL--CAIRATESE/VA050
16.55,-2.0,16.55,e,ASSENZA Alice,1993,CF,A.S. DIL. SELENE SIRACUSA,5 sf- 1,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/ASSENZA-Alice/h6iRlZemcWc%3D,https://www.fidal.it/societa/A-S--DIL--SELENE-SIRACUSA/SR136
16.58,-2.2,16.58,e,VITELLI Roberta,1992,CF,ATL.MONTEBELLUNA VENETO BANCA,5 sf- 3,Lignano Sabbiadoro,2007-09-25,https://www.fidal.it/atleta/VITELLI-Roberta/eKiRlZSiaWs%3D,https://www.fidal.it/societa/ATL-MONTEBELLUNA-VENETO-BANCA/TV335
16.66,-0.5,16.66,e,ASSENZA Alice,1993,CF,A.S. DIL. SELENE SIRACUSA,2 ba- 6,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/ASSENZA-Alice/h6iRlZemcWc%3D,https://www.fidal.it/societa/A-S--DIL--SELENE-SIRACUSA/SR136
16.94,-1.1,16.94,e,BAREGGIA Chiara,1992,CF,GS VALSUGANA TRENTINO,2 ba- 1,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/BAREGGIA-Chiara/d6iRkpuhbmg%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
16.99,+0.4,16.99,e,DEL MONTE Arianna,1992,CF,ATL. CUS PISA,6 se- 1,Grosseto,2007-05-16,https://www.fidal.it/atleta/DEL-MONTE-Arianna/faiSkpWlbWw%3D,https://www.fidal.it/societa/ATL--CUS-PISA/PI071
17.01,-2.3,17.01,e,TESTOLIN Anna,1992,CF,ATL. CAIRATESE,3 ba- 4,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/TESTOLIN-Anna/drKRkpOna2M%3D,https://www.fidal.it/societa/ATL--CAIRATESE/VA050
17.43,-1.2,17.43,e,WATSCHINGER Lisa,1992,CF,SSV BRUNECK BRUNICO VOLKSBANK,5 ba- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/WATSCHINGER-Lisa/iaiRkpmlaWM%3D,https://www.fidal.it/societa/SSV-BRUNECK-BRUNICO-VOLKSBANK/BZ008
17.68,,17.68,e,KONATE Madine,1992,CF,JAKY-TECH APUANA,1 se- 2,Grosseto,2007-05-16,https://www.fidal.it/atleta/KONATE-Madine/faiSkpShb2o%3D,https://www.fidal.it/societa/JAKY-TECH-APUANA/MS090
17.68,-2.3,17.68,e,PARISI Mara,1992,CF,ATLETICA PALAZZO,4 ba- 4,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/PARISI-Mara/haiRk5WibGk%3D,https://www.fidal.it/societa/ATLETICA-PALAZZO/PZ112
17.75,,17.5,m,KONATE Madine,1992,CF,JAKY-TECH APUANA,2 se- 2,Piombino,2007-04-20,https://www.fidal.it/atleta/KONATE-Madine/faiSkpShb2o%3D,https://www.fidal.it/societa/JAKY-TECH-APUANA/MS090
17.75,,17.5,m,APOSTOLI Alessandra,1992,CF,SS GYMNASIUM ATL ALGHERO,2 se- 1,Sanluri,2007-05-08,https://www.fidal.it/atleta/APOSTOLI-Alessandra/iKiRlJOnaWg%3D,https://www.fidal.it/societa/SS-GYMNASIUM-ATL-ALGHERO/SS067
