tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
1:00.27,,LEONETTI Gianluca,1991,AM,ATL LIBERTAS RUNNERS LIVORNO,4 se- 2,Firenze,2008-05-18,https://www.fidal.it/atleta/LEONETTI-Gianluca/faiRm5mhcWc%3D,https://www.fidal.it/societa/ATL-LIBERTAS-RUNNERS-LIVORNO/LI035
1:00.30,,CUSINATO Michael,1991,AM,ATLETICA VERCELLI 78,4 se- 2,Alessandria,2008-05-18,https://www.fidal.it/atleta/CUSINATO-Michael/dK2Rk5mmaGo%3D,https://www.fidal.it/societa/ATLETICA-VERCELLI-78/VC004
1:00.33,,POZZI Davide,1989,JM,ATLETICA ALTO FRIULI,4 se- 1,Majano,2008-07-27,https://www.fidal.it/atleta/POZZI-Davide/eayRkpqjamU%3D,https://www.fidal.it/societa/ATLETICA-ALTO-FRIULI/UD115
1:00.33,,CALLIGARO Andrea,1989,JM,ATLETICA GORIZIA CA. RI. FVG,1 se- 2,Gorizia,2008-09-17,https://www.fidal.it/atleta/CALLIGARO-Andrea/eamRkpihaGQ%3D,https://www.fidal.it/societa/ATLETICA-GORIZIA-CA--RI--FVG/GO050
1:00.34,,CARBONI Giovanni,1990,JM,ATL. RIGOLETTO,2 se- 1,Mantova,2008-04-17,https://www.fidal.it/atleta/CARBONI-Giovanni/dq6RkpKfcGo%3D,https://www.fidal.it/societa/ATL--RIGOLETTO/MN406
1:00.34,,CERIOLI Luca,1978,SM,N.ATL. FANFULLA LODIGIANA,5 se- 1,Milano,2008-09-07,https://www.fidal.it/atleta/CERIOLI-Luca/dqiRkpegbGw%3D,https://www.fidal.it/societa/N-ATL--FANFULLA-LODIGIANA/MI218
1:00.35,,ZERBINI Andrea,1990,JM,CREMONA SPORTIVA ATL. ARVEDI,3 se- 1,Cremona,2008-10-05,https://www.fidal.it/atleta/ZERBINI-Andrea/dqyRlpincGk%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
1:00.38,,ROSOLINI Antonio,1988,PM,LIBERTAS FRIUL PALMANOVA,3 se- 1,San Vito Al Tagliamento,2008-06-04,https://www.fidal.it/atleta/ROSOLINI-Antonio/eayRk5KgaWQ%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
1:00.38,,CAMASCHELLA Gian luca,1971,SM35,TEAM ATLETICO-MERCURIO NOVARA,3 se- 2,Alessandria,2008-07-09,https://www.fidal.it/atleta/CAMASCHELLA-Gian-luca/dKiRkpKjcGU%3D,https://www.fidal.it/societa/TEAM-ATLETICO-MERCURIO-NOVARA/NO020
1:00.39,,CARATTONI Marcello,1976,SM,OLIMPUS SAN MARINO ATLETICA,2 se- 2,Castelnovo Monti,2008-07-06,https://www.fidal.it/atleta/CARATTONI-Marcello/eqiRk5OicGw%3D,https://www.fidal.it/societa/OLIMPUS-SAN-MARINO-ATLETICA/SM278
1:00.41,,POZZI Davide,1989,JM,ATLETICA ALTO FRIULI,2 se- 2,Gorizia,2008-09-17,https://www.fidal.it/atleta/POZZI-Davide/eayRkpqjamU%3D,https://www.fidal.it/societa/ATLETICA-ALTO-FRIULI/UD115
1:00.42,,MONTECUCCO Massimo,1987,PM,A.S.D. ATLETICASPEZIA CARISPE,2 su- 1,Imperia,2008-09-21,https://www.fidal.it/atleta/MONTECUCCO-Massimo/daiRk5Wlb2o%3D,https://www.fidal.it/societa/A-S-D--ATLETICASPEZIA-CARISPE/SP573
1:00.44,,GARZETTI Michael,1982,SM,ATL. BRESCIA 1950,5 se- 2,Alessandria,2008-09-28,https://www.fidal.it/atleta/GARZETTI-Michael/dqiRlJOjbmg%3D,https://www.fidal.it/societa/ATL--BRESCIA-1950/BS181
1:00.54,,MEUCCI Marco,1985,SM,POLISPORTIVA IUSM,3 se- 1,Rieti,2008-07-06,https://www.fidal.it/atleta/MEUCCI-Marco/faiRlJagb2w%3D,https://www.fidal.it/societa/POLISPORTIVA-IUSM/RM073
1:00.59,,FONTI Gabriele,1989,JM,ASI ATLETICA LATINA 80,2 se- 2,Rieti,2008-05-18,https://www.fidal.it/atleta/FONTI-Gabriele/f6iRmJmhcWw%3D,https://www.fidal.it/societa/ASI-ATLETICA-LATINA-80/LT275
