prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
61.82,1:01.82,e,MOBILIO Gaetano,1992,CM,A.S.D. U.I.S.P. INVICTA,1 se- 2,Catania,2007-04-28,https://www.fidal.it/atleta/MOBILIO-Gaetano/h6iRlZulbWQ%3D,https://www.fidal.it/societa/A-S-D--U-I-S-P--INVICTA/CT240
69.6,1:09.60,e,OLMETTO Emanuele,1992,CM,SS ATL ORISTANO,3 su- 1,Oristano,2007-04-15,https://www.fidal.it/atleta/OLMETTO-Emanuele/iKiSmZamaGw%3D,https://www.fidal.it/societa/SS-ATL-ORISTANO/OR030
72.1,1:12.10,e,GERRATANA Giuseppe,1992,CM,A.S. DIL. LIB. RUNNING MODICA,3 se- 2,Catania,2007-04-28,https://www.fidal.it/atleta/GERRATANA-Giuseppe/h6iRlpakcGs%3D,https://www.fidal.it/societa/A-S--DIL--LIB--RUNNING-MODICA/RG444
53.82,53.82,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 1,Osimo,2007-06-23,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.15,54.15,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.45,54.2,m,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 2,Statte,2007-09-30,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.37,54.37,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 su- 1,Bari,2007-05-27,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.6,54.60,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 se- 1,Salerno,2007-09-09,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
54.78,54.78,e,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Vicenza,2007-09-16,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
54.98,54.98,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 ba- 4,Cesenatico,2007-10-07,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
55.2,55.20,e,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Reggio Calabria,2007-07-07,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.2,55.20,e,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Rieti,2007-07-18,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
55.29,55.29,e,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Rossano Veneto,2007-09-09,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
55.35,55.35,e,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Roma,2007-09-30,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
55.42,55.42,e,CARGNELLI Manuel,1990,AM,TREVISATLETICA,2 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
55.5,55.50,e,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,3 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
55.55,55.55,e,FIORINI Enrico,1991,AM,C.U.S. BOLOGNA,1 su- 1,Scandiano,2007-09-30,https://www.fidal.it/atleta/FIORINI-Enrico/eqiRlpOhbmg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
55.55,55.55,e,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,4 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.61,55.61,e,DE MEZZA Cesare,1990,AM,ATL.  CENTO TORRI PAVIA,1 se- 2,Busto Arsizio,2007-06-10,https://www.fidal.it/atleta/DE-MEZZA-Cesare/dq2Rk5Oja2w%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
55.61,55.61,e,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Isernia,2007-06-24,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
55.8,55.80,e,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,1 se- 1,Salerno,2007-05-27,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
55.82,55.82,e,HALITI Eusebio,1991,AM,POL. ROCCO SCOTELLARO MT,1 su- 1,Molfetta,2007-05-13,https://www.fidal.it/atleta/HALITI-Eusebio/haiRk5Wka2s%3D,https://www.fidal.it/societa/POL--ROCCO-SCOTELLARO-MT/MT023
55.87,55.87,e,FIORINI Enrico,1991,AM,C.U.S. BOLOGNA,1 su- 1,Pergine Borgo,2007-09-16,https://www.fidal.it/atleta/FIORINI-Enrico/eqiRlpOhbmg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
55.98,55.98,e,PICCOLO Davide,1991,AM,C.U.S. BOLOGNA,2 ba- 4,Cesenatico,2007-10-07,https://www.fidal.it/atleta/PICCOLO-Davide/eqiRlpihcGs%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
56.0,56.00,e,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,5 fi- 1,Cesenatico,2007-10-07,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
56.02,56.02,e,ZENONI Giacomo,1990,AM,ATL. BERGAMO 1959 CREBERG,1 se- 1,Clusone,2007-06-30,https://www.fidal.it/atleta/ZENONI-Giacomo/dqmRlpqlb2g%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
56.06,56.06,e,CAMPOLO Charalambos,1991,AM,ASI ATL.MINNITI,1 su- 1,Cosenza,2007-05-27,https://www.fidal.it/atleta/CAMPOLO-Charalambos/hqiRk5SnbWg%3D,https://www.fidal.it/societa/ASI-ATL-MINNITI/RC033
56.16,56.16,e,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,2 se- 1,Salerno,2007-09-09,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
56.21,56.21,e,CARGNELLI Manuel,1990,AM,TREVISATLETICA,1 se- 1,Piombino Dese,2007-04-14,https://www.fidal.it/atleta/CARGNELLI-Manuel/eKyRkpWjaGk%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
56.22,56.22,e,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Rieti,2007-04-29,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
56.22,56.22,e,MASULLO Vincenzo,1990,AM,A.S.D. LIB. POL. AMAT. ATL. BN,2 se- 2,Busto Arsizio,2007-06-10,https://www.fidal.it/atleta/MASULLO-Vincenzo/gKiRlZOjcWQ%3D,https://www.fidal.it/societa/A-S-D--LIB--POL--AMAT--ATL--BN/BN026
56.27,56.27,e,PELLICANI Francesco,1991,AM,ATL. RECANATI,3 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/PELLICANI-Francesco/e6iRk5Koamo%3D,https://www.fidal.it/societa/ATL--RECANATI/MC007
56.45,56.2,m,AVARELLI Filippo,1990,AM,FIAMME GIALLE G. SIMONI,1 su- 1,Roma,2007-05-06,https://www.fidal.it/atleta/AVARELLI-Filippo/f6iRl5SoaWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
56.41,56.41,e,ECCHER Loris,1990,AM,GS VALSUGANA TRENTINO,2 se- 1,Rossano Veneto,2007-09-09,https://www.fidal.it/atleta/ECCHER-Loris/d6iRkpqnamw%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
56.42,56.42,e,ZENONI Giacomo,1990,AM,ATL. BERGAMO 1959 CREBERG,1 se- 1,Lecco,2007-05-13,https://www.fidal.it/atleta/ZENONI-Giacomo/dqmRlpqlb2g%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
56.46,56.46,e,ZENONI Giacomo,1990,AM,ATL. BERGAMO 1959 CREBERG,4 se- 1,Bressanone,2007-05-27,https://www.fidal.it/atleta/ZENONI-Giacomo/dqmRlpqlb2g%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
56.49,56.49,e,FIORINI Enrico,1991,AM,C.U.S. BOLOGNA,1 ba- 2,Cesenatico,2007-10-07,https://www.fidal.it/atleta/FIORINI-Enrico/eqiRlpOhbmg%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
