prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
8.85,,8.6,m,PAOLUZZI Roberto,1993,JM,ATL. STUDENTESCA CA.RI.RI,1 su- 1,Capanne,2011-10-22,https://www.fidal.it/atleta/PAOLUZZI-Roberto/fqiRk5qhaWs%3D,https://www.fidal.it/societa/ATL--STUDENTESCA-CA-RI-RI/RI223
8.44,,8.44,e,CORDELLA Giovanni marco,1998,SM,A.S.D. ATL. AGROPOLI,1 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/CORDELLA-Giovanni-marco/gKqRkpOfb2g%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
8.54,,8.54,e,MANOJLOVIC Loris,1998,SM,POL. UNIVERSITA' FORO ITALICO,1 su- 1,Roma,2021-01-30,https://www.fidal.it/atleta/MANOJLOVIC-Loris/e6iRk5agcGk%3D,https://www.fidal.it/societa/POL--UNIVERSITA-FORO-ITALICO/RM073
8.86,,8.86,e,LETTIERI Luigi,2001,PM,A.S.D. ATL. AGROPOLI,2 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/LETTIERI-Luigi/gKyRkpmgamw%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
9.05,,8.8,m,TIZZANI Davide,1996,SM,GRUPPO SPORTIVO VIRTUS,1 su- 1,Campobasso,2021-03-28,https://www.fidal.it/atleta/TIZZANI-Davide/g6mRkpOobmM%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
9.06,,9.06,e,LAVINO Riccardo,2000,PM,ATLETICA BARBAS,3 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/LAVINO-Riccardo/hquRkpKibWM%3D,https://www.fidal.it/societa/ATLETICA-BARBAS/RC366
9.28,,9.28,e,GALLI Alessandro,2002,JM,ESERCITO SPORT & GIOVANI,1 su- 1,Roma,2021-01-31,https://www.fidal.it/atleta/GALLI-Alessandro/f6yRkpWlb2c%3D,https://www.fidal.it/societa/ESERCITO-SPORT-&-GIOVANI/RM218
9.31,,9.31,e,D'ANGELO Pascal,2001,PM,A.S.D. ATL. AGROPOLI,2 su- 1,Roma,2021-01-30,https://www.fidal.it/atleta/D-ANGELO-Pascal/gK2RkpSfamk%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
9.35,,9.1,m,D'ANGELO Pascal,2001,PM,A.S.D. ATL. AGROPOLI,1 su- 1,Agropoli,2021-11-19,https://www.fidal.it/atleta/D-ANGELO-Pascal/gK2RkpSfamk%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
9.96,,9.96,e,PICARONE Emanuele,1999,PM,A.S.D. CARMAX CAMALDOLESE,4 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/PICARONE-Emanuele/gKiRlZuocGc%3D,https://www.fidal.it/societa/A-S-D--CARMAX-CAMALDOLESE/SA138
11.85,,11.6,m,ROSSODIVITA Nicola,2001,PM,GRUPPO SPORTIVO VIRTUS,2 su- 1,Campobasso,2021-03-28,https://www.fidal.it/atleta/ROSSODIVITA-Nicola/g6iRkpihb2M%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
13.29,,13.29,e,MASCOLO Francesco,1990,SM,A.S.D. ATL. AGROPOLI,5 su- 1,Agropoli,2021-03-28,https://www.fidal.it/atleta/MASCOLO-Francesco/gKyRkpWjb2Y%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
