prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
10.75,,10.5,1.0,DE CHIARA Arianna,1995,AF,NUOVA ATL. FEMM. ACQUAVIVA,1 se- 1,Bari,2011-01-30,https://www.fidal.it/atleta/DE-CHIARA-Arianna/hKmRkpOjb2U%3D,https://www.fidal.it/societa/NUOVA-ATL--FEMM--ACQUAVIVA/BA047
10.5,,10.50,0.0,FASULO Angela,1998,AF,ATLETICA MACERATA CAMPANIA,1 su- 1,Marano Di Napoli,2014-01-19,https://www.fidal.it/atleta/FASULO-Angela/gKuRkpKibmU%3D,https://www.fidal.it/societa/ATLETICA-MACERATA-CAMPANIA/CE886
10.94,,10.94,0.0,GUALDI Sara,2001,AF,ATLETICA ARCOBALENO SAVONA,12 se- 1,Kuldiga,2017-03-11,https://www.fidal.it/atleta/GUALDI-Sara/dayRkpKmcGc%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
10.55,,10.3,1.0,MONNE Gloria,2002,AF,ASD ATLETICA SPORT E' VITA,1 su- 1,Nuoro,2018-03-04,https://www.fidal.it/atleta/MONNE-Gloria/iKqRkpOkbGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-SPORT-E-VITA/NU233
12.05,,11.8,1.0,GUISO Rossella,2001,AF,CIRC SPORT DIL ATL AMATORI,2 su- 1,Nuoro,2018-03-04,https://www.fidal.it/atleta/GUISO-Rossella/iKqRkpOgb2c%3D,https://www.fidal.it/societa/CIRC-SPORT-DIL-ATL-AMATORI/NU147
10.15,,9.9,1.0,MUREDDU Clara,2003,AF,ASD ATLETICA SPORT E' VITA,1 su- 1,Nuoro,2019-03-09,https://www.fidal.it/atleta/MUREDDU-Clara/iKqRkpOfbGw%3D,https://www.fidal.it/societa/ASD-ATLETICA-SPORT-E-VITA/NU233
11.35,,11.1,1.0,PINNA Marta,2003,AF,ASD ATLETICA SPORT E' VITA,2 su- 1,Nuoro,2019-03-09,https://www.fidal.it/atleta/PINNA-Marta/iKqRkpSfaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-SPORT-E-VITA/NU233
9.26,,9.26,0.0,ONGOLO Amelie islande,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,1 su- 1,Roma,2021-01-31,https://www.fidal.it/atleta/ONGOLO-Amelie-islande/f6yRk5WlcGc%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
9.27,,9.27,0.0,ONGOLO Amelie islande,2004,AF,ATL.STUD. RIETI ANDREA MILARDI,1 se- 1,Roma,2021-01-30,https://www.fidal.it/atleta/ONGOLO-Amelie-islande/f6yRk5WlcGc%3D,https://www.fidal.it/societa/ATL-STUD--RIETI-ANDREA-MILARDI/RI223
9.31,,9.31,0.0,BIANCHI Lucrezia,2005,AF,FIAMME GIALLE G. SIMONI,2 su- 1,Roma,2021-01-31,https://www.fidal.it/atleta/BIANCHI-Lucrezia/f6yRlJSibGw%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
9.45,,9.45,0.0,BIANCHI Lucrezia,2005,AF,FIAMME GIALLE G. SIMONI,2 se- 1,Roma,2021-01-30,https://www.fidal.it/atleta/BIANCHI-Lucrezia/f6yRlJSibGw%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
9.92,,9.92,0.0,RUSSO Martina,2005,AF,FIAMME GIALLE G. SIMONI,3 su- 1,Roma,2021-01-31,https://www.fidal.it/atleta/RUSSO-Martina/f6yRlZmgbWU%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
9.97,,9.97,0.0,POLISE Francesca,2005,AF,SSD FORMIA ATL. LEGGERA A R.L.,4 su- 1,Roma,2021-01-31,https://www.fidal.it/atleta/POLISE-Francesca/f6qRkpahcGc%3D,https://www.fidal.it/societa/SSD-FORMIA-ATL--LEGGERA-A-R-L-/LT302
10.02,,10.02,0.0,BONESI Alice,2005,AF,ACSI CAMPIDOGLIO PALATINO,3 se- 1,Roma,2021-01-30,https://www.fidal.it/atleta/BONESI-Alice/f6yRlZegbWc%3D,https://www.fidal.it/societa/ACSI-CAMPIDOGLIO-PALATINO/RM046
10.02,,10.02,0.0,AVINO Beatrice,2005,AF,A.S.D. ATL. AGROPOLI,1 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/AVINO-Beatrice/gKyRkpWlamM%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
10.24,,10.24,0.0,PARISI Annamaria,2004,AF,A.S.D. ATL. AGROPOLI,2 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/PARISI-Annamaria/gK2RkpWgaGU%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
10.28,,10.28,0.0,SICIGNANO Rosanna,2004,AF,A.S.D. ATL. AGROPOLI,3 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/SICIGNANO-Rosanna/gK2RkpKocGk%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
10.39,,10.39,0.0,PORQUEDDU Ilaria,2005,AF,ASD ATLETICA SPORT E' VITA,1 su- 1,Cagliari,2021-02-14,https://www.fidal.it/atleta/PORQUEDDU-Ilaria/iKqRkpSfa2Q%3D,https://www.fidal.it/societa/ASD-ATLETICA-SPORT-E-VITA/NU233
11.25,,11.25,0.0,D'AVINO Serena,2005,AF,A.S.D. ATL. AGROPOLI,4 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/D-AVINO-Serena/gK2RkpegaGw%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
11.5,,11.50,0.0,RICCIARDI Margherita,2005,AF,A.S.D. ATL. AGROPOLI,5 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/RICCIARDI-Margherita/gKyRkpmmcGc%3D,https://www.fidal.it/societa/A-S-D--ATL--AGROPOLI/SA128
12.1,,12.10,0.0,FISCALETTI Francesca,2005,AF,ATL. ROMA ACQUACETOSA,1 se- 2,Roma,2021-01-30,https://www.fidal.it/atleta/FISCALETTI-Francesca/f6yRlJihamQ%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
12.22,,12.22,0.0,CELETTA Luana,2005,AF,DELTA ATL.EBOLITANA VALLE SELE,6 su- 1,Agropoli,2021-03-27,https://www.fidal.it/atleta/CELETTA-Luana/gK2RkpWga2w%3D,https://www.fidal.it/societa/DELTA-ATL-EBOLITANA-VALLE-SELE/SA130
12.25,,12.25,0.0,DI VIRGILIO Beatrice,2004,AF,ATL. ROMA ACQUACETOSA,2 se- 2,Roma,2021-01-30,https://www.fidal.it/atleta/DI-VIRGILIO-Beatrice/f6yRlZuha2U%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
12.28,,12.28,0.0,PESCE Caterina,2005,AF,ATL. ROMA ACQUACETOSA,3 se- 2,Roma,2021-01-30,https://www.fidal.it/atleta/PESCE-Caterina/f6yRkpuiaWU%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
13.05,,12.8,1.0,CRISTOFARO Michela,2004,AF,GRUPPO SPORTIVO VIRTUS,1 su- 1,Campobasso,2021-03-28,https://www.fidal.it/atleta/CRISTOFARO-Michela/g6mRkpSgaGc%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
11.29,,11.29,0.0,TUVONI Serena,2006,AF,NUGORO TRACK AND FIELD,1 su- 1,Nuoro,2022-03-13,https://www.fidal.it/atleta/TUVONI-Serena/iKqRkpOjcWY%3D,https://www.fidal.it/societa/NUGORO-TRACK-AND-FIELD/NU264
11.31,,11.31,0.0,CALAMITA Alessia,2005,AF,FUTURATHLETIC TEAM APULIA,1 su- 1,Molfetta,2022-02-05,https://www.fidal.it/atleta/CALAMITA-Alessia/hKmRkpemb2c%3D,https://www.fidal.it/societa/FUTURATHLETIC-TEAM-APULIA/BA741
11.58,,11.58,0.0,MAFFIONE Elisa,2005,AF,FUTURATHLETIC TEAM APULIA,2 su- 1,Molfetta,2022-02-05,https://www.fidal.it/atleta/MAFFIONE-Elisa/hKmRk5KlcGs%3D,https://www.fidal.it/societa/FUTURATHLETIC-TEAM-APULIA/BA741
12.25,,12.0,1.0,MONNI Elena,2007,AF,POL GONONE DORGALI,1 su- 1,Dorgali,2023-03-26,https://www.fidal.it/atleta/MONNI-Elena/iKqRkpSobWk%3D,https://www.fidal.it/societa/POL-GONONE-DORGALI/NU053
9.69,,9.69,0.0,SCIOLTI Maya,2008,AF,AS DELOGU NUORO,1 su- 1,Nuoro,2024-03-17,https://www.fidal.it/atleta/SCIOLTI-Maya/iKqRkpWgaGg%3D,https://www.fidal.it/societa/AS-DELOGU-NUORO/NU040
