prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
13.24,-0.9,13.24,e,FORCELLINI Carla,1959,SF45,A.S.D. POL. EUROPA CAPACI,3 sf- 1,Riccione,2007-09-12,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/A-S-D--POL--EUROPA-CAPACI/PA335
13.24,+0.4,13.24,e,FORCELLINI Carla,1959,SF45,A.S.D. POL. EUROPA CAPACI,6 fi- 1,Riccione,2007-09-14,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/A-S-D--POL--EUROPA-CAPACI/PA335
13.1,+0.2,13.10,e,FORCELLINI Carla,1959,SF50,ATLETICA GRAN SASSO SSD A R.L.,5 fi- 1,Lahti,2009-08-07,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
13.34,-1.5,13.34,e,FORCELLINI Carla,1959,SF50,ATLETICA GRAN SASSO SSD A R.L.,3 sf- 2,Lahti,2009-08-06,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
13.7,+1.1,13.70,e,DODI Elisabetta,1970,SF40,TRIESTE ATLETICA,1 su- 1,Desenzano Del Garda,2014-05-24,https://www.fidal.it/atleta/DODI-Elisabetta/eaiRkpKicGk%3D,https://www.fidal.it/societa/TRIESTE-ATLETICA/TS044
14.46,+0.4,14.46,e,PICONESE Tiziana,1966,SF45,LAGARINA CRUS TEAM,1 su- 1,Merano,2014-09-06,https://www.fidal.it/atleta/PICONESE-Tiziana/d6iRkpujbmw%3D,https://www.fidal.it/societa/LAGARINA-CRUS-TEAM/TN131
14.62,+1.1,14.62,e,PONTE Alessandra,1974,SF40,ATLETICA BRESCIA MARATHON,2 su- 1,Desenzano Del Garda,2014-05-24,https://www.fidal.it/atleta/PONTE-Alessandra/dqqRl5umb2s%3D,https://www.fidal.it/societa/ATLETICA-BRESCIA-MARATHON/BS688
14.85,+1.0,14.85,e,LACAVA Giuseppa,1968,SF45,ASSI GIGLIO ROSSO FIRENZE,1 su- 1,Firenze,2014-10-04,https://www.fidal.it/atleta/LACAVA-Giuseppa/hqiRkpKga2s%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
14.91,+0.1,14.91,e,DE LUCA Rebecka,1972,SF40,ATL. ROMA ACQUACETOSA,4 su- 1,Izmir,2014-08-22,https://www.fidal.it/atleta/DE-LUCA-Rebecka/f6iRlpancGY%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
14.92,+0.0,14.92,e,CAMMELLI Francesca,1971,SF40,ASD ATLETICA PISTOIA,1 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/CAMMELLI-Francesca/fbGRkpOhaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
14.98,+1.0,14.98,e,CAMMELLI Francesca,1971,SF40,ASD ATLETICA PISTOIA,2 su- 1,Firenze,2014-10-04,https://www.fidal.it/atleta/CAMMELLI-Francesca/fbGRkpOhaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
15.16,+1.1,15.16,e,CAMMELLI Francesca,1971,SF40,ASD ATLETICA PISTOIA,3 su- 1,Desenzano Del Garda,2014-05-24,https://www.fidal.it/atleta/CAMMELLI-Francesca/fbGRkpOhaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
