prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
13.81,-3.0,13.81,e,FORCELLINI Carla,1959,SF50,ATLETICA GRAN SASSO SSD A R.L.,1 su- 1,Roma,2009-09-05,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
13.55,+0.4,13.55,e,FORCELLINI Carla,1959,SF50,CUS TIRRENO ATLETICA ASD,3 fi- 1,Nyiregyhaza,2010-07-22,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/CUS-TIRRENO-ATLETICA-ASD/RM068
13.82,+0.1,13.82,e,FORCELLINI Carla,1959,SF50,CUS TIRRENO ATLETICA ASD,2 ba- 1,Nyiregyhaza,2010-07-21,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/CUS-TIRRENO-ATLETICA-ASD/RM068
13.85,-1.9,13.85,e,FORCELLINI Carla,1959,SF50,CUS TIRRENO ATLETICA ASD,5 fi- 1,Sacramento,2011-07-16,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/CUS-TIRRENO-ATLETICA-ASD/RM068
13.98,-0.3,13.98,e,FORCELLINI Carla,1959,SF50,CUS TIRRENO ATLETICA ASD,2 sf- 1,Sacramento,2011-07-15,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/CUS-TIRRENO-ATLETICA-ASD/RM068
13.69,+1.7,13.69,e,FORCELLINI Carla,1959,SF50,ATL. ROMA ACQUACETOSA,3 fi- 1,Zittau,2012-08-23,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
13.9,+1.8,13.90,e,FORCELLINI Carla,1959,SF50,ATL. ROMA ACQUACETOSA,2 ba- 1,Zittau,2012-08-22,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
16.46,+0.0,16.46,e,SOFIA Alberto,1941,SM70,CUS BARI,1 su- 1,Desenzano Del Garda,2014-05-25,https://www.fidal.it/atleta/SOFIA-Alberto/hKiRkpijaWg%3D,https://www.fidal.it/societa/CUS-BARI/BA007
17.43,+1.0,17.43,e,SOFIA Alberto,1941,SM70,CUS BARI,1 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/SOFIA-Alberto/hKiRkpijaWg%3D,https://www.fidal.it/societa/CUS-BARI/BA007
19.6,-1.2,19.60,e,BIANCO Romano graziano,1942,SM70,ATL. AMBROSIANA,1 su- 1,Busto Arsizio,2014-07-12,https://www.fidal.it/atleta/BIANCO-Romano-graziano/dqiRk5egbWc%3D,https://www.fidal.it/societa/ATL--AMBROSIANA/MI189
21.49,+1.0,21.49,e,CICCHELLI Silvino,1943,SM70,VINI FANTINI BY FARNESE,2 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/CICCHELLI-Silvino/gauRkpKfcGs%3D,https://www.fidal.it/societa/VINI-FANTINI-BY-FARNESE/PE032
13.32,+2.7,13.32,e,ZANNI Rossella,1964,SF50,MOLLIFICIO MODENESE CITTADELLA,1 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/ZANNI-Rossella/eqiRlZqkaGg%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
13.48,+2.7,13.48,e,NIEDERMAYR Erika,1961,SF50,A.S.D. SUEDTIROL TEAM CLUB,2 su- 1,Modena,2014-07-04,https://www.fidal.it/atleta/NIEDERMAYR-Erika/iaiRkpKicGg%3D,https://www.fidal.it/societa/A-S-D--SUEDTIROL-TEAM-CLUB/BZ073
13.86,+1.7,13.86,e,ZANNI Rossella,1964,SF50,MOLLIFICIO MODENESE CITTADELLA,1 su- 1,Desenzano Del Garda,2014-05-24,https://www.fidal.it/atleta/ZANNI-Rossella/eqiRlZqkaGg%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
14.23,-1.2,14.23,e,ZANNI Rossella,1964,SF50,MOLLIFICIO MODENESE CITTADELLA,1 se- 1,Bologna,2014-09-13,https://www.fidal.it/atleta/ZANNI-Rossella/eqiRlZqkaGg%3D,https://www.fidal.it/societa/MOLLIFICIO-MODENESE-CITTADELLA/MO054
