prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
11.25,,11.0,1.0,DISIMINE Davide,1994,CM,ATLETICA MATERANA MT,1 su- 1,Matera,2008-03-01,https://www.fidal.it/atleta/DISIMINE-Davide/hamRkpKfbGg%3D,https://www.fidal.it/societa/ATLETICA-MATERANA-MT/MT025
11.65,,11.4,1.0,CHINDAMO Antonio davide,1993,CM,ICARO,1 su- 1,Reggio Calabria,2008-02-16,https://www.fidal.it/atleta/CHINDAMO-Antonio-davide/hqiRk5anbWs%3D,https://www.fidal.it/societa/ICARO/RC313
11.45,,11.2,1.0,MASELLI Giacomo,1994,CM,ATLETICA GIOVANILE ACQUAVIVA,1 se- 1,Bari,2009-02-08,https://www.fidal.it/atleta/MASELLI-Giacomo/hKiSmpmha2c%3D,https://www.fidal.it/societa/ATLETICA-GIOVANILE-ACQUAVIVA/BA023
12.15,,11.9,1.0,D'ANGELO Giovanni,1994,CM,A.S.D. ATLETICA SAN SEVERO,1 se- 1,Bari,2009-02-01,https://www.fidal.it/atleta/D-ANGELO-Giovanni/hKiSmpelamU%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-SAN-SEVERO/FG282
10.05,,9.8,1.0,CHILA' Gabriele,1997,CM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Reggio Calabria,2012-02-14,https://www.fidal.it/atleta/CHILA-Gabriele/hqiRk5mgbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
10.85,,10.6,1.0,GIULIANO Gianluca,1998,CM,A.S.D. TRINACRIA SPORT,1 su- 1,Valguarnera,2012-01-29,https://www.fidal.it/atleta/GIULIANO-Gianluca/h6iRlpSfamU%3D,https://www.fidal.it/societa/A-S-D--TRINACRIA-SPORT/SR100
9.04,,9.04,0.0,MANNA Maria concetta,1990,PF,A.S.D. PRO SPORT 85 VALGUARN.,1 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/MANNA-Maria-concetta/h6iRlZakcWg%3D,https://www.fidal.it/societa/A-S-D--PRO-SPORT-85-VALGUARN-/EN095
9.33,,9.33,0.0,CANNAVO' Alessandra,1990,PF,A.S.D. GIOADVENTURES G.A.M.E.,2 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/CANNAVO-Alessandra/h6iRlpOhaWQ%3D,https://www.fidal.it/societa/A-S-D--GIOADVENTURES-G-A-M-E-/CT324
9.45,,9.2,1.0,MANNA Maria concetta,1990,PF,A.S.D. PRO SPORT 85 VALGUARN.,1 su- 1,Valguarnera,2012-01-29,https://www.fidal.it/atleta/MANNA-Maria-concetta/h6iRlZakcWg%3D,https://www.fidal.it/societa/A-S-D--PRO-SPORT-85-VALGUARN-/EN095
9.77,,9.77,0.0,SPITALE Stefania lucia,1994,JF,A.S. DIL. CATANIA 2000,3 fi- 1,Valguarnera,2012-05-05,https://www.fidal.it/atleta/SPITALE-Stefania-lucia/h6iRlpOgbWo%3D,https://www.fidal.it/societa/A-S--DIL--CATANIA-2000/CT101
