punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
757,10.43,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,4 se- 1,Padova,2023-01-15,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
699,9.84,COLUSSI Ilary,2006,JF,ANA ATL.FELTRE,9 se- 1,Padova,2024-01-21,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
698,9.83,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,4 se- 1,Padova,2022-01-16,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
696,9.81,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,12 se- 1,Padova,2022-01-29,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
675,9.6,COLUSSI Ilary,2006,AF,ANA ATL.FELTRE,5 se- 2,Parma,2023-01-22,https://www.fidal.it/atleta/COLUSSI-Ilary/eKmRlJeob2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
617,11.75,BIESUZ Enrico,2002,AM,ANA ATL.FELTRE,18 su- 1,Padova,2018-01-14,https://www.fidal.it/atleta/BIESUZ-Enrico/eKmRlJSjb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
604,11.62,D'AGOSTINI Enrico,1994,CM,ANA ATL.FELTRE,3 su- 1,Padova,2009-02-22,https://www.fidal.it/atleta/D-AGOSTINI-Enrico/eKmRlJSgaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
