prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
823.65,13:43.4,m,DI BARI Vito,1990,CM,A.S. ' BELVEDERE ' ANDRIA,1 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/DI-BARI-Vito/hKiSmZmib2Q%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
832.55,13:52.3,m,MACCHIA Riccardo,1990,CM,A.S.D.FALCO AZZURRO-CARICHIETI,2 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/MACCHIA-Riccardo/gaiRk5ajbms%3D,https://www.fidal.it/societa/A-S-D-FALCO-AZZURRO-CARICHIETI/CH136
843.65,14:03.4,m,CIPOLLA Domenico,1990,CM,POL. WILMA RUDOLPH MT,3 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/CIPOLLA-Domenico/haiRk5OjaWw%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
843.75,14:03.5,m,RENO' Giovanni,1991,CM,POL. DON MILANI,4 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/RENO-Giovanni/hKiSmpSjb2w%3D,https://www.fidal.it/societa/POL--DON-MILANI/TA443
876.25,14:36.0,m,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,1 su- 1,Matera,2005-10-01,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
887.65,14:47.4,m,DI BARI Vito,1990,CM,A.S. ' BELVEDERE ' ANDRIA,1 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/DI-BARI-Vito/hKiSmZmib2Q%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
903.95,15:03.7,m,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,5 su- 1,Matera,2005-09-02,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
907.35,15:07.1,m,MARCHISELLI Giuseppe,1991,CM,A.A.A. BARLETTA,2 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/MARCHISELLI-Giuseppe/hKiSmZeka2Q%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
909.45,15:09.2,m,MASSAFRA Vincenzo,1990,CM,U.S.ATLETICA TARANTO,3 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/MASSAFRA-Vincenzo/hKiSmZafbmg%3D,https://www.fidal.it/societa/U-S-ATLETICA-TARANTO/TA409
909.45,15:09.2,m,CIPOLLA Domenico,1990,CM,POL. WILMA RUDOLPH MT,4 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/CIPOLLA-Domenico/haiRk5OjaWw%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
969.65,16:09.4,m,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,5 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
988.15,16:27.9,m,CIARFAGLIA Eliseo,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,6 su- 1,Acquaviva,2005-02-05,https://www.fidal.it/atleta/CIARFAGLIA-Eliseo/haiRk5OjcWw%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
