prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
16.73,VETERE Stefano,1990,AM,POLISPORTIVA MOLISE CAMPOBASSO,1 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/VETERE-Stefano/g6iRkpala2k%3D,https://www.fidal.it/societa/POLISPORTIVA-MOLISE-CAMPOBASSO/CB006
15.83,CASELLI Pietro,1990,AM,A.S. LA FRATELLANZA 1874,2 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/CASELLI-Pietro/eqiRlZujcWw%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
15.62,SCARRONE Massimo,1991,AM,UNIVERSALE ALBA DOCILIA,3 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/SCARRONE-Massimo/daiRk5Wmbmg%3D,https://www.fidal.it/societa/UNIVERSALE-ALBA-DOCILIA/SV037
15.48,CASELLI Pietro,1990,AM,A.S. LA FRATELLANZA 1874,1 su- 1,Firenze,2007-02-08,https://www.fidal.it/atleta/CASELLI-Pietro/eqiRlZujcWw%3D,https://www.fidal.it/societa/A-S--LA-FRATELLANZA-1874/MO052
15.33,MONTANARI Michele,1991,AM,U.S. MAURINA OLIO CARLI,1 su- 1,Genova Palasport,2007-02-10,https://www.fidal.it/atleta/MONTANARI-Michele/daiUlpKkamY%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
15.21,MONTANARI Michele,1991,AM,U.S. MAURINA OLIO CARLI,4 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/MONTANARI-Michele/daiUlpKkamY%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
15.09,PACE Andrea,1990,AM,A.S. DILETT.  SAFATLETICA,2 su- 1,Genova Palasport,2007-02-10,https://www.fidal.it/atleta/PACE-Andrea/dKyRk5qhaWM%3D,https://www.fidal.it/societa/A-S--DILETT--SAFATLETICA/TO074
15.07,BESANA Giovanni,1990,AM,ATL. BERGAMO 1959 CREBERG,5 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/BESANA-Giovanni/dqmRl5OfaWY%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
15.06,BIANCHETTI Daniele,1990,AM,ATL. BERGAMO 1959 CREBERG,3 su- 1,Genova Palasport,2007-02-10,https://www.fidal.it/atleta/BIANCHETTI-Daniele/dqqRlpqicWY%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
15.03,SCARRONE Massimo,1991,AM,UNIVERSALE ALBA DOCILIA,4 su- 1,Genova Palasport,2007-02-10,https://www.fidal.it/atleta/SCARRONE-Massimo/daiRk5Wmbmg%3D,https://www.fidal.it/societa/UNIVERSALE-ALBA-DOCILIA/SV037
14.87,PACE Andrea,1990,AM,A.S. DILETT.  SAFATLETICA,7 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/PACE-Andrea/dKyRk5qhaWM%3D,https://www.fidal.it/societa/A-S--DILETT--SAFATLETICA/TO074
14.61,BIANCHETTI Daniele,1990,AM,ATL. BERGAMO 1959 CREBERG,8 su- 1,Genova,2007-02-24,https://www.fidal.it/atleta/BIANCHETTI-Daniele/dqqRlpqicWY%3D,https://www.fidal.it/societa/ATL--BERGAMO-1959-CREBERG/BG003
