prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
59.13,KIRCHLER Hannes,1978,SM35,C.S. CARABINIERI SEZ. ATLETICA,2 se- 1,Vaxjo,2013-03-16,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
38.35,MINUTIELLO Marco,1988,SM,ATLETICA MONZA,2 su- 1,Nizza,2014-01-04,https://www.fidal.it/atleta/MINUTIELLO-Marco/dq2RkpejcGo%3D,https://www.fidal.it/societa/ATLETICA-MONZA/MI710
