,punti TOT,100m,100m p,800m,800m p,atleta,link_atleta
2191,1226.0,13.61,666.0,161.09,560.0,ESPOSITO Camilla,https://www.fidal.it/atleta/ESPOSITO-Camilla/dK6RlpSkcWw%3D
2192,1226.0,12.67,828.0,176.55,398.0,CIOCCOLONI Veronica,https://www.fidal.it/atleta/CIOCCOLONI-Veronica/f6yRlpSfaGs%3D
2193,1226.0,28.3,607.0,156.02,619.0,MOKHLIS Basma,https://www.fidal.it/atleta/MOKHLIS-Basma/d6iRk5inbGU%3D
2194,1225.0,13.58,671.0,161.64,554.0,BINACCHI Sofia,https://www.fidal.it/atleta/BINACCHI-Sofia/erGRkpijaGM%3D
2195,1225.0,13.39,703.0,164.55,522.0,COSENTINO Marianna,https://www.fidal.it/atleta/COSENTINO-Marianna/haiRk5SoamY%3D
2196,1225.0,13.5,684.0,162.85,541.0,LANG Veronika,https://www.fidal.it/atleta/LANG-Veronika/iaiRkpehcWs%3D
2197,1225.0,30.52,446.0,143.28,779.0,FRANCESCHI Nicoletta,https://www.fidal.it/atleta/FRANCESCHI-Nicoletta/faqRkpKfcGo%3D
2198,1225.0,13.28,721.0,166.18,504.0,DEHBI Sara,https://www.fidal.it/atleta/DEHBI-Sara/eKyRkpahbGc%3D
2199,1225.0,13.64,661.0,160.74,564.0,SERINO Marta,https://www.fidal.it/atleta/SERINO-Marta/gKyRkpSla2w%3D
2200,1225.0,13.6,668.0,161.43,557.0,RITI Carina denisa,https://www.fidal.it/atleta/RITI-Carina-denisa/eKmRlJSnaGY%3D
2201,1224.0,27.32,685.0,163.01,539.0,ZANON Sofia,https://www.fidal.it/atleta/ZANON-Sofia/eKqRk5Oibms%3D
2202,1224.0,15.28,805.0,174.41,419.0,MORGANTI Nadia,https://www.fidal.it/atleta/MORGANTI-Nadia/dqqRkpKnaGw%3D
2203,1224.0,29.35,528.0,149.75,696.0,MONACA Francesca,https://www.fidal.it/atleta/MONACA-Francesca/drKRkpSna2g%3D
2204,1224.0,28.18,617.0,157.08,607.0,PAROLINI Chiara,https://www.fidal.it/atleta/PAROLINI-Chiara/dq2RlJqfbGM%3D
2205,1224.0,28.1,623.0,157.6,601.0,MENGHI Caterina,https://www.fidal.it/atleta/MENGHI-Caterina/erORkpKncWw%3D
2206,1224.0,13.5,684.0,162.91,540.0,IRACI Sabrina,https://www.fidal.it/atleta/IRACI-Sabrina/drKRkpufaWo%3D
2207,1224.0,13.52,681.0,162.65,543.0,GUARINO Matilde,https://www.fidal.it/atleta/GUARINO-Matilde/faqRkpSgbWU%3D
2208,1224.0,13.54,678.0,162.39,546.0,FERRERO Federica,https://www.fidal.it/atleta/FERRERO-Federica/dKuRk5agbGk%3D
2209,1224.0,13.62,665.0,161.19,559.0,SORRENTINO Claudia,https://www.fidal.it/atleta/SORRENTINO-Claudia/gKyRkpmma2Q%3D
2210,1224.0,12.68,826.0,176.56,398.0,CHILIN Francesca,https://www.fidal.it/atleta/CHILIN-Francesca/dKmRk5mmcGk%3D
2211,1223.0,27.96,634.0,158.59,589.0,PUDDU Alice,https://www.fidal.it/atleta/PUDDU-Alice/iKmRkpuicGg%3D
2212,1223.0,29.58,512.0,148.59,711.0,PODESTA' Anna,https://www.fidal.it/atleta/PODESTA-Anna/damRkpmib2o%3D
2213,1223.0,13.92,617.0,157.11,606.0,CARINI Elisabetta,https://www.fidal.it/atleta/CARINI-Elisabetta/faqRkpmkaGs%3D
2214,1223.0,29.18,541.0,150.91,682.0,GRECO Alessia,https://www.fidal.it/atleta/GRECO-Alessia/daqRkpKnb2g%3D
2215,1223.0,29.26,535.0,150.37,688.0,CHENANI Wafaa,https://www.fidal.it/atleta/CHENANI-Wafaa/dquRkpOmcGU%3D
2216,1223.0,29.25,536.0,150.44,687.0,URSO Morgana,https://www.fidal.it/atleta/URSO-Morgana/h62RkpOhbGw%3D
2217,1223.0,29.49,518.0,149.02,705.0,MEI Kimberly,https://www.fidal.it/atleta/MEI-Kimberly/eK2RkpKob2Q%3D
2218,1222.0,28.96,557.0,152.24,665.0,LUZI Valeria,https://www.fidal.it/atleta/LUZI-Valeria/drKRk5SgamM%3D
2219,1222.0,30.18,470.0,145.36,752.0,FERRO Ludovica,https://www.fidal.it/atleta/FERRO-Ludovica/f6yRkpuna2U%3D
2220,1222.0,13.16,742.0,168.39,480.0,SCHIOCCHET Chiara,https://www.fidal.it/atleta/SCHIOCCHET-Chiara/eKmRlJOma2c%3D
2221,1222.0,29.7,503.0,147.92,719.0,DI MELLA Elena,https://www.fidal.it/atleta/DI-MELLA-Elena/gaiRk5agaGw%3D
2222,1222.0,14.52,525.0,149.69,697.0,BARBARIOLI Alice,https://www.fidal.it/atleta/BARBARIOLI-Alice/dq2RlpWhaGg%3D
2223,1221.0,15.6,764.0,170.65,457.0,DI PAOLA Chiara,https://www.fidal.it/atleta/DI-PAOLA-Chiara/dqqRlpqmaGQ%3D
2224,1221.0,28.72,575.0,153.8,646.0,ZULIANI Matilde,https://www.fidal.it/atleta/ZULIANI-Matilde/eKAAARk5KgbGg%3D
2225,1221.0,14.25,566.0,153.04,655.0,ALTAFINI Greta,https://www.fidal.it/atleta/ALTAFINI-Greta/eK2RkpKob2o%3D
2226,1221.0,13.01,768.0,170.98,453.0,SELVA BONINO Ines,https://www.fidal.it/atleta/SELVA-BONINO-Ines/dKAAARlJSkcWM%3D
2227,1220.0,28.56,587.0,154.88,633.0,CESCA Chiara,https://www.fidal.it/atleta/CESCA-Chiara/e6iRk5agbmo%3D
2228,1220.0,12.94,780.0,172.26,440.0,LUGOBONI Arianna,https://www.fidal.it/atleta/LUGOBONI-Arianna/eKAAARk5ahbGQ%3D
2229,1220.0,29.1,547.0,151.61,673.0,FISICHELLA Rita,https://www.fidal.it/atleta/FISICHELLA-Rita/fqmRkpufcWo%3D
2230,1220.0,28.93,559.0,152.55,661.0,ZARRELLI Aleandra,https://www.fidal.it/atleta/ZARRELLI-Aleandra/f6iRmJulamk%3D
2231,1220.0,13.07,757.0,170.03,463.0,PAMBIANCO Clarissa,https://www.fidal.it/atleta/PAMBIANCO-Clarissa/eqiRlpiibWw%3D
2232,1220.0,29.37,527.0,149.98,693.0,PERLINI Beatrice,https://www.fidal.it/atleta/PERLINI-Beatrice/dquRkpSna2M%3D
2233,1219.0,13.4,701.0,164.86,518.0,MIGNINI Erika,https://www.fidal.it/atleta/MIGNINI-Erika/e6qRkpSnbmY%3D
2234,1219.0,28.37,602.0,156.24,617.0,CANI Clarissa,https://www.fidal.it/atleta/CANI-Clarissa/eqyRkpKobWQ%3D
2235,1219.0,29.09,548.0,151.72,671.0,CRAVERO Carol,https://www.fidal.it/atleta/CRAVERO-Carol/dKyRk5ikb2w%3D
2236,1219.0,15.29,804.0,174.82,415.0,BENVENUTI Giulia,https://www.fidal.it/atleta/BENVENUTI-Giulia/eqqRkpOfcWU%3D
2237,1219.0,29.08,548.0,151.72,671.0,BISSIATO Veronica,https://www.fidal.it/atleta/BISSIATO-Veronica/eKmRlJOiamg%3D
2238,1219.0,14.38,546.0,151.58,673.0,FLOREANI Claudia,https://www.fidal.it/atleta/FLOREANI-Claudia/drKRkpambWM%3D
2239,1219.0,30.45,451.0,144.14,768.0,GIACHI Chiara,https://www.fidal.it/atleta/GIACHI-Chiara/faiRk5miaGk%3D
2240,1219.0,27.72,653.0,160.57,566.0,PARIGI Federica,https://www.fidal.it/atleta/PARIGI-Federica/dKuRk5mfcGo%3D
2241,1219.0,12.73,817.0,176.15,402.0,BORRELLI Maya,https://www.fidal.it/atleta/BORRELLI-Maya/fbORkpKnbGU%3D
2242,1219.0,12.93,782.0,172.63,437.0,SANTAMBROGIO Chiara,https://www.fidal.it/atleta/SANTAMBROGIO-Chiara/dq2RlZOgbWo%3D
2243,1218.0,27.9,639.0,159.5,579.0,MARANGONI Eva,https://www.fidal.it/atleta/MARANGONI-Eva/e6yRkpKgbmo%3D
2244,1218.0,14.08,592.0,155.47,626.0,VITALE Elisa,https://www.fidal.it/atleta/VITALE-Elisa/faiSkpWlbmg%3D
2245,1218.0,13.33,713.0,166.05,505.0,NOE' Giuditta,https://www.fidal.it/atleta/NOE-Giuditta/dauRkpSlbmk%3D
2246,1218.0,12.51,857.0,180.49,361.0,ZAFRANI Francesca,https://www.fidal.it/atleta/ZAFRANI-Francesca/fqmRkpOjaGY%3D
2247,1218.0,14.55,521.0,149.67,697.0,HOTICO Palaga,https://www.fidal.it/atleta/HOTICO-Palaga/fqiRk5moaWU%3D
2248,1218.0,30.86,424.0,142.17,794.0,CILIBERTI Martina,https://www.fidal.it/atleta/CILIBERTI-Martina/eqyRkpSobGc%3D
2249,1218.0,28.79,570.0,153.64,648.0,FERRONATO Martina,https://www.fidal.it/atleta/FERRONATO-Martina/drKRkpqha2Q%3D
2250,1218.0,13.28,721.0,166.84,497.0,SALE Giovanna,https://www.fidal.it/atleta/SALE-Giovanna/iKiSmZqmbWs%3D
2251,1218.0,14.42,540.0,151.19,678.0,SETZU Silvia,https://www.fidal.it/atleta/SETZU-Silvia/iKmRkpShbWk%3D
2252,1217.0,13.79,637.0,159.39,580.0,DI MARCO Antonina,https://www.fidal.it/atleta/DI-MARCO-Antonina/h6iRlZWhaWY%3D
2253,1217.0,28.65,581.0,154.61,636.0,RAMBALDI Rossella,https://www.fidal.it/atleta/RAMBALDI-Rossella/iKiSmZajcWM%3D
2254,1217.0,28.45,596.0,155.92,621.0,NOLLI Elisa,https://www.fidal.it/atleta/NOLLI-Elisa/eqiRlJmmbGs%3D
2255,1217.0,28.14,620.0,157.89,597.0,MERLI Emma,https://www.fidal.it/atleta/MERLI-Emma/dquRlJSoamw%3D
2256,1217.0,31.62,375.0,138.63,842.0,FERRARI Lisa,https://www.fidal.it/atleta/FERRARI-Lisa/eqiRlZKka2M%3D
2257,1216.0,13.41,699.0,165.0,517.0,RAIOLA Ludovica,https://www.fidal.it/atleta/RAIOLA-Ludovica/fayRkpSja2Q%3D
2258,1216.0,30.31,461.0,145.18,755.0,AGRESTI Silvia,https://www.fidal.it/atleta/AGRESTI-Silvia/h6iRlpOgamo%3D
2259,1216.0,13.91,618.0,157.82,598.0,PORETTI Giulia,https://www.fidal.it/atleta/PORETTI-Giulia/erGRkpalamM%3D
2260,1216.0,28.6,584.0,154.92,632.0,PALANGHI Nicla,https://www.fidal.it/atleta/PALANGHI-Nicla/dquRkpKhaWw%3D
2261,1215.0,28.61,584.0,155.08,631.0,BASSANO Paola,https://www.fidal.it/atleta/BASSANO-Paola/dKiRkpSfa2k%3D
2262,1215.0,29.37,527.0,150.38,688.0,PANNUTO Lucia,https://www.fidal.it/atleta/PANNUTO-Lucia/faiSkpukaGo%3D
2263,1215.0,13.42,698.0,165.02,517.0,AGLIAUDI Adelaide,https://www.fidal.it/atleta/AGLIAUDI-Adelaide/dKAAARlJWncWc%3D
2264,1215.0,13.58,671.0,162.58,544.0,BIANCHI Carlotta,https://www.fidal.it/atleta/BIANCHI-Carlotta/dKmRk5imb2U%3D
2265,1215.0,28.44,597.0,156.11,618.0,ANNOVAZZI Alessia,https://www.fidal.it/atleta/ANNOVAZZI-Alessia/jKiRlJSnaWk%3D
2266,1214.0,12.73,817.0,176.62,397.0,GIUSTO Vittoria,https://www.fidal.it/atleta/GIUSTO-Vittoria/dayRkpKnbmw%3D
2267,1214.0,27.65,659.0,161.59,555.0,ALBERTINI Bianca,https://www.fidal.it/atleta/ALBERTINI-Bianca/e6qRkpSgamc%3D
2268,1214.0,12.98,773.0,172.22,441.0,TAGLIAPIETRA Giorgia,https://www.fidal.it/atleta/TAGLIAPIETRA-Giorgia/dKuRk5iobWc%3D
2269,1213.0,30.33,459.0,145.25,754.0,ROSI Angela,https://www.fidal.it/atleta/ROSI-Angela/f6iRl5OlbWU%3D
2270,1213.0,28.66,580.0,154.88,633.0,PAROLI Martina,https://www.fidal.it/atleta/PAROLI-Martina/dquRkpehbGU%3D
2271,1212.0,13.75,644.0,160.41,568.0,DEIDDA Rossella,https://www.fidal.it/atleta/DEIDDA-Rossella/iKiSmZafbmo%3D
2272,1212.0,27.83,644.0,160.45,568.0,LANTERNINI Debora,https://www.fidal.it/atleta/LANTERNINI-Debora/faiSkpaob2Q%3D
2273,1211.0,14.38,546.0,152.28,665.0,PIERALLINI Elena,https://www.fidal.it/atleta/PIERALLINI-Elena/fbGRkpOnbGM%3D
2274,1211.0,13.53,680.0,163.75,531.0,FABBRIS Erica,https://www.fidal.it/atleta/FABBRIS-Erica/eqmRkpijbmM%3D
2275,1211.0,29.7,503.0,148.8,708.0,LIRONCURTI Alessandra,https://www.fidal.it/atleta/LIRONCURTI-Alessandra/f6iRmJOnamc%3D
2276,1211.0,13.05,761.0,171.28,450.0,SANNA Ludovica,https://www.fidal.it/atleta/SANNA-Ludovica/iKmRk5WicGw%3D
2277,1211.0,28.89,562.0,153.56,649.0,VALENTINI Matilde,https://www.fidal.it/atleta/VALENTINI-Matilde/eqiRlpinaGY%3D
2278,1211.0,16.58,645.0,160.64,566.0,PADOVAN Anna,https://www.fidal.it/atleta/PADOVAN-Anna/eKmRlJOfbGg%3D
2279,1211.0,13.1,752.0,170.4,459.0,GUIDOTTI Paola,https://www.fidal.it/atleta/GUIDOTTI-Paola/e6qRkpSfbWY%3D
2280,1210.0,16.33,674.0,163.22,536.0,CABELLA Simona,https://www.fidal.it/atleta/CABELLA-Simona/damRkpanaGM%3D
2281,1210.0,16.61,641.0,160.35,569.0,MUELLER Monika,https://www.fidal.it/atleta/MUELLER-Monika/iaiRkpiicGw%3D
2282,1210.0,28.28,609.0,157.58,601.0,BREZZONI Tiziana,https://www.fidal.it/atleta/BREZZONI-Tiziana/eamRkpemamw%3D
2283,1210.0,13.87,625.0,158.91,585.0,DE ANGELIS Miriam,https://www.fidal.it/atleta/DE-ANGELIS-Miriam/gKmRkpOjb2o%3D
2284,1209.0,29.43,523.0,150.51,686.0,PASQUELLI Federica,https://www.fidal.it/atleta/PASQUELLI-Federica/fqiRkpmncGU%3D
2285,1209.0,13.95,612.0,157.89,597.0,CRIVELLI Giulia,https://www.fidal.it/atleta/CRIVELLI-Giulia/f6yRkpulcWM%3D
2286,1209.0,28.18,617.0,158.35,592.0,FERRANDO Matilde,https://www.fidal.it/atleta/FERRANDO-Matilde/dayRkpKibGM%3D
2287,1209.0,27.25,691.0,164.86,518.0,PASSAMONTI Sara,https://www.fidal.it/atleta/PASSAMONTI-Sara/f66RkpShaGM%3D
2288,1209.0,28.43,597.0,156.67,612.0,STRIZZI Silvia domiziana,https://www.fidal.it/atleta/STRIZZI-Silvia-domiziana/dKyRk5mkbGc%3D
2289,1208.0,13.65,660.0,162.2,548.0,MOKHTARI Fatiha,https://www.fidal.it/atleta/MOKHTARI-Fatiha/iaiRkpefaGk%3D
2290,1208.0,29.97,484.0,147.53,724.0,BARETTA Matilde,https://www.fidal.it/atleta/BARETTA-Matilde/eKyRlJOfbGY%3D
2291,1208.0,27.87,641.0,160.54,567.0,BALDARI Sali,https://www.fidal.it/atleta/BALDARI-Sali/faqRkpilaGM%3D
2292,1208.0,13.69,653.0,161.61,555.0,BONAGURA Valeria,https://www.fidal.it/atleta/BONAGURA-Valeria/f6yRlpKgamM%3D
2293,1208.0,14.26,564.0,153.98,644.0,PIERMARTINI Anna,https://www.fidal.it/atleta/PIERMARTINI-Anna/drKRk5imbms%3D
2294,1207.0,27.28,689.0,164.94,518.0,SPALLIERA Sara,https://www.fidal.it/atleta/SPALLIERA-Sara/f6iRmZahaGo%3D
2295,1207.0,27.41,678.0,163.91,529.0,BERTOZZI Rebecca,https://www.fidal.it/atleta/BERTOZZI-Rebecca/erGRkpWfbGs%3D
2296,1207.0,12.74,815.0,177.11,392.0,ZANEI Elisa,https://www.fidal.it/atleta/ZANEI-Elisa/d6iRkpSiaGM%3D
2297,1207.0,29.46,520.0,150.44,687.0,PRANDONI Elena,https://www.fidal.it/atleta/PRANDONI-Elena/dq2RlpKgbWg%3D
2298,1207.0,29.74,500.0,148.89,707.0,CARNEVALI Alice,https://www.fidal.it/atleta/CARNEVALI-Alice/erGRkpOkcGk%3D
2299,1206.0,14.15,581.0,155.51,625.0,PEREZ Veronica patricia,https://www.fidal.it/atleta/PEREZ-Veronica-patricia/dq2RlJmhbGs%3D
2300,1206.0,14.78,488.0,148.05,718.0,DI TOLLA Milena,https://www.fidal.it/atleta/DI-TOLLA-Milena/f6yRk5incGk%3D
2301,1206.0,13.95,612.0,158.18,594.0,LIBERTONE Laura,https://www.fidal.it/atleta/LIBERTONE-Laura/eqiRlpOkbmc%3D
2302,1206.0,12.8,805.0,176.24,401.0,DE PASQUALE Benedetta,https://www.fidal.it/atleta/DE-PASQUALE-Benedetta/f6qRkpKmaGY%3D
2303,1205.0,27.45,675.0,163.85,530.0,DORIGOTTI Clara,https://www.fidal.it/atleta/DORIGOTTI-Clara/iaiRk5mlcGc%3D
2304,1205.0,13.11,750.0,170.79,455.0,CORTI Chiara,https://www.fidal.it/atleta/CORTI-Chiara/dqmRl5Onb2Q%3D
2305,1205.0,13.53,680.0,164.25,525.0,CARCHESIO Francesca,https://www.fidal.it/atleta/CARCHESIO-Francesca/gaiRk5eoa2Y%3D
2306,1205.0,13.39,703.0,166.37,502.0,SOMMAGGIO Giada,https://www.fidal.it/atleta/SOMMAGGIO-Giada/eayRk5umaWg%3D
2307,1205.0,28.6,584.0,155.84,621.0,CASALE Matilde,https://www.fidal.it/atleta/CASALE-Matilde/dKuRk5ajb2Y%3D
2308,1205.0,28.56,587.0,156.12,618.0,UBERTO Fiorenza,https://www.fidal.it/atleta/UBERTO-Fiorenza/dKuRk5ekb2g%3D
2309,1205.0,14.77,489.0,148.17,716.0,BOGANA Elena,https://www.fidal.it/atleta/BOGANA-Elena/eKiRlZehcWs%3D
2310,1204.0,16.93,604.0,157.68,600.0,ROSA Lucia,https://www.fidal.it/atleta/ROSA-Lucia/dquRlJOoa2w%3D
2311,1204.0,28.05,627.0,159.62,577.0,REGINA Rosanna,https://www.fidal.it/atleta/REGINA-Rosanna/hKmRkpSiaGM%3D
2312,1204.0,13.12,749.0,170.87,455.0,BERTO Giovanna,https://www.fidal.it/atleta/BERTO-Giovanna/eK2RkpKocGo%3D
2313,1204.0,28.41,599.0,157.2,605.0,FERIGUTTI Sara,https://www.fidal.it/atleta/FERIGUTTI-Sara/eKqRkpWkcWY%3D
2314,1204.0,14.37,547.0,152.87,657.0,MARIANI Eugenia,https://www.fidal.it/atleta/MARIANI-Eugenia/dKmRk5ikb2Y%3D
2315,1204.0,13.35,709.0,167.02,495.0,BRESSAN Letizia,https://www.fidal.it/atleta/BRESSAN-Letizia/eKAAARkpqnbGg%3D
2316,1204.0,14.21,572.0,154.97,632.0,BEVIONE Michela,https://www.fidal.it/atleta/BEVIONE-Michela/dKyRk5mjbmw%3D
2317,1203.0,13.34,711.0,167.26,492.0,VIALETTO Veronica,https://www.fidal.it/atleta/VIALETTO-Veronica/eK6RkpqibGg%3D
2318,1203.0,12.65,831.0,179.23,372.0,BOLLINETTI Anita,https://www.fidal.it/atleta/BOLLINETTI-Anita/dquRkpqhbWQ%3D
2319,1203.0,29.78,498.0,149.03,705.0,SANTONICOLA Licia,https://www.fidal.it/atleta/SANTONICOLA-Licia/gK2Rkpahbmo%3D
2320,1203.0,13.5,684.0,164.8,519.0,BOTTO Matilde benedetta,https://www.fidal.it/atleta/BOTTO-Matilde-benedetta/dKyRlJqlbGc%3D
2321,1203.0,27.83,644.0,161.2,559.0,FASSOLI Viola,https://www.fidal.it/atleta/FASSOLI-Viola/dqqRmZalbGs%3D
2322,1203.0,14.16,579.0,155.61,624.0,GIUDICI Laura,https://www.fidal.it/atleta/GIUDICI-Laura/drKRkpejcGs%3D
2323,1203.0,14.45,536.0,152.12,667.0,PEIRONE Giulia,https://www.fidal.it/atleta/PEIRONE-Giulia/dKyRlJKhaGY%3D
2324,1203.0,29.25,536.0,152.11,667.0,MONDIN Francesca,https://www.fidal.it/atleta/MONDIN-Francesca/eKiRlZOjaGw%3D
2325,1203.0,29.28,534.0,151.91,669.0,COLOMBO Matilde,https://www.fidal.it/atleta/COLOMBO-Matilde/dK2RlJSmb2k%3D
2326,1203.0,12.4,877.0,184.32,326.0,MESSINA Antonella,https://www.fidal.it/atleta/MESSINA-Antonella/dq2Rk5mfaGk%3D
2327,1203.0,27.65,659.0,162.59,544.0,CAPOCCIA Giulia,https://www.fidal.it/atleta/CAPOCCIA-Giulia/fbGRkpKgamo%3D
2328,1202.0,28.89,562.0,154.28,640.0,BERNARDOTTI Elena,https://www.fidal.it/atleta/BERNARDOTTI-Elena/eK6Rk5ilbmw%3D
2329,1202.0,12.89,789.0,175.05,413.0,MECCA Karin,https://www.fidal.it/atleta/MECCA-Karin/dq2RlJSnb2g%3D
2330,1202.0,14.66,505.0,149.68,697.0,BOGA Grace,https://www.fidal.it/atleta/BOGA-Grace/drKRkpmnbGk%3D
2331,1202.0,13.5,684.0,164.94,518.0,NOLASCO Luisa,https://www.fidal.it/atleta/NOLASCO-Luisa/dayRkpWibmw%3D
2332,1202.0,29.36,528.0,151.53,674.0,CILLARIO Soraia,https://www.fidal.it/atleta/CILLARIO-Soraia/dKyRlZKmcGk%3D
2333,1202.0,13.17,740.0,170.15,462.0,ALIOTTA Giulia,https://www.fidal.it/atleta/ALIOTTA-Giulia/h6iRlZmmbGw%3D
2334,1202.0,14.48,531.0,151.77,671.0,GALLI Lucrezia,https://www.fidal.it/atleta/GALLI-Lucrezia/eq2RkpSna2g%3D
2335,1202.0,28.02,629.0,159.99,573.0,MOMO Costanza,https://www.fidal.it/atleta/MOMO-Costanza/dK6Rlpajbmo%3D
2336,1200.0,28.79,570.0,155.16,630.0,PERISSINOTTO Annamaria,https://www.fidal.it/atleta/PERISSINOTTO-Annamaria/eKyRk5qob2w%3D
2337,1200.0,29.99,483.0,148.12,717.0,MIGLIORI Marta,https://www.fidal.it/atleta/MIGLIORI-Marta/drKRk5OicWk%3D
2338,1200.0,28.4,600.0,157.62,600.0,PUZZI Elena,https://www.fidal.it/atleta/PUZZI-Elena/dq2RlJWgbmw%3D
2339,1200.0,15.02,454.0,145.82999999999998,746.0,BELLI Lucia,https://www.fidal.it/atleta/BELLI-Lucia/f6mRkpSjamo%3D
2340,1200.0,14.59,515.0,150.64,685.0,URGNANI Mara,https://www.fidal.it/atleta/URGNANI-Mara/dquRkpOncGU%3D
2341,1200.0,13.39,703.0,166.85,497.0,STORNI Elisa,https://www.fidal.it/atleta/STORNI-Elisa/dquRk5Kfa2Y%3D
2342,1200.0,13.41,699.0,166.45,501.0,SPITALE Stefania lucia,https://www.fidal.it/atleta/SPITALE-Stefania-lucia/h6iRlpOgbWo%3D
2343,1200.0,13.97,609.0,158.41,591.0,FIO' Francesca,https://www.fidal.it/atleta/FIO-Francesca/dKAAARk5mnbGc%3D
2344,1199.0,29.24,537.0,152.48,662.0,FERRARI Vittoria,https://www.fidal.it/atleta/FERRARI-Vittoria/eKAAARk5KnbmM%3D
2345,1199.0,29.29,533.0,152.15,666.0,FERRARI Martina,https://www.fidal.it/atleta/FERRARI-Martina/eqiRlZilb2s%3D
2346,1199.0,13.67,657.0,162.69,542.0,MONTORFANO Martina,https://www.fidal.it/atleta/MONTORFANO-Martina/eKAAARk5WkcGQ%3D
2347,1199.0,13.34,711.0,167.67,488.0,FIORIO Noemi,https://www.fidal.it/atleta/FIORIO-Noemi/eKAAARk5mhamQ%3D
2348,1199.0,14.1,589.0,156.85,610.0,CORSO Viola,https://www.fidal.it/atleta/CORSO-Viola/eauRk5elbWs%3D
2349,1199.0,13.81,634.0,160.72,565.0,BIANCHETTA Matilde,https://www.fidal.it/atleta/BIANCHETTA-Matilde/dK6Rl5ekb2Q%3D
2350,1199.0,14.03,599.0,157.66,600.0,NONINI Elisabetta,https://www.fidal.it/atleta/NONINI-Elisabetta/eayRk5mobGg%3D
2351,1198.0,28.01,630.0,160.41,568.0,KOSTNER Timea,https://www.fidal.it/atleta/KOSTNER-Timea/iaiRk5KnbWY%3D
2352,1198.0,27.37,681.0,164.96,517.0,RAGNI Rebecca,https://www.fidal.it/atleta/RAGNI-Rebecca/f6uRkpOiaWs%3D
2353,1198.0,28.84,566.0,154.99,632.0,FORMISANO Maria rosaria,https://www.fidal.it/atleta/FORMISANO-Maria-rosaria/gKyRkpSoaGo%3D
2354,1197.0,14.79,870.0,184.17,327.0,GOTTARDI Giulia,https://www.fidal.it/atleta/GOTTARDI-Giulia/eKAAARk5ejbWc%3D
2355,1197.0,14.08,592.0,157.2,605.0,CERVELLIN Agata,https://www.fidal.it/atleta/CERVELLIN-Agata/eK6RkpOlbms%3D
2356,1197.0,13.33,713.0,168.01,484.0,FERRARI Elisa,https://www.fidal.it/atleta/FERRARI-Elisa/d6iRk5ejb2w%3D
2357,1197.0,27.91,638.0,161.22,559.0,DI FONZO Silvia,https://www.fidal.it/atleta/DI-FONZO-Silvia/drKRkpimcWM%3D
2358,1197.0,27.98,632.0,160.7,565.0,RATTALINO Camilla,https://www.fidal.it/atleta/RATTALINO-Camilla/dKyRlJigaWY%3D
2359,1197.0,13.88,623.0,159.91,574.0,GENTILI Veronica,https://www.fidal.it/atleta/GENTILI-Veronica/f6uRkpOibmU%3D
2360,1196.0,15.27,806.0,177.41,390.0,PRIVITERA Francesca,https://www.fidal.it/atleta/PRIVITERA-Francesca/h6uRkpKjaWY%3D
2361,1196.0,13.84,629.0,160.5,567.0,LENTI Gaia,https://www.fidal.it/atleta/LENTI-Gaia/hK2RkpWfcGk%3D
2362,1196.0,14.28,939.0,192.54,257.0,CANALETTI Bianca maria,https://www.fidal.it/atleta/CANALETTI-Bianca-maria/gaiRk5KmaWY%3D
2363,1196.0,28.57,587.0,156.88,609.0,FIRMAMENTO Elisabetta,https://www.fidal.it/atleta/FIRMAMENTO-Elisabetta/gK2Rkpiibmo%3D
2364,1196.0,30.65,438.0,144.92,758.0,FRONGIA Michela,https://www.fidal.it/atleta/FRONGIA-Michela/iKmRkpShcGs%3D
2365,1196.0,28.51,591.0,157.2,605.0,ARNEODO Alessandra,https://www.fidal.it/atleta/ARNEODO-Alessandra/dK6Rlpaia2Y%3D
2366,1196.0,13.57,673.0,164.46,523.0,PAVARINO Gianna,https://www.fidal.it/atleta/PAVARINO-Gianna/dKyRlJukaGU%3D
2367,1195.0,13.7,652.0,162.68,543.0,DI GIUSTO Elisa,https://www.fidal.it/atleta/DI-GIUSTO-Elisa/dKAAARk5qhbWs%3D
2368,1195.0,27.13,701.0,167.11,494.0,GABOARDI Martina,https://www.fidal.it/atleta/GABOARDI-Martina/drKRkpmiaWU%3D
2369,1195.0,14.73,495.0,149.4,700.0,MALVEZZI Valentina,https://www.fidal.it/atleta/MALVEZZI-Valentina/dq2RlJikams%3D
2370,1195.0,31.94,355.0,138.78,840.0,AVIGO Laura,https://www.fidal.it/atleta/AVIGO-Laura/dqiRkpWhcWQ%3D
2371,1195.0,30.4,455.0,146.3,740.0,DORONZO Sabina,https://www.fidal.it/atleta/DORONZO-Sabina/hKmRkpOjbms%3D
2372,1195.0,27.56,666.0,163.91,529.0,SUSANA Elena,https://www.fidal.it/atleta/SUSANA-Elena/eKmRlJSibGM%3D
2373,1195.0,12.18,918.0,190.06,277.0,CURIONE Laura,https://www.fidal.it/atleta/CURIONE-Laura/dK2Rk5imb2w%3D
2374,1195.0,29.95,486.0,148.76,709.0,FARCI Carolina,https://www.fidal.it/atleta/FARCI-Carolina/iKiSmZqmbGU%3D
2375,1195.0,13.46,691.0,166.2,504.0,MALOSSI Marina,https://www.fidal.it/atleta/MALOSSI-Marina/eqiRlZaibWo%3D
