,punti TOT,100m,100m p,800m,800m p,atleta,link_atleta
654,1520.0,28.37,602.0,133.21,918.0,BAZZICALUPO Miriam,https://www.fidal.it/atleta/BAZZICALUPO-Miriam/daiRk5Wna2Q%3D
655,1520.0,27.8,647.0,136.38,873.0,AVOLEDO Fabiola,https://www.fidal.it/atleta/AVOLEDO-Fabiola/eaqRkpuhcWc%3D
656,1520.0,27.37,681.0,138.87,839.0,BECCARIA Federica,https://www.fidal.it/atleta/BECCARIA-Federica/daiRkpqlbmc%3D
657,1520.0,13.57,673.0,138.29,847.0,MIRIBUNG Sophia,https://www.fidal.it/atleta/MIRIBUNG-Sophia/iaiRk5OicWo%3D
658,1520.0,12.18,918.0,157.49,602.0,SANNINO Mariaelisa,https://www.fidal.it/atleta/SANNINO-Mariaelisa/gKiRlZKhamw%3D
659,1520.0,13.92,990.0,163.77,530.0,GATTI Alessia,https://www.fidal.it/atleta/GATTI-Alessia/dquRk5OfaWw%3D
660,1519.0,13.15,743.0,143.56,776.0,MANCINI Giada,https://www.fidal.it/atleta/MANCINI-Giada/f6iRl5WkcGU%3D
661,1519.0,12.31,894.0,155.53,625.0,BACCARIN Elena,https://www.fidal.it/atleta/BACCARIN-Elena/eKqRkpWjamg%3D
662,1519.0,25.93,803.0,148.17,716.0,BARCELLA Vittoria,https://www.fidal.it/atleta/BARCELLA-Vittoria/dqmRl5ufbGU%3D
663,1519.0,27.94,636.0,135.71,883.0,PANETTIERI Emma,https://www.fidal.it/atleta/PANETTIERI-Emma/dauRkpSfbWY%3D
664,1519.0,28.11,622.0,134.72,897.0,CORTESI Alice,https://www.fidal.it/atleta/CORTESI-Alice/dqmRl5qhcGY%3D
665,1519.0,13.24,728.0,142.41,791.0,SOLINAS Maria,https://www.fidal.it/atleta/SOLINAS-Maria/iKiRkpuobWQ%3D
666,1518.0,12.98,773.0,145.9,745.0,NESPOLI Marisabel,https://www.fidal.it/atleta/NESPOLI-Marisabel/dq2RlZahb2c%3D
667,1518.0,27.1,704.0,140.7,814.0,TORNAGHI Diana,https://www.fidal.it/atleta/TORNAGHI-Diana/dq2Rk5qlaGY%3D
668,1518.0,15.48,779.0,146.35,739.0,BINDIKU Sophie,https://www.fidal.it/atleta/BINDIKU-Sophie/dq2RlZqlcWM%3D
669,1518.0,26.25,775.0,146.07,743.0,BONANNI Valentina,https://www.fidal.it/atleta/BONANNI-Valentina/eKAAARk5WlcWo%3D
670,1518.0,11.91,970.0,162.21,548.0,DI CUONZO Stefania,https://www.fidal.it/atleta/DI-CUONZO-Stefania/eqAAARkpSgcWs%3D
671,1518.0,13.41,699.0,140.3,819.0,PETRUZZI Bianca maria,https://www.fidal.it/atleta/PETRUZZI-Bianca-maria/faiSkpKna2w%3D
672,1518.0,26.28,773.0,145.9,745.0,SALZANO Sara,https://www.fidal.it/atleta/SALZANO-Sara/f6iRlZqmcWk%3D
673,1517.0,28.55,588.0,132.45,929.0,SCRINZI Federica,https://www.fidal.it/atleta/SCRINZI-Federica/d6iRkpinb2M%3D
674,1517.0,26.66,740.0,143.46,777.0,PEZZOLI Eleonora,https://www.fidal.it/atleta/PEZZOLI-Eleonora/eqmRkpKfbWg%3D
675,1517.0,26.82,727.0,142.5,790.0,DORZ Martina,https://www.fidal.it/atleta/DORZ-Martina/drKRkpuhcWU%3D
676,1516.0,12.55,850.0,152.19,666.0,DI VARA Giorgia,https://www.fidal.it/atleta/DI-VARA-Giorgia/h6qRkpKgbWc%3D
677,1516.0,27.74,651.0,136.97,865.0,ZANELLA Erica,https://www.fidal.it/atleta/ZANELLA-Erica/drKRkpegbGc%3D
678,1514.0,27.2,695.0,140.36,819.0,MARCOLIN Anna,https://www.fidal.it/atleta/MARCOLIN-Anna/eKyRkpqjcWo%3D
679,1514.0,12.29,897.0,156.23,617.0,ZANON Veronica,https://www.fidal.it/atleta/ZANON-Veronica/eKqRkpOmb2k%3D
680,1514.0,14.95,848.0,152.15,666.0,BALDELLI Elisabetta,https://www.fidal.it/atleta/BALDELLI-Elisabetta/fqmRkpSfbGw%3D
681,1513.0,23.45,1034.0,168.57,479.0,GHERARDI Chiara,https://www.fidal.it/atleta/GHERARDI-Chiara/f6iRmZmna2k%3D
682,1513.0,12.96,776.0,146.55,737.0,RINALDI Valentina,https://www.fidal.it/atleta/RINALDI-Valentina/faqRkpunbWo%3D
683,1513.0,13.41,699.0,140.7,814.0,MAGNATERRA Elisabetta,https://www.fidal.it/atleta/MAGNATERRA-Elisabetta/eqiRlZmobmo%3D
684,1512.0,13.59,670.0,138.64,842.0,PAZZOGNA Elisa,https://www.fidal.it/atleta/PAZZOGNA-Elisa/fqmRkpelbmw%3D
685,1512.0,13.49,686.0,139.84,826.0,DAL PONT Anthea,https://www.fidal.it/atleta/DAL-PONT-Anthea/eKiRlZWnams%3D
686,1512.0,13.35,709.0,141.5,803.0,ULIANA Emilia,https://www.fidal.it/atleta/ULIANA-Emilia/eKyRk5uobmo%3D
687,1511.0,12.59,842.0,151.89,669.0,VALANZANO Selena,https://www.fidal.it/atleta/VALANZANO-Selena/eqiRlpOmbmQ%3D
688,1511.0,27.37,681.0,139.49,830.0,SALVADORI Sofia,https://www.fidal.it/atleta/SALVADORI-Sofia/d6iRlJakb2g%3D
689,1511.0,28.38,601.0,133.79,910.0,BALDINELLI Debora,https://www.fidal.it/atleta/BALDINELLI-Debora/e6iRk5mocWU%3D
690,1511.0,25.16,872.0,154.36,639.0,VOLONTERIO Grace,https://www.fidal.it/atleta/VOLONTERIO-Grace/dqmRmZeob2w%3D
691,1511.0,26.72,735.0,143.55,776.0,ROMANONI Simona,https://www.fidal.it/atleta/ROMANONI-Simona/drKRkpOmbGY%3D
692,1511.0,27.53,668.0,138.57,843.0,ALDRIGHETTI Elisa,https://www.fidal.it/atleta/ALDRIGHETTI-Elisa/eKAAARkpSoaGU%3D
693,1510.0,27.88,640.0,136.59,870.0,CONTI Sharon,https://www.fidal.it/atleta/CONTI-Sharon/f6iRmJaiamQ%3D
694,1510.0,26.23,777.0,146.82,733.0,CIPRIANI Vanessa,https://www.fidal.it/atleta/CIPRIANI-Vanessa/f6yRkpeka2k%3D
695,1509.0,25.75,819.0,150.25,690.0,FALLETI Benedetta,https://www.fidal.it/atleta/FALLETI-Benedetta/dK6Rl5ekb2k%3D
696,1509.0,28.06,626.0,135.68,883.0,SOMMADOSSI Maria vittoria,https://www.fidal.it/atleta/SOMMADOSSI-Maria-vittoria/d6iRk5uoa2U%3D
697,1509.0,26.96,715.0,142.19,794.0,MELI Anita,https://www.fidal.it/atleta/MELI-Anita/dqiRlpqob2k%3D
698,1509.0,24.89,897.0,156.66,612.0,GIGLIOTTI Maria,https://www.fidal.it/atleta/GIGLIOTTI-Maria/dK6RlJmicGQ%3D
699,1509.0,24.85,901.0,157.0,608.0,MAMBELLA Benedetta,https://www.fidal.it/atleta/MAMBELLA-Benedetta/gauRkpSibWo%3D
700,1509.0,26.22,778.0,146.99,731.0,ERCOLI Paola,https://www.fidal.it/atleta/ERCOLI-Paola/dqqRl5OhcWw%3D
701,1508.0,15.33,799.0,148.74,709.0,SCIARRETTA Francesca,https://www.fidal.it/atleta/SCIARRETTA-Francesca/gaqRkpKgbmQ%3D
702,1508.0,27.16,699.0,141.05,809.0,CAMERIN Veronica,https://www.fidal.it/atleta/CAMERIN-Veronica/eKyRkpmobGw%3D
703,1507.0,13.22,731.0,143.58,776.0,BELLINA Sofia,https://www.fidal.it/atleta/BELLINA-Sofia/eauRkpqicWo%3D
704,1507.0,14.52,906.0,157.54,601.0,ZOTTI Lucia,https://www.fidal.it/atleta/ZOTTI-Lucia/eaqRkpmkb2Q%3D
705,1507.0,12.89,789.0,148.02,718.0,DE CARO Carlotta,https://www.fidal.it/atleta/DE-CARO-Carlotta/eayRk5emcWk%3D
706,1507.0,13.11,750.0,144.97,757.0,MAFFIONE Elisa,https://www.fidal.it/atleta/MAFFIONE-Elisa/hKmRk5KlcGs%3D
707,1506.0,27.59,664.0,138.64,842.0,BEVILACQUA Flavia,https://www.fidal.it/atleta/BEVILACQUA-Flavia/f6yRlZWgbmU%3D
708,1506.0,12.45,868.0,154.45,638.0,PAINI Lisa,https://www.fidal.it/atleta/PAINI-Lisa/eqmRkpOnaGY%3D
709,1505.0,28.23,613.0,135.06,892.0,BETTONTE Lavinia,https://www.fidal.it/atleta/BETTONTE-Lavinia/dK6Rl5Wga2Y%3D
710,1505.0,26.59,746.0,144.8,759.0,SCIMIA Valeria,https://www.fidal.it/atleta/SCIMIA-Valeria/f6yRlZWgcGU%3D
711,1505.0,14.89,856.0,153.56,649.0,CITO Maria,https://www.fidal.it/atleta/CITO-Maria/hKyRkpKma2s%3D
712,1505.0,26.01,796.0,148.74,709.0,CURTO Arianna,https://www.fidal.it/atleta/CURTO-Arianna/dK6RlJqnaGo%3D
713,1504.0,13.52,681.0,140.06,823.0,CESTARI Valeria,https://www.fidal.it/atleta/CESTARI-Valeria/d6iRkpumaWw%3D
714,1504.0,15.6,764.0,146.33,740.0,RONCORONI Martina michela,https://www.fidal.it/atleta/RONCORONI-Martina-michela/dq2RlJqjbmY%3D
715,1504.0,28.23,613.0,135.15,891.0,DI VARA Melania,https://www.fidal.it/atleta/DI-VARA-Melania/dqiRkpiicWM%3D
716,1503.0,13.32,715.0,142.63,788.0,PICCIANI Giorgia,https://www.fidal.it/atleta/PICCIANI-Giorgia/gaqRkpOnbmw%3D
717,1503.0,15.7,751.0,145.35,752.0,ROCCIA Anna,https://www.fidal.it/atleta/ROCCIA-Anna/dKyRlJqicWw%3D
718,1502.0,26.94,717.0,142.89,785.0,MAGNANI Maria elena,https://www.fidal.it/atleta/MAGNANI-Maria-elena/erORkpOkaGc%3D
719,1502.0,29.16,542.0,130.32,960.0,LUZZANA Ilaria,https://www.fidal.it/atleta/LUZZANA-Ilaria/dqmRmJOoaWY%3D
720,1501.0,13.0,769.0,146.92,732.0,FRISINI Maria luna,https://www.fidal.it/atleta/FRISINI-Maria-luna/hKiSmpOia2U%3D
721,1501.0,15.16,821.0,151.07,680.0,CASTELLAN Evelyn,https://www.fidal.it/atleta/CASTELLAN-Evelyn/eKmRlJaocGk%3D
722,1501.0,13.82,632.0,136.69,869.0,BAROZZI Camilla,https://www.fidal.it/atleta/BAROZZI-Camilla/drKRkpima2Y%3D
723,1500.0,27.31,686.0,140.7,814.0,AMORUSO Vittoria lourdes,https://www.fidal.it/atleta/AMORUSO-Vittoria-lourdes/hKmRkpuncGg%3D
724,1500.0,13.24,728.0,143.85,772.0,DELL'AVERSANA Lea,https://www.fidal.it/atleta/DELL-AVERSANA-Lea/gKiRlZambWQ%3D
725,1500.0,12.98,773.0,147.28,727.0,MANCIN Giorgia,https://www.fidal.it/atleta/MANCIN-Giorgia/eqqRkpKfaGo%3D
726,1500.0,25.59,833.0,152.11,667.0,GRECO Ludovica,https://www.fidal.it/atleta/GRECO-Ludovica/f6yRlZWmamY%3D
727,1500.0,28.07,625.0,136.29,875.0,CAMORALI Carlotta,https://www.fidal.it/atleta/CAMORALI-Carlotta/eq6Rkpeiams%3D
728,1500.0,13.93,615.0,135.53,885.0,MALUGANI Celestina,https://www.fidal.it/atleta/MALUGANI-Celestina/daiUlpOkbWw%3D
729,1499.0,13.32,715.0,142.95,784.0,SORGI Alessia,https://www.fidal.it/atleta/SORGI-Alessia/dqAAARl5SnbGg%3D
730,1499.0,27.76,650.0,138.17,849.0,RUSSO Vanessa,https://www.fidal.it/atleta/RUSSO-Vanessa/iaiRk5ehbWs%3D
731,1497.0,27.17,698.0,141.85,799.0,BALDI Stefania,https://www.fidal.it/atleta/BALDI-Stefania/dqiRkpigaWc%3D
732,1497.0,14.52,906.0,158.47,591.0,ZANELLATI Martina,https://www.fidal.it/atleta/ZANELLATI-Martina/dq2Rl5akbmc%3D
733,1497.0,26.69,738.0,144.8,759.0,DI BITONTO Ludovica,https://www.fidal.it/atleta/DI-BITONTO-Ludovica/eqyRkpWlbWo%3D
734,1497.0,13.47,689.0,141.15,808.0,VIGNALI Elena,https://www.fidal.it/atleta/VIGNALI-Elena/daiUlpWlbWU%3D
735,1497.0,12.52,855.0,154.11,642.0,CORBELLA Gaia,https://www.fidal.it/atleta/CORBELLA-Gaia/drKRkpSjamo%3D
736,1496.0,27.41,678.0,140.37,818.0,PETTIROSSO Sara,https://www.fidal.it/atleta/PETTIROSSO-Sara/dauRkpOmb2Y%3D
737,1496.0,12.65,831.0,152.25,665.0,VIRGILIO Linda,https://www.fidal.it/atleta/VIRGILIO-Linda/eayRk5mjamk%3D
738,1496.0,13.25,726.0,144.0,770.0,PIOVESAN Sara,https://www.fidal.it/atleta/PIOVESAN-Sara/dq2RlZifcWo%3D
739,1496.0,12.93,782.0,148.3,714.0,ZERBONI Valentina,https://www.fidal.it/atleta/ZERBONI-Valentina/eKAAARkpOfcWw%3D
740,1495.0,15.47,781.0,148.31,714.0,CROCE Pamela,https://www.fidal.it/atleta/CROCE-Pamela/d6iRk5ioaWg%3D
741,1495.0,14.15,581.0,133.53,914.0,VETTOR Giulia,https://www.fidal.it/atleta/VETTOR-Giulia/eqiRlpWkcGM%3D
742,1495.0,27.25,691.0,141.48,804.0,MANENTI Carla,https://www.fidal.it/atleta/MANENTI-Carla/dqiRlZmgbGo%3D
743,1495.0,26.99,713.0,143.11,782.0,MAMBELLA Ludovica,https://www.fidal.it/atleta/MAMBELLA-Ludovica/gauRkpSfa2w%3D
744,1494.0,14.57,899.0,158.1,595.0,CRIPPA Chiara,https://www.fidal.it/atleta/CRIPPA-Chiara/dqmRl5Kibmg%3D
745,1494.0,26.46,757.0,146.55,737.0,ZUCCON Ilaria,https://www.fidal.it/atleta/ZUCCON-Ilaria/eKiRlJuma2c%3D
746,1494.0,25.82,813.0,150.95,681.0,CATTANEO Ilaria,https://www.fidal.it/atleta/CATTANEO-Ilaria/drKRk5OfaWg%3D
747,1494.0,26.71,736.0,144.92,758.0,CORINNA Gaia,https://www.fidal.it/atleta/CORINNA-Gaia/hKmRkpaocGM%3D
748,1493.0,26.13,786.0,148.87,707.0,BACCI Eleonora,https://www.fidal.it/atleta/BACCI-Eleonora/faiSkpukbWs%3D
749,1493.0,13.4,701.0,142.31,792.0,MORATO Anna,https://www.fidal.it/atleta/MORATO-Anna/eKqRkpqocWk%3D
750,1493.0,27.04,708.0,142.88,785.0,TRABONA Ludovica,https://www.fidal.it/atleta/TRABONA-Ludovica/dqqRmJeobGk%3D
751,1493.0,25.41,850.0,154.04,643.0,GARBERO Erica teresa,https://www.fidal.it/atleta/GARBERO-Erica-teresa/dKuRk5ajb2U%3D
752,1493.0,27.95,635.0,137.51,858.0,SARCUNI Sabina,https://www.fidal.it/atleta/SARCUNI-Sabina/hamRkpKmbmg%3D
753,1493.0,27.71,654.0,138.84,839.0,OLIARO Giulia,https://www.fidal.it/atleta/OLIARO-Giulia/dK6RlZOgamk%3D
754,1493.0,13.12,749.0,145.99,744.0,CERUTI Gaia,https://www.fidal.it/atleta/CERUTI-Gaia/dq2Rlpaia2Y%3D
755,1492.0,27.91,638.0,137.79,854.0,SABATINI Ilaria,https://www.fidal.it/atleta/SABATINI-Ilaria/f6yRlJWmaWY%3D
756,1491.0,12.65,831.0,152.69,660.0,BERTI Francesca,https://www.fidal.it/atleta/BERTI-Francesca/faiRm5umbGs%3D
757,1491.0,27.07,706.0,142.85,785.0,BOBBO Sara,https://www.fidal.it/atleta/BOBBO-Sara/eK2Rk5OfbWY%3D
758,1491.0,13.59,670.0,140.22,821.0,SALA Cinzia inonge,https://www.fidal.it/atleta/SALA-Cinzia-inonge/dq2RlJWja2Q%3D
759,1491.0,27.67,657.0,139.2,834.0,DE AMICIS Monica,https://www.fidal.it/atleta/DE-AMICIS-Monica/daiUlpaiaWk%3D
760,1491.0,13.08,755.0,146.64,736.0,CECCARELLI Chiara,https://www.fidal.it/atleta/CECCARELLI-Chiara/f6iRl5ahb2Q%3D
761,1490.0,27.71,654.0,139.1,836.0,TOCCAFONDI Sara,https://www.fidal.it/atleta/TOCCAFONDI-Sara/faqRkpunb2c%3D
762,1490.0,26.43,760.0,147.07,730.0,MASONI Federica,https://www.fidal.it/atleta/MASONI-Federica/fa2RkpOhaWY%3D
763,1490.0,26.52,752.0,146.44,738.0,DE CASSAN Mara,https://www.fidal.it/atleta/DE-CASSAN-Mara/eauRk5OgcGo%3D
764,1490.0,28.45,596.0,134.9,894.0,ANTONELLI Benedetta,https://www.fidal.it/atleta/ANTONELLI-Benedetta/f6yRkpeoa2Q%3D
765,1490.0,27.3,687.0,141.53,803.0,DE FRANCISCO Samantha,https://www.fidal.it/atleta/DE-FRANCISCO-Samantha/f6iRmZqicGY%3D
766,1490.0,12.55,850.0,154.28,640.0,FASOLI Denise,https://www.fidal.it/atleta/FASOLI-Denise/gauRkpSocGc%3D
767,1490.0,12.77,810.0,151.02,680.0,IMPERIAL Arianna,https://www.fidal.it/atleta/IMPERIAL-Arianna/jKiRlJWlaWQ%3D
768,1490.0,27.61,662.0,139.69,828.0,PASCON Paola,https://www.fidal.it/atleta/PASCON-Paola/eKiRlZWnaGQ%3D
769,1490.0,27.11,703.0,142.7,787.0,VESTIDELLO Emma,https://www.fidal.it/atleta/VESTIDELLO-Emma/eKqRkpumcWs%3D
770,1489.0,27.62,661.0,139.68,828.0,INVERNIZZI Francesca,https://www.fidal.it/atleta/INVERNIZZI-Francesca/dq2Rk5inb2c%3D
771,1489.0,26.37,765.0,147.51,724.0,ROSSETTI Michela,https://www.fidal.it/atleta/ROSSETTI-Michela/e6iRkpigcWo%3D
772,1489.0,13.26,725.0,144.46,764.0,RAVIZZOTTI Elisa,https://www.fidal.it/atleta/RAVIZZOTTI-Elisa/dqiRlpagamQ%3D
773,1489.0,13.33,713.0,143.56,776.0,MUSCAS Chiara,https://www.fidal.it/atleta/MUSCAS-Chiara/iKiSmZuhamo%3D
774,1489.0,26.55,750.0,146.38,739.0,SALVETTI Elena vanessa,https://www.fidal.it/atleta/SALVETTI-Elena-vanessa/dqiRlZqmbmg%3D
775,1488.0,28.55,588.0,134.49,900.0,MANFREDELLI Alessia,https://www.fidal.it/atleta/MANFREDELLI-Alessia/haiRk5KlcWk%3D
776,1488.0,14.06,595.0,134.96,893.0,RUDELLI Greta,https://www.fidal.it/atleta/RUDELLI-Greta/dqmRlpqgbWM%3D
777,1488.0,12.96,776.0,148.48,712.0,FASULO Angela,https://www.fidal.it/atleta/FASULO-Angela/gKuRkpKibmU%3D
778,1488.0,26.32,769.0,147.92,719.0,KIER Angela,https://www.fidal.it/atleta/KIER-Angela/iaiRk5SgbWc%3D
779,1488.0,27.48,672.0,140.55,816.0,BERETTA Sara,https://www.fidal.it/atleta/BERETTA-Sara/dqiRlpKjbmk%3D
780,1487.0,27.96,634.0,137.82,853.0,TROTTI Elena,https://www.fidal.it/atleta/TROTTI-Elena/dqqRl5qnbWw%3D
781,1487.0,15.91,725.0,144.58,762.0,ARMENTI Gloria,https://www.fidal.it/atleta/ARMENTI-Gloria/g6qRkpKmb2M%3D
782,1487.0,13.07,757.0,147.07,730.0,SPADARO Margherita,https://www.fidal.it/atleta/SPADARO-Margherita/eauRkpukaWQ%3D
783,1487.0,15.73,748.0,146.38,739.0,GILARDONI Valentina,https://www.fidal.it/atleta/GILARDONI-Valentina/dquRk5OjbGc%3D
784,1487.0,26.34,768.0,147.94,719.0,DEGL'INNOCENTI Arianna,https://www.fidal.it/atleta/DEGL-INNOCENTI-Arianna/fbORkpKhbGU%3D
785,1487.0,12.77,810.0,151.27,677.0,MANGANO Gaia,https://www.fidal.it/atleta/MANGANO-Gaia/h66RkpSkbWM%3D
786,1486.0,12.9,787.0,149.49,699.0,OPPI Sara,https://www.fidal.it/atleta/OPPI-Sara/drKRkpOocGk%3D
787,1486.0,28.67,579.0,133.96,907.0,SIMONINI Lea,https://www.fidal.it/atleta/SIMONINI-Lea/daiUlpimaGc%3D
788,1486.0,26.98,713.0,143.79,773.0,CARONTI Susanna,https://www.fidal.it/atleta/CARONTI-Susanna/dqAAARl5eibGM%3D
789,1486.0,13.45,693.0,142.26,793.0,CURATOLO Angelica,https://www.fidal.it/atleta/CURATOLO-Angelica/dq2RlpSlcWs%3D
790,1486.0,28.05,627.0,137.38,859.0,LEIDI Valeria,https://www.fidal.it/atleta/LEIDI-Valeria/f6iRmJmocWs%3D
791,1486.0,27.21,694.0,142.34,792.0,ROMANO' Irene,https://www.fidal.it/atleta/ROMANO-Irene/dqiRlZikcWs%3D
792,1485.0,27.39,680.0,141.38,805.0,CALDARELLI Viola,https://www.fidal.it/atleta/CALDARELLI-Viola/faiRm5WfbWM%3D
793,1485.0,28.16,618.0,136.83,867.0,DOTTORI Irene,https://www.fidal.it/atleta/DOTTORI-Irene/eqiRlZimb2w%3D
794,1485.0,15.94,722.0,144.56,763.0,SFULCINI Chiara,https://www.fidal.it/atleta/SFULCINI-Chiara/eqiRlZmgaGk%3D
795,1485.0,12.71,821.0,152.32,664.0,SCIURBA Silvia,https://www.fidal.it/atleta/SCIURBA-Silvia/eKqRkpekcGk%3D
796,1485.0,13.85,628.0,137.59,857.0,BORTOLIN Marta,https://www.fidal.it/atleta/BORTOLIN-Marta/dLKRk5WhbWw%3D
797,1485.0,12.97,775.0,148.66,710.0,STRACCIA Sofia,https://www.fidal.it/atleta/STRACCIA-Sofia/e6qRkpSfaWc%3D
798,1484.0,26.98,713.0,143.93,771.0,CERIANI Martina,https://www.fidal.it/atleta/CERIANI-Martina/drKRkpmgcGo%3D
799,1484.0,15.36,795.0,150.32,689.0,ACQUADRO PACERA Giulia,https://www.fidal.it/atleta/ACQUADRO-PACERA-Giulia/dKAAARlJOmaWo%3D
800,1483.0,14.92,852.0,155.02,631.0,NEBULONI Mirea,https://www.fidal.it/atleta/NEBULONI-Mirea/dq2RlpeicGQ%3D
801,1483.0,28.0,631.0,137.94,852.0,SERRA Francesca,https://www.fidal.it/atleta/SERRA-Francesca/iKmRk5Oib2U%3D
802,1483.0,28.04,628.0,137.72,855.0,SALVATORE Claudia,https://www.fidal.it/atleta/SALVATORE-Claudia/f6iRlJOhcGg%3D
803,1482.0,12.83,799.0,150.83,683.0,MANZONI Alice,https://www.fidal.it/atleta/MANZONI-Alice/dqmRl5qncWk%3D
804,1482.0,13.33,713.0,144.04,769.0,TOZZATO Agnese,https://www.fidal.it/atleta/TOZZATO-Agnese/eKyRkpiha2c%3D
805,1482.0,25.72,822.0,152.68,660.0,CARAVAGGI ESPOSITO Diana,https://www.fidal.it/atleta/CARAVAGGI-ESPOSITO-Diana/iaiRk5OjaWo%3D
806,1482.0,12.78,808.0,151.54,674.0,D'OTTAVIO Domiziana,https://www.fidal.it/atleta/D-OTTAVIO-Domiziana/f66RkpKncGg%3D
807,1481.0,27.55,667.0,140.71,814.0,PROSPERI Lara,https://www.fidal.it/atleta/PROSPERI-Lara/e6qRkpSiaGg%3D
808,1481.0,13.2,735.0,145.87,746.0,CORENZI Alisia,https://www.fidal.it/atleta/CORENZI-Alisia/eqiRk5uocGM%3D
809,1481.0,13.42,698.0,142.98,783.0,ERMICE Rossella,https://www.fidal.it/atleta/ERMICE-Rossella/f6yRlJSjaGo%3D
810,1479.0,12.97,775.0,149.1,704.0,RAFFIN Giada,https://www.fidal.it/atleta/RAFFIN-Giada/eaqRk5Omb2s%3D
811,1479.0,13.71,650.0,139.59,829.0,DI GRAZIA Federica,https://www.fidal.it/atleta/DI-GRAZIA-Federica/eKiRlZeiamk%3D
812,1479.0,12.65,831.0,153.62,648.0,IDDRISSOU Fatimatu,https://www.fidal.it/atleta/IDDRISSOU-Fatimatu/dqqRl5mga2M%3D
813,1479.0,28.8,569.0,133.78,910.0,MELLE Maddalena laura,https://www.fidal.it/atleta/MELLE-Maddalena-laura/iaiRk5SgaGw%3D
814,1479.0,13.1,752.0,147.32,727.0,LAGO Sara,https://www.fidal.it/atleta/LAGO-Sara/iaiRkpekbGM%3D
815,1478.0,26.91,719.0,144.83,759.0,SOMMOVIGO Rebecca,https://www.fidal.it/atleta/SOMMOVIGO-Rebecca/dauRkpOibWU%3D
816,1478.0,13.36,708.0,144.0,770.0,GIANCATERINO Viola,https://www.fidal.it/atleta/GIANCATERINO-Viola/f6yRlZSmbmQ%3D
817,1478.0,12.37,883.0,158.06,595.0,COCO Alexandra,https://www.fidal.it/atleta/COCO-Alexandra/hKuRkpWhbWo%3D
818,1478.0,12.89,789.0,150.32,689.0,ROBERTO Federica,https://www.fidal.it/atleta/ROBERTO-Federica/eqiRlpWoaGk%3D
819,1478.0,13.47,689.0,142.57,789.0,TOMMESANI Sara,https://www.fidal.it/atleta/TOMMESANI-Sara/eqmRkpOkbmo%3D
820,1478.0,27.36,682.0,142.04,796.0,GALLORINI Emma tiruneshe,https://www.fidal.it/atleta/GALLORINI-Emma-tiruneshe/fbKRkpSibWw%3D
821,1478.0,26.5,754.0,147.56,724.0,MASTRONICOLA Kasia,https://www.fidal.it/atleta/MASTRONICOLA-Kasia/f62RkpemaGM%3D
822,1478.0,26.84,725.0,145.3,753.0,CHIARI Letizia,https://www.fidal.it/atleta/CHIARI-Letizia/drKRkpOia2U%3D
823,1476.0,27.03,709.0,144.25,767.0,VIVOLI Ester,https://www.fidal.it/atleta/VIVOLI-Ester/faiSkpKibWw%3D
824,1476.0,28.09,624.0,137.94,852.0,SCHIFF Giulia jasmine,https://www.fidal.it/atleta/SCHIFF-Giulia-jasmine/eK2Rk5Sia2s%3D
825,1476.0,28.37,602.0,136.35,874.0,INGRASSIA Silvia,https://www.fidal.it/atleta/INGRASSIA-Silvia/h6iRlpSocGo%3D
826,1476.0,12.76,812.0,152.3,664.0,GENTILI Eleonora,https://www.fidal.it/atleta/GENTILI-Eleonora/faqRkpWibWM%3D
827,1476.0,15.3,802.0,151.5,674.0,RIVA Elena,https://www.fidal.it/atleta/RIVA-Elena/dquRkpqkb2M%3D
828,1475.0,13.04,762.0,148.41,713.0,GALVAGNINI Sofia,https://www.fidal.it/atleta/GALVAGNINI-Sofia/d6iRk5ufaGw%3D
829,1475.0,13.47,689.0,142.78,786.0,UNTERBERGER Katharina,https://www.fidal.it/atleta/UNTERBERGER-Katharina/iaiRk5ena2s%3D
830,1475.0,28.31,607.0,136.73,868.0,FORASTIERO Giorgia,https://www.fidal.it/atleta/FORASTIERO-Giorgia/f6yRk5uoaWo%3D
831,1475.0,27.7,655.0,140.24,820.0,SEVERINI Giulia,https://www.fidal.it/atleta/SEVERINI-Giulia/fbGRkpOhb2s%3D
832,1475.0,28.04,628.0,138.27,847.0,PASE Giorgia,https://www.fidal.it/atleta/PASE-Giorgia/eauRk5WfamU%3D
833,1474.0,13.69,653.0,140.21,821.0,GUERRUCCI Chiara,https://www.fidal.it/atleta/GUERRUCCI-Chiara/f6iRl5qoa2Q%3D
834,1474.0,14.09,590.0,135.59,884.0,RICCI Sophia,https://www.fidal.it/atleta/RICCI-Sophia/faiSkpela2w%3D
835,1474.0,14.74,876.0,157.8,598.0,TAVCAR Mateja,https://www.fidal.it/atleta/TAVCAR-Mateja/eauRk5OiaWY%3D
836,1474.0,14.46,914.0,161.17000000000002,560.0,CAMPLONE Christine anelisa,https://www.fidal.it/atleta/CAMPLONE-Christine-anelisa/gauRkpOobWk%3D
837,1473.0,27.52,669.0,141.45,804.0,FANTINI Jessica,https://www.fidal.it/atleta/FANTINI-Jessica/equRkpSnbGg%3D
838,1473.0,15.09,830.0,154.05,643.0,RONCHETTI Sofia,https://www.fidal.it/atleta/RONCHETTI-Sofia/dq2Rk5Sfamw%3D
839,1473.0,27.24,692.0,143.17,781.0,BIAZZI Arianna,https://www.fidal.it/atleta/BIAZZI-Arianna/drKRkpmobmM%3D
