punteggio,prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
879,1.96,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,3 su- 1,Vittorio Veneto,2024-09-15,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
879,1.96,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,1 su- 1,Bassano Del Grappa,2015-05-17,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,2 su- 1,Rossano Veneto,2008-09-07,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,1 su- 1,Cles,2021-09-25,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,1 su- 1,Bovolone,2008-09-21,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,DE PAOLI Camilla,2005,JF,ANA ATL.FELTRE,1 su- 1,Feltre,2023-07-01,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,2 se- 1,Piombino Dese,2008-06-05,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,DE PAOLI Camilla,2005,JF,ANA ATL.FELTRE,7 su- 1,Grosseto,2023-07-22,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878,1.65,DE PAOLI Camilla,2005,JF,ANA ATL.FELTRE,3 su- 1,Firenze,2023-06-24,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,1.95,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,3 su- 1,Montebelluna,2013-05-05,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,1.95,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,1 se- 1,Belluno,2013-08-22,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 su- 1,Ravenna,2007-10-12,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,2 su- 1,Modena,2021-09-08,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,2 su- 1,Padova,2022-05-01,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,6 su- 1,Bressanone,2022-05-29,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
868,1.64,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,1 se- 1,Belluno,2008-06-21,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,2 su- 1,Feltre,2013-06-22,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,1 su- 1,Feltre,2014-06-21,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,2 su- 1,Codroipo,2013-05-04,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,12 su- 1,Rieti,2013-06-15,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,3 su- 1,Bassano Del Grappa,2013-09-22,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,5 su- 1,Marcon,2012-05-06,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,6 su- 1,Arco,2013-07-20,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
862,1.94,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,4 su- 1,Rovigo,2013-09-07,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,2 su- 1,Modena,2022-04-25,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 su- 1,Verona,2007-06-03,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,1 su- 1,Clinton,2023-04-28,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,1 se- 1,Vicenza,2017-05-30,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,D'ALBERTO Elena,2000,JF,ANA ATL.FELTRE,7 su- 1,Bussolengo,2018-05-26,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,1.63,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,1 su- 1,Abano Terme,2008-05-24,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
853,1.93,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,6 se- 1,Padova,2013-05-23,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
853,1.93,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,3 su- 1,Caorle,2014-05-18,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
849,1.62,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 su- 1,Conegliano,2007-04-25,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
844,1.92,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,3 su- 1,Trento,2013-06-09,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840,1.61,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,3 su- 1,Jonesboro,2023-04-22,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,3 su- 1,Bassano Del Grappa,2013-09-22,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,5 su- 1,Pordenone,2013-06-19,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,3 su- 1,Marcon,2015-05-10,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,2 su- 1,Bastia Umbra,2012-06-24,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,2 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,3 su- 1,Feltre,2013-06-22,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,1 su- 1,Feltre,2024-08-28,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
836,1.91,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,2 su- 1,Merano,2014-05-24,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,1 su- 1,Feltre,2017-04-01,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,2 su- 1,Treviso,2021-04-18,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,2 su- 1,Cles,2008-08-21,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,3 su- 1,Gemona Del Friuli,2017-09-09,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,1 su- 1,Feltre,2017-08-23,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1.6,BASSANI Hilary,1992,AF,ANA ATL.FELTRE,8 su- 1,Rieti,2008-10-04,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,SAADAOUI Omar,2008,AM,ANA ATL.FELTRE,2 su- 1,Cles,2024-08-24,https://www.fidal.it/atleta/SAADAOUI-Omar/eKmRlJimbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,14 qu- 1,Torino,2014-06-07,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,5 su- 1,Majano,2014-07-12,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VOICU Ioan alexandru,1997,JM,ANA ATL.FELTRE,8 su- 1,Bovolone,2016-06-05,https://www.fidal.it/atleta/VOICU-Ioan-alexandru/eKmRlJWicWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,7 su- 1,Bressanone,2013-05-18,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,7 se- 2,Jesolo,2013-10-06,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1.9,VOICU Ioan alexandru,1997,PM,ANA ATL.FELTRE,3 su- 1,Catania,2017-06-17,https://www.fidal.it/atleta/VOICU-Ioan-alexandru/eKmRlJWicWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,1.59,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,2 su- 1,Mogliano Veneto,2007-09-30,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,1.59,SCOPEL Gioia,2002,PF,ANA ATL.FELTRE,10 su- 1,Caorle,2023-05-27,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,1.59,D'ALBERTO Elena,2000,AF,ANA ATL.FELTRE,5 su- 1,Vicenza,2016-04-30,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,1.59,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,4 su- 1,Majano,2007-09-08,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
818,1.89,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,4 su- 1,Vicenza,2012-05-27,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
818,1.89,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,4 su- 1,Caprino Veronese,2013-06-08,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
811,1.58,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,3 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
811,1.58,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 se- 1,Feltre,2006-08-22,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
811,1.58,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,2 su- 1,Caprino Veronese,2017-09-24,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
810,1.88,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,3 su- 1,Cles,2013-08-29,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
810,1.88,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,2 su- 1,Rovigo,2011-05-08,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
810,1.88,TAMBURLIN Piero,1996,JM,ANA ATL.FELTRE,2 su- 1,Feltre,2014-06-21,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,BASSANI Hilary,1992,CF,ANA ATL.FELTRE,1 su- 1,Abano Terme,2006-06-11,https://www.fidal.it/atleta/BASSANI-Hilary/eKmRlJKmbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,5 su- 1,San Biagio Di Callalta,2021-05-02,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,D'ALBERTO Elena,2000,AF,ANA ATL.FELTRE,4 su- 1,Padova,2016-04-25,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,D'ALBERTO Elena,2000,JF,ANA ATL.FELTRE,7 su- 1,Modena,2018-05-20,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,SCOPEL Gioia,2002,AF,ANA ATL.FELTRE,8 su- 1,San Biagio Di Callalta,2018-05-12,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,5 su- 1,Borgoricco,2016-09-25,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,1 su- 1,Belluno,2017-04-30,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.87,TAMBURLIN Piero,1996,CM,ANA ATL.FELTRE,1 su- 1,Rossano Veneto,2011-09-04,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
801,1.57,DE PAOLI Camilla,2005,AF,ANA ATL.FELTRE,5 su- 1,Feltre,2021-06-26,https://www.fidal.it/atleta/DE-PAOLI-Camilla/eKmRlJifbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.86,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,2 se- 1,Padova,2011-05-18,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.86,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,6 su- 1,San Giovanni Lupatoto,2014-07-05,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.56,SCOPEL Gioia,2002,CF,ANA ATL.FELTRE,3 su- 1,Rossano Veneto,2016-09-11,https://www.fidal.it/atleta/SCOPEL-Gioia/eKmRlJSjcGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1.56,D'ALBERTO Elena,2000,CF,ANA ATL.FELTRE,6 su- 1,Caprino Veronese,2014-09-28,https://www.fidal.it/atleta/D-ALBERTO-Elena/eKmRlJSjb2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,5 su- 1,Vedelago,2013-06-29,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VENDRAME Marco,1995,JM,ANA ATL.FELTRE,3 su- 1,Gorizia,2013-09-15,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VENDRAME Marco,1995,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2012-08-23,https://www.fidal.it/atleta/VENDRAME-Marco/eKmRlJOkcWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,TAMBURLIN Piero,1996,AM,ANA ATL.FELTRE,3 su- 1,Feltre,2012-06-21,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,VOICU Ioan alexandru,1997,JM,ANA ATL.FELTRE,4 su- 1,Caorle,2016-05-29,https://www.fidal.it/atleta/VOICU-Ioan-alexandru/eKmRlJWicWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
784,1.85,TAMBURLIN Piero,1996,PM,ANA ATL.FELTRE,12 su- 1,Bovolone,2016-06-05,https://www.fidal.it/atleta/TAMBURLIN-Piero/eKmRlJSkcGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
