prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
11.67,+0.4,11.67,0,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 fi- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
11.7,-1.6,11.70,0,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,1 se- 3,Majano,2007-09-08,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
11.72,,11.72,0,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,1 su- 1,Rossano Veneto,2007-09-09,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
11.75,,11.75,0,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,1 se- 1,Mogliano Veneto,2007-09-30,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
11.88,,11.88,0,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 se- 2,Massa,2007-09-16,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
11.93,+0.2,11.93,0,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,1 ba- 2,Ravenna,2007-10-13,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
11.95,,11.7,1,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 se- 1,Livorno,2007-06-24,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
11.95,,11.7,1,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,1 se- 1,Borgoricco,2007-09-22,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
12.02,-0.1,12.02,0,NERI Maria chiara,1992,CF,ATL. LUGO,1 se- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
12.05,,11.8,1,MARCHETTI Laura,1992,CF,SISPORT FIAT,1 se- 1,Novara,2007-05-27,https://www.fidal.it/atleta/MARCHETTI-Laura/dK6RlJmka2w%3D,https://www.fidal.it/societa/SISPORT-FIAT/TO002
12.05,,11.8,1,GUIDOLIN Lisa,1992,CF,ASSOCIAZIONE ATLETICA N.E.VI.,1 se- 1,Abano Terme,2007-06-22,https://www.fidal.it/atleta/GUIDOLIN-Lisa/eK6RkpOibWQ%3D,https://www.fidal.it/societa/ASSOCIAZIONE-ATLETICA-N-E-VI-/VI623
12.05,,11.8,1,ZUIN Silvia,1992,CF,ATLETICA VIS ABANO,2 se- 1,Abano Terme,2007-06-22,https://www.fidal.it/atleta/ZUIN-Silvia/eKiRlZenamw%3D,https://www.fidal.it/societa/ATLETICA-VIS-ABANO/PD141
12.04,-0.9,12.04,0,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 ba- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
12.1,-0.1,12.10,0,BUSOLLI Giada,1993,CF,C.S.S. LEONARDO DA VINCI,2 se- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/BUSOLLI-Giada/iaiRkpioaGM%3D,https://www.fidal.it/societa/C-S-S--LEONARDO-DA-VINCI/BZ071
12.11,-0.0,12.11,0,BUSOLLI Giada,1993,CF,C.S.S. LEONARDO DA VINCI,1 se- 2,Bolzano,2007-09-29,https://www.fidal.it/atleta/BUSOLLI-Giada/iaiRkpioaGM%3D,https://www.fidal.it/societa/C-S-S--LEONARDO-DA-VINCI/BZ071
12.14,+1.5,12.14,0,BUSOLLI Giada,1993,CF,C.S.S. LEONARDO DA VINCI,1 se- 2,Bolzano,2007-05-28,https://www.fidal.it/atleta/BUSOLLI-Giada/iaiRkpioaGM%3D,https://www.fidal.it/societa/C-S-S--LEONARDO-DA-VINCI/BZ071
12.15,,11.9,1,NERI Maria chiara,1992,CF,ATL. LUGO,1 su- 1,Ravenna,2007-06-09,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
12.15,,11.9,1,GEROLIMETTO Giulia,1992,CF,G.A. BASSANO,3 se- 1,Abano Terme,2007-06-22,https://www.fidal.it/atleta/GEROLIMETTO-Giulia/eK6RkpKhb2c%3D,https://www.fidal.it/societa/G-A--BASSANO/VI614
12.21,,12.21,0,NERI Maria chiara,1992,CF,ATL. LUGO,1 se- 1,Bologna,2007-06-02,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
12.25,,12.0,1,NERI Maria chiara,1992,CF,ATL. LUGO,1 se- 2,Ravenna,2007-04-28,https://www.fidal.it/atleta/NERI-Maria-chiara/eqiRlZSfb2U%3D,https://www.fidal.it/societa/ATL--LUGO/RA093
12.25,,12.0,1,GIANGARE' Rausy,1992,CF,ATLETICA MASSA CARRARA,1 se- 2,Livorno,2007-05-20,https://www.fidal.it/atleta/GIANGARE-Rausy/faiSkpafbWM%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
