prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
14.56,,14.56,0,DAL MORO Francesca,1996,EF,TREVISATLETICA,4 se- 1,Rosa,2007-06-27,https://www.fidal.it/atleta/DAL-MORO-Francesca/eKyRkpWkbmw%3D,https://www.fidal.it/societa/TREVISATLETICA/TV354
42.67,,42.67,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 su- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
40.9,,40.90,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 se- 1,Majano,2007-10-20,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
40.89,,40.89,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
40.03,,40.03,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 se- 1,Udine,2007-08-31,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
39.88,,39.88,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 su- 1,Udine,2007-05-15,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
39.26,,39.26,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 se- 1,Tolmezzo,2007-07-08,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
38.82,,38.82,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 se- 1,Trieste,2007-09-30,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
38.71,,38.71,0,VITA Carolina,1992,CF,ATLETICA MASSA CARRARA,2 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/VITA-Carolina/faiSkpehcGY%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
38.3,,38.30,0,VITA Carolina,1992,CF,ATLETICA MASSA CARRARA,1 su- 1,Massa,2007-09-16,https://www.fidal.it/atleta/VITA-Carolina/faiSkpehcGY%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
37.89,,37.89,0,VITA Carolina,1992,CF,ATLETICA MASSA CARRARA,2 su- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/VITA-Carolina/faiSkpehcGY%3D,https://www.fidal.it/societa/ATLETICA-MASSA-CARRARA/MS064
37.74,,37.74,0,CAPOFERRI Natalina,1992,CF,ATL. CHIARI 1964 LIB.,1 su- 1,Castenedolo,2007-06-30,https://www.fidal.it/atleta/CAPOFERRI-Natalina/dqqRlpmobWo%3D,https://www.fidal.it/societa/ATL--CHIARI-1964-LIB-/BS318
37.55,,37.55,0,CAPOFERRI Natalina,1992,CF,ATL. CHIARI 1964 LIB.,1 su- 1,Brescia,2007-09-15,https://www.fidal.it/atleta/CAPOFERRI-Natalina/dqqRlpmobWo%3D,https://www.fidal.it/societa/ATL--CHIARI-1964-LIB-/BS318
37.48,,37.48,0,BOARO Elisa,1992,CF,LIBERTAS FRIUL PALMANOVA,1 se- 1,Palmanova,2007-05-01,https://www.fidal.it/atleta/BOARO-Elisa/eayRkpuhbWk%3D,https://www.fidal.it/societa/LIBERTAS-FRIUL-PALMANOVA/UD018
37.35,,37.35,0,CAPOFERRI Natalina,1992,CF,ATL. CHIARI 1964 LIB.,1 su- 1,Bergamo,2007-09-30,https://www.fidal.it/atleta/CAPOFERRI-Natalina/dqqRlpmobWo%3D,https://www.fidal.it/societa/ATL--CHIARI-1964-LIB-/BS318
36.92,,36.92,0,D'URZO Valentina,1992,CF,A.S.D.  ATL. MARANO,1 su- 1,Isernia,2007-09-02,https://www.fidal.it/atleta/D-URZO-Valentina/gKiRlZqnbGY%3D,https://www.fidal.it/societa/A-S-D--ATL--MARANO/NA019
