prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
65.01,,65.01,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bolzano,2007-06-04,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
63.29,,63.29,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,5 fi- 1,Halle,2007-05-19,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
62.84,,62.84,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 fi- 1,Abuja,2007-05-05,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
62.26,,62.26,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Faenza,2007-09-19,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.7,,61.70,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Donnas,2007-07-15,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.58,,61.58,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,4 se- 1,Yalta,2007-03-17,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.51,,61.51,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Milano,2007-06-24,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.48,,61.48,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bolzano,2007-05-28,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.45,,61.45,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Bari,2007-03-04,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.43,,61.43,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,3 su- 1,Donnas,2007-07-15,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.39,,61.39,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.36,,61.36,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Pavia,2007-05-13,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.25,,61.25,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,4 su- 1,Lugano,2007-06-15,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
61.2,,61.20,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Savona,2007-06-26,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.74,,60.74,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,5 fi- 1,Huelva,2007-09-13,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.72,,60.72,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,9 fi- 1,Atene,2007-07-02,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.64,,60.64,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Savona,2007-05-23,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.34,,60.34,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,10 qu- 2,Osaka,2007-08-26,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.14,,60.14,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Padova,2007-07-28,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
60.13,,60.13,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Palermo,2007-09-29,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
59.99,,59.99,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Donnas,2007-06-21,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
59.47,,59.47,0,ANDREI Cristiano,1973,SM,G.A. FIAMME GIALLE,3 su- 1,Savona,2007-06-26,https://www.fidal.it/atleta/ANDREI-Cristiano/dqiRlJefaGg%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
59.37,,59.37,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,11 fi- 1,Madrid,2007-07-21,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
59.1,,59.10,0,ANDREI Cristiano,1973,SM,G.A. FIAMME GIALLE,5 su- 1,Donnas,2007-07-15,https://www.fidal.it/atleta/ANDREI-Cristiano/dqiRlJefaGg%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
58.61,,58.61,0,KIRCHLER Hannes,1978,SM,C.S. CARABINIERI SEZ. ATLETICA,5 su- 1,Hyderabad,2007-10-16,https://www.fidal.it/atleta/KIRCHLER-Hannes/iaiRkpKob2M%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
58.52,,58.52,0,FALOCI Giovanni,1985,PM,G.A. FIAMME GIALLE,1 fi- 1,Roma,2007-02-10,https://www.fidal.it/atleta/FALOCI-Giovanni/fqiRk5ihamU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
58.34,,58.34,0,FORTUNA Diego,1968,SM35,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Faenza,2007-09-19,https://www.fidal.it/atleta/FORTUNA-Diego/eqiRkpKhaGo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
58.18,,58.18,0,ANDREI Cristiano,1973,SM,G.A. FIAMME GIALLE,4 su- 1,Albufeira,2007-05-27,https://www.fidal.it/atleta/ANDREI-Cristiano/dqiRlJefaGg%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
