punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
,44.11,44.11,e,TIREL Enrico,1993,CM,ANA ATL.FELTRE,2 se- 2,Verona,2007-06-02,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.75,45.75,e,PELLIN Alan,1992,CM,ANA ATL.FELTRE,4 se- 2,Verona,2007-06-02,https://www.fidal.it/atleta/PELLIN-Alan/eKmRlJOoaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,46.85,46.6,m,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,52.25,52.0,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,53.61,53.61,e,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,4 se- 2,Verona,2007-06-02,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,54.85,54.6,m,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,3 se- 1,Longarone,2007-05-12,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,54.82,54.82,e,ZATTA Alessia,1993,CF,ANA ATL.FELTRE,4 se- 4,Verona,2007-06-02,https://www.fidal.it/atleta/ZATTA-Alessia/eKmRlJOhbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,40.05,40.05,e,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 ba- 1,Roma,2008-10-10,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,40.23,40.23,e,TIREL Enrico,1993,CM,ANA ATL.FELTRE,5 fi- 1,Roma,2008-10-11,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.15,41.15,e,TIREL Enrico,1993,CM,ANA ATL.FELTRE,2 se- 1,Verona,2008-06-01,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.75,41.5,m,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2008-05-04,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.95,41.7,m,TIREL Enrico,1993,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,50.6,50.60,e,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,4 se- 1,Verona,2008-06-01,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,52.75,52.5,m,FACCHIN Alessia,1993,CF,ANA ATL.FELTRE,1 se- 2,Longarone,2008-05-24,https://www.fidal.it/atleta/FACCHIN-Alessia/eKmRlJKna2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,52.95,52.7,m,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,2 se- 1,Longarone,2008-05-24,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,54.87,54.87,e,REDETTI Lisa,1993,CF,ANA ATL.FELTRE,4 se- 3,Verona,2008-06-01,https://www.fidal.it/atleta/REDETTI-Lisa/eKmRlJKlamk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,40.23,40.23,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,1 fi- 2,Desenzano Del Garda,2009-10-10,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.47,41.47,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,2 ba- 3,Desenzano Del Garda,2009-10-09,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.54,41.54,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,1 se- 1,Mogliano Veneto,2009-09-20,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,41.56,41.56,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,3 su- 1,Pergine E Borgo Valsugana,2009-09-13,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,42.27,42.27,e,PARANI Aire,1994,CM,ANA ATL.FELTRE,2 se- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.15,44.9,m,PARANI Aire,1994,CM,ANA ATL.FELTRE,1 se- 1,Longarone,2009-05-09,https://www.fidal.it/atleta/PARANI-Aire/eKmRlJSgaWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.25,45.0,m,SCOPEL Luca,1994,CM,ANA ATL.FELTRE,2 se- 1,Longarone,2009-05-09,https://www.fidal.it/atleta/SCOPEL-Luca/eKmRlJOmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.46,45.46,e,SCOPEL Luca,1994,CM,ANA ATL.FELTRE,6 se- 1,Vicenza,2009-06-06,https://www.fidal.it/atleta/SCOPEL-Luca/eKmRlJOmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,50.55,50.3,m,SCOPEL Luca,1994,CM,ANA ATL.FELTRE,1 se- 1,Belluno,2009-08-22,https://www.fidal.it/atleta/SCOPEL-Luca/eKmRlJOmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,51.92,51.92,e,SPADA Silvia,1995,CF,ANA ATL.FELTRE,3 se- 2,Vicenza,2009-06-06,https://www.fidal.it/atleta/SPADA-Silvia/eKmRlJOkaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.05,44.8,m,BARBANTE Lorenzo,1995,CM,ANA ATL.FELTRE,1 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/BARBANTE-Lorenzo/eKmRlJOnbms%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.31,45.31,e,COLLE Nicola,1996,CM,ANA ATL.FELTRE,1 se- 3,Rovigo,2010-06-05,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
,45.55,45.3,m,COLLE Nicola,1996,CM,ANA ATL.FELTRE,2 se- 1,Feltre,2010-08-25,https://www.fidal.it/atleta/COLLE-Nicola/eKmRlJSla2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
