punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
914,63.79,1:03.79,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,3 ba- 3,Grosseto,2023-07-21,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
910,63.93,1:03.93,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,3 se- 3,Pergine Valsugana,2023-06-17,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
893,64.56,1:04.56,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,2 su- 1,Verona,2023-07-13,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
887,64.77,1:04.77,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,1 su- 1,Verona,2021-09-12,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
880,65.02,1:05.02,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 se- 1,Cles,2021-06-19,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
879,65.08,1:05.08,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,5 ba- 2,Rieti,2022-07-08,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
872,65.34,1:05.34,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,5 ba- 3,Firenze,2022-06-11,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
871,65.37,1:05.37,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,4 se- 3,Verona,2023-06-02,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
869,65.43,1:05.43,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,2 se- 1,Abano Terme,2022-07-01,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
867,65.51,1:05.51,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,1 ba- 8,Rieti,2021-07-09,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
867,65.51,1:05.51,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,3 se- 2,Cles,2021-09-26,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
860,65.78,1:05.78,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,2 su- 1,Cles,2023-05-21,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
858,65.85,1:05.85,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,2 se- 2,Padova,2022-05-15,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
856,65.91,1:05.91,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 se- 3,Venezia,2021-05-30,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
856,65.92,1:05.92,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,1 se- 1,Cassino,2022-05-22,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
846,66.29,1:06.29,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,3 su- 1,San Biagio Di Callalta,2022-07-02,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
844,66.38,1:06.38,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,4 se- 2,Padova,2022-05-01,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
839,66.57,1:06.57,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,3 se- 3,Venezia,2021-05-30,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,66.81,1:06.81,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,5 su- 1,San Vendemiano,2022-07-06,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
812,67.57,1:07.57,e,DE CARLI Alessandra,2001,JF,ANA ATL.FELTRE,2 se- 2,Treviso,2019-05-29,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
809,67.69,1:07.69,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,3 se- 1,Trento,2022-06-15,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
804,67.88,1:07.88,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,2 se- 3,Vicenza,2021-05-16,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
804,67.88,1:07.88,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,6 ba- 1,Grosseto,2021-06-12,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
794,68.27,1:08.27,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,4 se- 2,San Biagio Di Callalta,2021-05-01,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
789,68.47,1:08.47,e,RENTO Ilaria,2001,PF,ANA ATL.FELTRE,2 se- 3,San Biagio Di Callalta,2021-05-01,https://www.fidal.it/atleta/RENTO-Ilaria/eKmRlJaha2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
788,68.5,1:08.50,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 se- 2,Bolzano,2020-08-23,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
788,68.53,1:08.53,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,6 ba- 1,Rieti,2020-09-11,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
780,68.84,1:08.84,e,DE CARLI Alessandra,2001,AF,ANA ATL.FELTRE,7 ba- 4,Rieti,2018-06-15,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
777,68.96,1:08.96,e,DE CARLI Alessandra,2001,JF,ANA ATL.FELTRE,3 su- 1,Rosa',2019-09-08,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
769,69.27,1:09.27,e,DE CARLI Alessandra,2001,AF,ANA ATL.FELTRE,5 se- 1,San Biagio Di Callalta,2018-04-29,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
767,69.33,1:09.33,e,DE CARLI Alessandra,2001,JF,ANA ATL.FELTRE,8 ba- 4,Rieti,2019-06-08,https://www.fidal.it/atleta/DE-CARLI-Alessandra/eKmRlJalbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
766,69.38,1:09.38,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,3 se- 2,Mestre,2020-09-06,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
