disciplina,tempo,vento,atleta,anno,società,posizione,luogo,data,link_atleta,link_società,categoria,prestazione,cronometraggio
1500m (P),3:58.11,,VISSA Sintayehu,1996,ATL BRUGNERA PN FRIULINTAGLI,10 sf- 2,Parigi,2024-08-08,https://www.fidal.it/atleta/VISSA-Sintayehu/eayRk5SjbWg%3D,https://www.fidal.it/societa/ATL-BRUGNERA-PN-FRIULINTAGLI/PN039,SF,238.11,e
1500m (P),3:59.19,,BATTOCLETTI Nadia,2000,G.S. FIAMME AZZURRE,11 su- 1,Roma,2024-08-30,https://www.fidal.it/atleta/BATTOCLETTI-Nadia/d6iRk5ela2w%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002,SF,239.19,e
1500m (P),4:02.05,,CAVALLI Ludovica,2000,C.S. AERONAUTICA MILITARE,6 su- 1,Bydgoszcz,2024-06-20,https://www.fidal.it/atleta/CAVALLI-Ludovica/damRkpKoa2g%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053,SF,242.05,e
1500m (P),4:03.00,,ZENONI Marta,1999,LUISS SSD A R.L.,7 su- 1,Bydgoszcz,2024-06-20,https://www.fidal.it/atleta/ZENONI-Marta/dqmRl5iiaGY%3D,https://www.fidal.it/societa/LUISS-SSD-A-R-L-/RM333,SF,243.0,e
1500m (P),4:04.73,,DEL BUONO Federica,1994,C.S. CARABINIERI SEZ. ATLETICA,4 su- 1,Madrid,2024-06-21,https://www.fidal.it/atleta/DEL-BUONO-Federica/eK6RkpOjaGU%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011,SF,244.73,e
1500m (P),4:06.97,,SABBATINI Gaia,1999,G.S. FIAMME AZZURRE,5 su- 1,Huelva,2024-04-30,https://www.fidal.it/atleta/SABBATINI-Gaia/gayRkpKjaGU%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002,SF,246.97,e
1500m (P),4:08.59,,MAJORI Micol,1998,PRO SESTO ATL. CERNUSCO,9 su- 1,Lignano Sabbiadoro,2024-07-14,https://www.fidal.it/atleta/MAJORI-Micol/dq2RlJmhcGk%3D,https://www.fidal.it/societa/PRO-SESTO-ATL--CERNUSCO/MI089,SF,248.59,e
1500m (P),4:10.25,,APRILE Giulia,1995,C.S. ESERCITO,9 su- 1,Huelva,2024-04-30,https://www.fidal.it/atleta/APRILE-Giulia/h6iRlZqfa2w%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052,SF,250.25,e
1500m (I),4:10.72,,BELLO' Elena,1997,G.S. FIAMME AZZURRE,4 su- 1,Luxembourg,2025-01-19,https://www.fidal.it/atleta/BELLO-Elena/eK6Rkpajb2c%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002,SF,250.72,e
