punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
893,1480.61,24:40.61,e,STACH Marta,1995,PF,ANA ATL.FELTRE,5 su- 1,Fidenza,2015-05-23,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
885,1488.6,24:48.60,e,STACH Marta,1995,JF,ANA ATL.FELTRE,2 su- 1,Padova,2014-09-20,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,1501.96,25:01.96,e,STACH Marta,1995,JF,ANA ATL.FELTRE,3 su- 1,Chiari,2014-09-06,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
850,1521.4,25:21.40,e,STACH Marta,1995,JF,ANA ATL.FELTRE,2 su- 1,Marcon,2014-04-06,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
843,1528.36,25:28.36,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Bassano Del Grappa,2012-09-15,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
839,1532.05,25:31.8,m,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Vittorio Veneto,2012-06-26,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
838,1533.05,25:32.8,m,STACH Marta,1995,PF,ANA ATL.FELTRE,2 se- 1,Padova,2015-02-22,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,1540.5,25:40.50,e,STACH Marta,1995,PF,ANA ATL.FELTRE,1 su- 1,Marcon,2015-05-10,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
828,1542.52,25:42.52,e,STACH Marta,1995,AF,ANA ATL.FELTRE,5 su- 1,Rieti,2011-10-02,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
827,1543.65,25:43.4,m,STACH Marta,1995,JF,ANA ATL.FELTRE,2 su- 1,Bassano Del Grappa,2013-09-22,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
808,1561.77,26:01.77,e,STACH Marta,1995,AF,ANA ATL.FELTRE,7 su- 1,Firenze,2012-09-29,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
805,1564.85,26:04.85,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Rovigo,2012-09-01,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
804,1565.57,26:05.57,e,STACH Marta,1995,JF,ANA ATL.FELTRE,2 su- 1,Sacile,2014-05-17,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
803,1566.43,26:06.43,e,STACH Marta,1995,AF,ANA ATL.FELTRE,5 su- 1,Firenze,2012-03-25,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
795,1574.64,26:14.64,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Marcon,2012-06-13,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
787,1582.17,26:22.17,e,STACH Marta,1995,JF,ANA ATL.FELTRE,3 su- 1,Rovigo,2013-09-07,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
785,1584.78,26:24.78,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Bassano Del Grappa,2011-09-18,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,1587.77,26:27.77,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Vicenza,2012-04-15,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
782,1587.71,26:27.71,e,STACH Marta,1995,AF,ANA ATL.FELTRE,2 su- 1,Vicenza,2012-05-19,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
777,1592.55,26:32.3,m,STACH Marta,1995,JF,ANA ATL.FELTRE,4 se- 1,Feltre,2013-08-28,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
777,1592.02,26:32.02,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
773,1596.81,26:36.81,e,STACH Marta,1995,JF,ANA ATL.FELTRE,3 su- 1,Caorle,2013-05-26,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
770,1599.28,26:39.28,e,STACH Marta,1995,JF,ANA ATL.FELTRE,3 su- 1,Vicenza,2014-05-11,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
770,1599.35,26:39.1,m,STACH Marta,1995,JF,ANA ATL.FELTRE,2 se- 1,Gorizia,2013-10-20,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
753,1616.55,26:56.3,m,STACH Marta,1995,AF,ANA ATL.FELTRE,1 se- 1,Feltre,2011-08-27,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
750,1619.54,26:59.54,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Bastia Umbra,2011-06-11,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
748,1621.45,27:01.2,m,STACH Marta,1995,JF,ANA ATL.FELTRE,3 su- 1,Abano Terme,2014-02-22,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
744,1625.45,27:05.2,m,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Padova,2012-03-03,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
741,1629.1,27:09.10,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Vicenza,2011-09-10,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
733,1637.19,27:17.19,e,STACH Marta,1995,AF,ANA ATL.FELTRE,6 su- 1,Pordenone,2011-03-27,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
724,1646.46,27:26.46,e,STACH Marta,1995,JF,ANA ATL.FELTRE,2 su- 1,Marcon,2013-05-12,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
708,1662.27,27:42.27,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Abano Terme,2012-05-12,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
701,1670.25,27:50.25,e,STACH Marta,1995,AF,ANA ATL.FELTRE,1 su- 1,Rovigo,2011-05-07,https://www.fidal.it/atleta/STACH-Marta/eKmRlJKna2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
617,1550.55,25:50.3,m,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,1 se- 1,Feltre,2011-08-27,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
614,1552.74,25:52.74,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,1 su- 1,Bassano Del Grappa,2011-09-18,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
578,1586.93,26:26.93,e,POLESANA Filippo,2000,AM,ANA ATL.FELTRE,1 su- 1,Jesolo,2017-09-16,https://www.fidal.it/atleta/POLESANA-Filippo/eKmRlJSobGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
554,1610.32,26:50.32,e,POLESANA Filippo,2000,AM,ANA ATL.FELTRE,2 su- 1,Chiari,2017-09-30,https://www.fidal.it/atleta/POLESANA-Filippo/eKmRlJSobGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
554,1833.49,30:33.49,e,GRANZOTTO Elena,2001,AF,ANA ATL.FELTRE,10 su- 1,Caorle,2018-05-05,https://www.fidal.it/atleta/GRANZOTTO-Elena/eKmRlJSmcWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
550,1837.76,30:37.76,e,GRANZOTTO Elena,2001,AF,ANA ATL.FELTRE,8 su- 1,Bovisio Masciago,2017-04-23,https://www.fidal.it/atleta/GRANZOTTO-Elena/eKmRlJSmcWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
550,1614.12,26:54.12,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,34 su- 1,Rieti,2011-10-01,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
550,1614.04,26:54.04,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,1 su- 1,Vicenza,2011-05-21,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
545,1619.15,26:59.15,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,3 su- 1,Marcon,2011-04-10,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
544,1620.43,27:00.43,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,1 su- 1,Rovigo,2011-05-07,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
530,1634.59,27:14.59,e,POLESANA Filippo,2000,AM,ANA ATL.FELTRE,1 su- 1,Vicenza,2017-05-13,https://www.fidal.it/atleta/POLESANA-Filippo/eKmRlJSobGY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
529,1635.03,27:15.03,e,VISCA Gianmarco,1995,AM,ANA ATL.FELTRE,6 su- 1,Saronno,2011-06-11,https://www.fidal.it/atleta/VISCA-Gianmarco/eKmRlJOnbWQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
