prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
9.79,9.79,0.0,FORCELLINI Carla,1959,SF45,A.S.D. POL. EUROPA CAPACI,1 se- 1,Ancona,2007-03-03,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/A-S-D--POL--EUROPA-CAPACI/PA335
9.9,9.90,0.0,FORCELLINI Carla,1959,SF50,ATLETICA GRAN SASSO SSD A R.L.,4 su- 1,Ancona,2009-03-28,https://www.fidal.it/atleta/FORCELLINI-Carla/f6iRkpKncGM%3D,https://www.fidal.it/societa/ATLETICA-GRAN-SASSO-SSD-A-R-L-/TE138
10.3,10.30,0.0,DODI Elisabetta,1970,SF40,POLISPORTIVA TRIVENETO TRIESTE,2 su- 1,Ancona,2010-02-20,https://www.fidal.it/atleta/DODI-Elisabetta/eaiRkpKicGk%3D,https://www.fidal.it/societa/POLISPORTIVA-TRIVENETO-TRIESTE/TS099
10.52,10.52,0.0,DODI Elisabetta,1970,SF40,POLISPORTIVA TRIVENETO TRIESTE,3 su- 1,Ancona,2011-03-05,https://www.fidal.it/atleta/DODI-Elisabetta/eaiRkpKicGk%3D,https://www.fidal.it/societa/POLISPORTIVA-TRIVENETO-TRIESTE/TS099
9.98,9.98,0.0,AIDI Miriam,1997,CF,A.S.D.  ATL. MARANO,1 se- 1,Napoli Ponticelli,2012-01-08,https://www.fidal.it/atleta/AIDI-Miriam/gKyRkpOmbWQ%3D,https://www.fidal.it/societa/A-S-D--ATL--MARANO/NA019
10.43,10.43,0.0,BOTTICELLA Andrea,1997,CF,A.S.D. POLISPORTIVA ASTRO 2000,2 se- 1,Napoli Ponticelli,2012-01-08,https://www.fidal.it/atleta/BOTTICELLA-Andrea/gKqRkpKibmU%3D,https://www.fidal.it/societa/A-S-D--POLISPORTIVA-ASTRO-2000/BN286
11.68,11.68,0.0,CACCIAPUOTI Vincenza,1997,CF,A.S.D.  ATL. MARANO,3 se- 1,Napoli Ponticelli,2012-01-08,https://www.fidal.it/atleta/CACCIAPUOTI-Vincenza/gKyRkpSlb2Q%3D,https://www.fidal.it/societa/A-S-D--ATL--MARANO/NA019
10.21,10.21,0.0,FERRARINI Barbara,1967,SF45,ATL. VIRTUS CASTENEDOLO,1 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/FERRARINI-Barbara/dqiRkpWhbWg%3D,https://www.fidal.it/societa/ATL--VIRTUS-CASTENEDOLO/BS575
10.26,10.26,0.0,DE LUCA Rebecka,1972,SF40,ATL. ROMA ACQUACETOSA,3 se- 2,Budapest,2014-03-25,https://www.fidal.it/atleta/DE-LUCA-Rebecka/f6iRlpancGY%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
10.34,10.34,0.0,DODI Elisabetta,1970,SF40,TRIESTE ATLETICA,1 se- 2,Ancona,2014-03-08,https://www.fidal.it/atleta/DODI-Elisabetta/eaiRkpKicGk%3D,https://www.fidal.it/societa/TRIESTE-ATLETICA/TS044
10.34,10.34,0.0,PICONESE Tiziana,1966,SF45,LAGARINA CRUS TEAM,2 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/PICONESE-Tiziana/d6iRkpujbmw%3D,https://www.fidal.it/societa/LAGARINA-CRUS-TEAM/TN131
10.4,10.40,0.0,PICONESE Tiziana,1966,SF45,LAGARINA CRUS TEAM,1 su- 1,Padova,2014-02-23,https://www.fidal.it/atleta/PICONESE-Tiziana/d6iRkpujbmw%3D,https://www.fidal.it/societa/LAGARINA-CRUS-TEAM/TN131
10.55,10.55,0.0,DE LUCA Rebecka,1972,SF40,ATL. ROMA ACQUACETOSA,1 se- 2,Ancona,2014-03-07,https://www.fidal.it/atleta/DE-LUCA-Rebecka/f6iRlpancGY%3D,https://www.fidal.it/societa/ATL--ROMA-ACQUACETOSA/RM161
10.63,10.63,0.0,BENVENUTI Federica,1972,SF40,ATLETICA SANTAMONICA MISANO,1 se- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/BENVENUTI-Federica/eqiRkpKlcWY%3D,https://www.fidal.it/societa/ATLETICA-SANTAMONICA-MISANO/RN471
10.96,10.96,0.0,CAMMELLI Francesca,1971,SF40,ASD ATLETICA PISTOIA,2 se- 2,Ancona,2014-03-08,https://www.fidal.it/atleta/CAMMELLI-Francesca/fbGRkpOhaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
11.01,11.01,0.0,FRANCO Nunzia,1966,SF45,ATLETICA LEGGERA PORTICI,3 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/FRANCO-Nunzia/gKiRkpKlbmY%3D,https://www.fidal.it/societa/ATLETICA-LEGGERA-PORTICI/NA982
11.02,11.02,0.0,CAMMELLI Francesca,1971,SF40,ASD ATLETICA PISTOIA,1 su- 1,Genova,2014-02-15,https://www.fidal.it/atleta/CAMMELLI-Francesca/fbGRkpOhaGU%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
11.21,11.21,0.0,LACAVA Giuseppa,1968,SF45,ASSI GIGLIO ROSSO FIRENZE,4 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/LACAVA-Giuseppa/hqiRkpKga2s%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
11.24,11.24,0.0,SESSA Carla,1972,SF40,A.S.D. C.U.S. SALERNO,3 se- 2,Ancona,2014-03-08,https://www.fidal.it/atleta/SESSA-Carla/gK2RkpKia2w%3D,https://www.fidal.it/societa/A-S-D--C-U-S--SALERNO/SA265
11.24,11.24,0.0,PAOLICCHI Paola,1971,SF40,ASD ATLETICA PISTOIA,4 se- 2,Ancona,2014-03-08,https://www.fidal.it/atleta/PAOLICCHI-Paola/faiRkpOgcWc%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
11.32,11.32,0.0,LACAVA Giuseppa,1968,SF45,ASSI GIGLIO ROSSO FIRENZE,2 se- 2,Ancona,2014-03-07,https://www.fidal.it/atleta/LACAVA-Giuseppa/hqiRkpKga2s%3D,https://www.fidal.it/societa/ASSI-GIGLIO-ROSSO-FIRENZE/FI001
11.49,11.49,0.0,MOROSINI Iris gemma,1972,SF40,ATL. ERBA,2 se- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/MOROSINI-Iris-gemma/dquRk5Sha2c%3D,https://www.fidal.it/societa/ATL--ERBA/CO010
11.56,11.56,0.0,GRECO Roberta,1974,SF40,A.S.D. C.U.S. SALERNO,3 se- 2,Ancona,2014-03-07,https://www.fidal.it/atleta/GRECO-Roberta/gK2RkpKnbGo%3D,https://www.fidal.it/societa/A-S-D--C-U-S--SALERNO/SA265
11.57,11.57,0.0,BALLISTRERI Loredana,1973,SF40,ATLETICA DEI GELSI,3 se- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/BALLISTRERI-Loredana/dKiRkpOkbGc%3D,https://www.fidal.it/societa/ATLETICA-DEI-GELSI/RM237
