prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
13.15,13.15,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,3 fi- 1,Budapest,2014-03-29,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
13.48,13.48,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,1 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
13.89,13.89,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,2 se- 1,Ancona,2014-03-07,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
14.64,14.64,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,3 su- 1,Budapest,2014-03-25,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
12.38,12.38,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,4 su- 1,Budapest,2014-03-25,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
12.46,12.46,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,3 fi- 1,Budapest,2014-03-29,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
12.63,12.63,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,2 se- 1,Ancona,2014-03-07,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
13.28,13.28,0.0,VIGNALI Maura,1951,SF60,ASD ATLETICA PISTOIA,1 su- 1,Ancona,2014-03-08,https://www.fidal.it/atleta/VIGNALI-Maura/faiRm5ujbmQ%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
12.18,12.18,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,2 su- 1,Torun,2015-03-27,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
12.42,12.42,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,3 su- 1,Torun,2015-03-28,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
12.51,12.51,0.0,ZORZI Ingeborg,1948,SF65,SPORTCLUB MERAN ASV,2 se- 1,Ancona,2015-02-27,https://www.fidal.it/atleta/ZORZI-Ingeborg/iaiRkpijbGw%3D,https://www.fidal.it/societa/SPORTCLUB-MERAN-ASV/BZ019
12.92,12.92,0.0,VIGNALI Maura,1951,SF60,ASD ATLETICA PISTOIA,1 su- 1,Ancona,2015-02-28,https://www.fidal.it/atleta/VIGNALI-Maura/faiRm5ujbmQ%3D,https://www.fidal.it/societa/ASD-ATLETICA-PISTOIA/PT118
13.86,13.86,0.0,GIOVANELLI Anna maria,1953,SF60,ATLETICA ALMA JUVENTUS FANO,4 se- 1,Ancona,2015-02-27,https://www.fidal.it/atleta/GIOVANELLI-Anna-maria/e6yRkpKhamQ%3D,https://www.fidal.it/societa/ATLETICA-ALMA-JUVENTUS-FANO/PU020
13.64,13.64,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,3 su- 1,Ancona,2016-04-02,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
13.71,13.71,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,2 su- 1,Aosta,2016-02-06,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
13.86,13.86,0.0,MINOPOLI Ernesto,1933,SM80,AMATORI MASTERS NOVARA,1 su- 1,Ancona,2016-02-27,https://www.fidal.it/atleta/MINOPOLI-Ernesto/dKiRk5OgbWU%3D,https://www.fidal.it/societa/AMATORI-MASTERS-NOVARA/NO002
11.9,11.90,0.0,MARTONE Annunziata,1956,SF60,ASD U.S. ATERNO PESCARA,5 fi- 1,Ancona,2016-04-02,https://www.fidal.it/atleta/MARTONE-Annunziata/gauRkpKkbms%3D,https://www.fidal.it/societa/ASD-U-S--ATERNO-PESCARA/PE001
12.29,12.29,0.0,MARTONE Annunziata,1956,SF60,ASD U.S. ATERNO PESCARA,4 ba- 1,Ancona,2016-04-01,https://www.fidal.it/atleta/MARTONE-Annunziata/gauRkpKkbms%3D,https://www.fidal.it/societa/ASD-U-S--ATERNO-PESCARA/PE001
