prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
7.49,7.49,0.0,MARRUCCELLA Michele,1993,JM,A.P.D. PARTENOPE ATL. LEGG.,1 se- 1,Napoli,2012-02-15,https://www.fidal.it/atleta/MARRUCCELLA-Michele/gKiRlZukbGU%3D,https://www.fidal.it/societa/A-P-D--PARTENOPE-ATL--LEGG-/NA069
7.51,7.51,0.0,MARRUCCELLA Michele,1993,JM,A.P.D. PARTENOPE ATL. LEGG.,1 se- 1,Napoli,2012-02-15,https://www.fidal.it/atleta/MARRUCCELLA-Michele/gKiRlZukbGU%3D,https://www.fidal.it/societa/A-P-D--PARTENOPE-ATL--LEGG-/NA069
7.75,7.75,0.0,MARRUCCELLA Michele,1993,JM,A.P.D. PARTENOPE ATL. LEGG.,2 se- 1,Napoli,2012-01-14,https://www.fidal.it/atleta/MARRUCCELLA-Michele/gKiRlZukbGU%3D,https://www.fidal.it/societa/A-P-D--PARTENOPE-ATL--LEGG-/NA069
7.94,7.94,0.0,PINNA Edoardo,1995,JM,U.S. MAURINA OLIO CARLI,3 se- 1,Nice,2013-01-05,https://www.fidal.it/atleta/PINNA-Edoardo/daiUlpSoamg%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
8.01,8.01,0.0,PINNA Edoardo,1995,JM,U.S. MAURINA OLIO CARLI,2 su- 1,Nice,2013-02-03,https://www.fidal.it/atleta/PINNA-Edoardo/daiUlpSoamg%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
7.66,7.66,0.0,REBAGLIATI Francesco,1996,JM,ATLETICA ARCOBALENO SAVONA,1 ba- 2,Nizza,2014-01-04,https://www.fidal.it/atleta/REBAGLIATI-Francesco/dayRkpKfbWc%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
7.66,7.66,0.0,REBAGLIATI Francesco,1996,JM,ATLETICA ARCOBALENO SAVONA,1 fi- 1,Nizza,2014-01-04,https://www.fidal.it/atleta/REBAGLIATI-Francesco/dayRkpKfbWc%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
7.71,7.71,0.0,GAZZO Michele,1996,JM,S.S. TRIONFO LIGURE,2 fi- 1,Nizza,2014-01-04,https://www.fidal.it/atleta/GAZZO-Michele/daiUlpafcGo%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
7.78,7.78,0.0,GAZZO Michele,1996,JM,S.S. TRIONFO LIGURE,1 ba- 1,Nizza,2014-01-04,https://www.fidal.it/atleta/GAZZO-Michele/daiUlpafcGo%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
7.94,7.94,0.0,ARRIGONI Valentino,1996,JM,NUOVA ATLETICA ASTRO,2 ba- 2,Nizza,2014-01-04,https://www.fidal.it/atleta/ARRIGONI-Valentino/dq2RlZOobmw%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-ASTRO/MI212
7.39,7.39,0.0,REBAGLIATI Francesco,1996,JM,ATLETICA ARCOBALENO SAVONA,1 se- 1,Nizza,2015-01-04,https://www.fidal.it/atleta/REBAGLIATI-Francesco/dayRkpKfbWc%3D,https://www.fidal.it/societa/ATLETICA-ARCOBALENO-SAVONA/SV070
7.41,7.41,0.0,ARRIGONI Valentino,1996,JM,NUOVA ATLETICA ASTRO,1 se- 2,Nizza,2015-01-04,https://www.fidal.it/atleta/ARRIGONI-Valentino/dq2RlZOobmw%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-ASTRO/MI212
7.47,7.47,0.0,GAZZO Michele,1996,JM,S.S. TRIONFO LIGURE,2 se- 2,Nizza,2015-01-04,https://www.fidal.it/atleta/GAZZO-Michele/daiUlpafcGo%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
7.5,7.50,0.0,GAZZO Michele,1996,JM,S.S. TRIONFO LIGURE,1 se- 2,Nizza,2015-01-18,https://www.fidal.it/atleta/GAZZO-Michele/daiUlpafcGo%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
8.21,8.21,0.0,GAETA Alex,1997,JM,S.S. TRIONFO LIGURE,3 se- 2,Nizza,2015-01-04,https://www.fidal.it/atleta/GAETA-Alex/dKmRk5qfcGY%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
8.38,8.38,0.0,BENZA Jacopo,1997,JM,U.S. MAURINA OLIO CARLI,3 se- 1,Nizza,2015-01-04,https://www.fidal.it/atleta/BENZA-Jacopo/daqRkpKkaWs%3D,https://www.fidal.it/societa/U-S--MAURINA-OLIO-CARLI/IM029
9.06,9.06,0.0,BIANCO Simone,1997,JM,S.S. TRIONFO LIGURE,4 se- 1,Nizza,2015-01-04,https://www.fidal.it/atleta/BIANCO-Simone/dayRkpKlb2U%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
7.2,7.20,0.0,BARCELLONA Sergio,1998,JM,A.S.D. C.U.S. PALERMO,1 fi- 1,Palermo,2016-01-30,https://www.fidal.it/atleta/BARCELLONA-Sergio/h66RkpOmcWY%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
7.31,7.31,0.0,BARCELLONA Sergio,1998,JM,A.S.D. C.U.S. PALERMO,1 su- 1,Palermo,2016-01-23,https://www.fidal.it/atleta/BARCELLONA-Sergio/h66RkpOmcWY%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
7.33,7.33,0.0,BARCELLONA Sergio,1998,JM,A.S.D. C.U.S. PALERMO,1 ba- 1,Palermo,2016-01-30,https://www.fidal.it/atleta/BARCELLONA-Sergio/h66RkpOmcWY%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
7.35,7.35,0.0,FURLANETTO Marino,1998,JM,S.S. TRIONFO LIGURE,1 se- 1,Nizza,2016-01-03,https://www.fidal.it/atleta/FURLANETTO-Marino/dayRkpOlbGk%3D,https://www.fidal.it/societa/S-S--TRIONFO-LIGURE/GE003
7.37,7.37,0.0,BARCELLONA Sergio,1998,JM,A.S.D. C.U.S. PALERMO,1 su- 1,Palermo,2016-01-16,https://www.fidal.it/atleta/BARCELLONA-Sergio/h66RkpOmcWY%3D,https://www.fidal.it/societa/A-S-D--C-U-S--PALERMO/PA001
7.7,7.70,0.0,CORDELLA Giovanni marco,1998,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,1 fi- 1,Napoli,2016-01-30,https://www.fidal.it/atleta/CORDELLA-Giovanni-marco/gKqRkpOfb2g%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
7.72,7.72,0.0,CORDELLA Giovanni marco,1998,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,1 su- 1,Napoli,2016-01-17,https://www.fidal.it/atleta/CORDELLA-Giovanni-marco/gKqRkpOfb2g%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
7.76,7.76,0.0,CORDELLA Giovanni marco,1998,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,1 su- 1,Napoli,2016-01-24,https://www.fidal.it/atleta/CORDELLA-Giovanni-marco/gKqRkpOfb2g%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
7.77,7.77,0.0,MINIERO Stefano,1998,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,2 su- 1,Napoli,2016-01-17,https://www.fidal.it/atleta/MINIERO-Stefano/gKyRkpOkb2k%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
7.85,7.85,0.0,CORDELLA Giovanni marco,1998,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,1 ba- 1,Napoli,2016-01-30,https://www.fidal.it/atleta/CORDELLA-Giovanni-marco/gKqRkpOfb2g%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
8.44,8.44,0.0,STAFFIERI Marco,1998,JM,CUS CASSINO,2 su- 1,Napoli,2016-01-24,https://www.fidal.it/atleta/STAFFIERI-Marco/f6mRkpKnb2Q%3D,https://www.fidal.it/societa/CUS-CASSINO/FR256
9.07,9.07,0.0,VERRONE Vincenzo,1997,JM,A.S.D. ASTRO 2000 BN-AGROPOLI,3 su- 1,Napoli,2016-01-24,https://www.fidal.it/atleta/VERRONE-Vincenzo/gK2RkpSjbWs%3D,https://www.fidal.it/societa/A-S-D--ASTRO-2000-BN-AGROPOLI/BN286
6.73,6.73,0.0,MONTINI Mattia,1999,JM,ATL. LECCO-COLOMBO COSTRUZ.,1 fi- 1,Parma,2017-12-23,https://www.fidal.it/atleta/MONTINI-Mattia/dquRkpefbWg%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
6.76,6.76,0.0,MONTINI Mattia,1999,JM,ATL. LECCO-COLOMBO COSTRUZ.,1 ba- 1,Parma,2017-12-23,https://www.fidal.it/atleta/MONTINI-Mattia/dquRkpefbWg%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
7.06,7.06,0.0,MARCHETTI Giovanni,1998,JM,S.E.F. VIRTUS EMILSIDER BO,2 fi- 1,Parma,2017-12-23,https://www.fidal.it/atleta/MARCHETTI-Giovanni/eqiRlpmoaGw%3D,https://www.fidal.it/societa/S-E-F--VIRTUS-EMILSIDER-BO/BO007
7.1,7.10,0.0,MARCHETTI Giovanni,1998,JM,S.E.F. VIRTUS EMILSIDER BO,2 ba- 1,Parma,2017-12-23,https://www.fidal.it/atleta/MARCHETTI-Giovanni/eqiRlpmoaGw%3D,https://www.fidal.it/societa/S-E-F--VIRTUS-EMILSIDER-BO/BO007
7.19,7.19,0.0,BERGAMASCHI Matteo,1998,JM,C.U.S. PARMA,3 ba- 1,Parma,2017-12-23,https://www.fidal.it/atleta/BERGAMASCHI-Matteo/eq6RkpWmaWM%3D,https://www.fidal.it/societa/C-U-S--PARMA/PR068
7.2,7.20,0.0,BERGAMASCHI Matteo,1998,JM,C.U.S. PARMA,3 fi- 1,Parma,2017-12-23,https://www.fidal.it/atleta/BERGAMASCHI-Matteo/eq6RkpWmaWM%3D,https://www.fidal.it/societa/C-U-S--PARMA/PR068
