prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
221.12,3:41.12,e,RACHIK Yassine,1993-06-11,PM,ATL.  CENTO TORRI PAVIA,8 se- 1,Nijmegen,2014-06-11,https://www.fidal.it/atleta/RACHIK-Yassine/dqqRl5Skb2Q%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
225.96,3:45.96,e,BUSSOTTI NEVES JUNIOR Joao capistrano mari,1993-05-10,PM,ATLETICA LIVORNO,1 se- 1,Pontedera,2014-05-10,https://www.fidal.it/atleta/BUSSOTTI-NEVES-JUNIOR-Joao-capistrano-mari/faiSk5Ojbms%3D,https://www.fidal.it/societa/ATLETICA-LIVORNO/LI036
228.77,3:48.77,e,SALAMI Najibe,1985-07-07,SM,C.S. ESERCITO,2 su- 1,Bressanone,2012-07-07,https://www.fidal.it/atleta/SALAMI-Najibe/dqiRlpikcGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
231.52,3:51.52,e,SAMBRUNA Andrea,2001-09-08,PM,ATL.  CENTO TORRI PAVIA,1 se- 1,Brescia,2022-09-08,https://www.fidal.it/atleta/SAMBRUNA-Andrea/dq2RlJafcGM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
232.97,3:52.97,e,GENINAZZA Matteo,1997-04-23,SM,CUS PRO PATRIA MILANO,7 se- 1,Milano,2022-04-23,https://www.fidal.it/atleta/GENINAZZA-Matteo/dquRkpegbWQ%3D,https://www.fidal.it/societa/CUS-PRO-PATRIA-MILANO/MI077
233.47,3:53.47,e,CAPPELLETTO Pablo luis,2002-07-11,PM,ANA ATL.FELTRE,2 se- 4,San Bonifacio,2024-07-11,https://www.fidal.it/atleta/CAPPELLETTO-Pablo-luis/eKmRlJSnbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
