punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
884.0,177.85,2:57.85,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Abano Terme,2013-07-05,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
879.0,178.24,2:58.24,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,3 se- 1,Majano,2013-09-07,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878.0,178.35,2:58.35,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,3 se- 2,Jesolo,2013-10-13,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
867.0,179.34,2:59.34,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,2 se- 1,Jesolo,2015-04-14,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
867.0,179.27,2:59.27,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Caprino Veronese,2013-09-28,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
863.0,179.64,2:59.64,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,2 fi- 1,L Aquila,2014-05-29,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
860.0,179.95,2:59.95,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 se- 1,Bassano Del Grappa,2013-06-01,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
860.0,179.87,2:59.87,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Trento,2013-07-30,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
849.0,180.84,3:00.84,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 se- 1,Treviso,2013-04-21,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840.0,181.65,3:01.4,m,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,1 se- 1,Rovigo,2014-05-20,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
837.0,181.97,3:01.97,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,3 se- 1,Padova,2013-05-23,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
834.0,182.19,3:02.19,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,4 se- 1,Majano,2012-09-08,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
834.0,182.21,3:02.21,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,5 se- 2,Fidenza,2012-06-10,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
829.0,182.65,3:02.4,m,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2013-05-03,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
823.0,183.17,3:03.17,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 se- 2,Marostica,2012-09-22,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
