punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
869,391.46,6:31.46,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 se- 1,Bassano Del Grappa,2013-06-02,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
864,392.46,6:32.46,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 su- 1,Feltre,2013-06-22,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
857,394.0,6:34.00,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 su- 1,Fidenza,2013-06-09,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
839,397.84,6:37.84,e,D'ALBERTO Arianna,2000,JF,ANA ATL.FELTRE,3 su- 1,Rubiera,2019-09-15,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
835,398.61,6:38.61,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Trento,2013-08-06,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
835,398.51,6:38.51,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 su- 1,Caprino Veronese,2013-09-29,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
828,400.15,6:39.9,m,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2013-05-04,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
806,404.81,6:44.81,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,7 se- 2,Jesolo,2012-10-06,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
795,337.05,5:36.8,m,POLESANA Federico,1994,SM,ANA ATL.FELTRE,2 se- 3,Feltre,2022-04-13,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
790,337.65,5:37.4,m,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,3 se- 3,Feltre,2022-04-13,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
785,409.36,6:49.36,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,2 su- 1,Marostica,2012-09-23,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
781,338.66,5:38.66,e,SCOPEL Mattia,2000,SM,ANA ATL.FELTRE,4 se- 1,Rovereto,2024-04-14,https://www.fidal.it/atleta/SCOPEL-Mattia/eKmRlJija2g%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
776,339.27,5:39.27,e,BONAN Marco,2000,JM,ANA ATL.FELTRE,4 se- 2,Rubiera,2019-09-15,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
770,412.65,6:52.4,m,D'ALBERTO Arianna,2000,CF,ANA ATL.FELTRE,1 se- 1,Belluno,2015-09-12,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
770,412.63,6:52.63,e,FANTINEL Ilaria,1998,CF,ANA ATL.FELTRE,3 se- 1,Trento,2012-08-07,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
767,413.22,6:53.22,e,ZAETTA Chiara,1992,CF,ANA ATL.FELTRE,2 se- 1,Verona,2007-06-03,https://www.fidal.it/atleta/ZAETTA-Chiara/eKmRlJKmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
767,413.09,6:53.09,e,STALLIVIERE Veronica,1992,CF,ANA ATL.FELTRE,6 su- 1,Mogliano Veneto,2007-09-30,https://www.fidal.it/atleta/STALLIVIERE-Veronica/eKmRlJKna2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
763,413.97,6:53.97,e,STALLIVIERE Veronica,1992,CF,ANA ATL.FELTRE,12 se- 2,Ravenna,2007-10-13,https://www.fidal.it/atleta/STALLIVIERE-Veronica/eKmRlJKna2U%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
747,417.53,6:57.53,e,ROSSA Marilena,2002,JF,ANA ATL.FELTRE,9 se- 1,Rovereto,2021-04-18,https://www.fidal.it/atleta/ROSSA-Marilena/eKmRlJSlbWM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
746,417.95,6:57.7,m,ZAETTA Chiara,1992,CF,ANA ATL.FELTRE,3 se- 1,Nove,2006-10-01,https://www.fidal.it/atleta/ZAETTA-Chiara/eKmRlJKmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
744,418.35,6:58.35,e,ZAETTA Chiara,1992,CF,ANA ATL.FELTRE,8 su- 1,Mogliano Veneto,2007-09-30,https://www.fidal.it/atleta/ZAETTA-Chiara/eKmRlJKmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
734,420.46,7:00.46,e,D'ALBERTO Arianna,2000,JF,ANA ATL.FELTRE,5 su- 1,Rovereto,2018-04-15,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
728,421.95,7:01.7,m,PRADEL Meryl,1992,SF,ANA ATL.FELTRE,2 su- 1,Feltre,2022-04-13,https://www.fidal.it/atleta/PRADEL-Meryl/eKmRlJeoa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
720,423.59,7:03.59,e,CHIESURIN Gioia,2001,PF,ANA ATL.FELTRE,2 se- 2,Rovereto,2021-04-18,https://www.fidal.it/atleta/CHIESURIN-Gioia/eKmRlJilcGk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
720,423.57,7:03.57,e,PAGANIN Agnese,2003,JF,ANA ATL.FELTRE,1 se- 2,Rovereto,2021-04-18,https://www.fidal.it/atleta/PAGANIN-Agnese/eKmRlJegaWw%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
718,424.15,7:03.9,m,ZAETTA Chiara,1992,CF,ANA ATL.FELTRE,2 se- 1,Marcon,2006-09-03,https://www.fidal.it/atleta/ZAETTA-Chiara/eKmRlJKmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
713,425.15,7:04.9,m,COLUSSI Leila,2006,AF,ANA ATL.FELTRE,4 su- 1,Feltre,2022-04-13,https://www.fidal.it/atleta/COLUSSI-Leila/eKmRlJeob2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
708,347.75,5:47.5,m,DEOLA Ruben iavor,2000,JM,ANA ATL.FELTRE,4 se- 2,Rovereto,2019-04-14,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
708,426.41,7:06.41,e,ZAETTA Chiara,1992,CF,ANA ATL.FELTRE,4 su- 1,Trento,2007-08-07,https://www.fidal.it/atleta/ZAETTA-Chiara/eKmRlJKmbWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
707,347.95,5:47.7,m,BATTISTEL Samuele,2004,JM,ANA ATL.FELTRE,5 se- 3,Feltre,2022-04-13,https://www.fidal.it/atleta/BATTISTEL-Samuele/eKmRlJahaGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
707,347.95,5:47.7,m,BONAN Marco,2000,JM,ANA ATL.FELTRE,5 se- 2,Rovereto,2019-04-14,https://www.fidal.it/atleta/BONAN-Marco/eKmRlJShbGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
697,428.95,7:08.7,m,PRADEL Meryl,1992,SF,ANA ATL.FELTRE,3 su- 1,Rovereto,2019-04-14,https://www.fidal.it/atleta/PRADEL-Meryl/eKmRlJeoa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
692,430.05,7:09.8,m,MENEGAZZO Silvia,2007,CF,ANA ATL.FELTRE,5 su- 1,Feltre,2022-09-21,https://www.fidal.it/atleta/MENEGAZZO-Silvia/eKmRlJeocGM%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
