punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
904,1041.95,17:21.7,m,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,1 se- 1,Belluno,2015-10-18,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
897,1046.31,17:26.31,e,FANTINEL Ilaria,1998,JF,ANA ATL.FELTRE,1 su- 1,Bovolone,2016-06-05,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
894,1048.02,17:28.02,e,FANTINEL Ilaria,1998,JF,ANA ATL.FELTRE,2 su- 1,Bressanone,2016-06-10,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
865,881.74,14:41.74,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,12 se- 1,Trento,2022-07-19,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
856,884.8,14:44.80,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,5 se- 2,Vicenza,2012-05-20,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
850,886.81,14:46.81,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,3 se- 1,Venezia,2021-05-30,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840,890.11,14:50.11,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,10 se- 1,Trento,2021-07-13,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
833,892.23,14:52.23,e,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,16 se- 1,Trento,2022-07-19,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
831,892.85,14:52.6,m,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,3 se- 1,Domegge Di Cadore,2023-07-29,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
828,894.0,14:54.00,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,5 su- 1,San Biagio Di Callalta,2021-07-03,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
825,894.98,14:54.98,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,7 su- 1,Conegliano,2012-06-06,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
822,895.87,14:55.87,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,2 su- 1,Feltre,2013-06-22,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
820,896.56,14:56.56,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,5 se- 1,Vittorio Veneto,2022-05-29,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
814,898.58,14:58.58,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,13 su- 1,Firenze,2022-06-11,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
793,905.69,15:05.69,e,DEOLA Ruben iavor,2000,JM,ANA ATL.FELTRE,5 se- 1,Trento,2019-07-09,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
792,1109.71,18:29.71,e,TONIN Francesca,1994,SF,ANA ATL.FELTRE,5 su- 1,Caorle,2018-05-06,https://www.fidal.it/atleta/TONIN-Francesca/eKmRlJOmbWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
790,906.43,15:06.43,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,4 se- 1,Padova,2022-05-15,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
790,906.41,15:06.41,e,POLESANA Federico,1994,SM,ANA ATL.FELTRE,8 se- 1,Trento,2017-07-18,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
785,908.19,15:08.19,e,DEOLA Ruben iavor,2000,JM,ANA ATL.FELTRE,13 se- 1,Salo,2018-09-20,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
783,908.95,15:08.7,m,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,2 se- 1,Domegge Di Cadore,2021-05-15,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
783,908.91,15:08.91,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,5 se- 1,Marcon,2013-05-12,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
774,911.9,15:11.90,e,SACCHET Lucio,1981,SM35,ANA ATL.FELTRE,7 se- 1,San Biagio Di Callalta,2017-05-21,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
769,913.65,15:13.65,e,DEOLA Ruben iavor,2000,JM,ANA ATL.FELTRE,6 se- 1,San Biagio Di Callalta,2019-05-12,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
769,913.74,15:13.74,e,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,5 se- 1,Trento,2023-07-11,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
768,914.08,15:14.08,e,DEOLA Ruben iavor,2000,JM,ANA ATL.FELTRE,10 se- 2,Rieti,2019-06-08,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
763,1127.98,18:47.98,e,PRADEL Meryl,1992,SF,ANA ATL.FELTRE,7 su- 1,Padova,2022-05-15,https://www.fidal.it/atleta/PRADEL-Meryl/eKmRlJeoa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
763,915.88,15:15.88,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,3 se- 1,Vicenza,2014-05-11,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
760,916.76,15:16.76,e,SACCHET Lucio,1981,SM35,ANA ATL.FELTRE,5 se- 1,Agordo,2016-05-22,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
