punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
1011,227.24,3:47.24,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,1 se- 1,Milano Arena,2012-06-06,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
995,228.56,3:48.56,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,2 se- 2,Feltre,2012-06-21,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
989,268.23,4:28.23,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,6 se- 1,Trento,2015-07-14,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
987,229.19,3:49.19,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,2 se- 2,Gavardo,2012-05-27,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
961,231.2,3:51.20,e,PERCO Emilio,1994,AM,ANA ATL.FELTRE,3 ba- 3,Lille,2011-07-07,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
958,272.49,4:32.49,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,4 su- 1,Brugnera,2014-09-06,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
957,272.64,4:32.64,e,FANTINEL Ilaria,1998,JF,ANA ATL.FELTRE,7 se- 1,Trento,2016-07-12,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
951,273.55,4:33.3,m,D'ALBERTO Arianna,2000,PF,ANA ATL.FELTRE,2 se- 1,Feltre,2021-09-14,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
946,274.24,4:34.24,e,D'ALBERTO Arianna,2000,PF,ANA ATL.FELTRE,6 se- 1,Trento,2021-07-06,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
944,274.53,4:34.53,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,3 su- 1,Brugnera,2015-09-05,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
943,232.67,3:52.67,e,PERCO Emilio,1994,AM,ANA ATL.FELTRE,3 se- 1,Villafranca Di Verona,2011-05-28,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
934,233.41,3:53.41,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,2 se- 3,Vicenza,2012-05-19,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
933,233.47,3:53.47,e,CAPPELLETTO Pablo luis,2002,PM,ANA ATL.FELTRE,2 se- 4,San Bonifacio,2024-07-11,https://www.fidal.it/atleta/CAPPELLETTO-Pablo-luis/eKmRlJSnbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
932,276.25,4:36.25,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,3 su- 1,Caprino Veronese,2015-06-27,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
930,233.75,3:53.75,e,DAL SASSO Alberto,1998,AM,ANA ATL.FELTRE,9 se- 1,Trento,2015-07-14,https://www.fidal.it/atleta/DAL-SASSO-Alberto/eKmRlJWfbGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
927,276.94,4:36.94,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,2 se- 3,Rieti,2014-06-22,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
924,277.36,4:37.36,e,FANTINEL Ilaria,1998,JF,ANA ATL.FELTRE,7 se- 2,Losanna,2016-08-25,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
917,278.38,4:38.38,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,5 se- 1,Ponzano Veneto,2015-07-03,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
917,278.27,4:38.27,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,3 se- 1,Treviso,2014-04-13,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
