punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
974.0,580.62,9:40.62,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,1 su- 1,Rosa,2015-09-20,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
955.0,586.5,9:46.50,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,4 se- 1,Trento,2015-07-28,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
951.0,587.98,9:47.98,e,FANTINEL Ilaria,1998,JF,ANA ATL.FELTRE,6 se- 1,Trento,2016-07-26,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
935.0,593.12,9:53.12,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,4 se- 1,Trento,2014-07-29,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
911.0,505.53,8:25.53,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,2 su- 1,Mogliano Veneto,2012-05-11,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
902.0,603.78,10:03.78,e,FANTINEL Ilaria,1998,AF,ANA ATL.FELTRE,3 se- 2,Rieti,2014-06-21,https://www.fidal.it/atleta/FANTINEL-Ilaria/eKmRlJWlbWU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
894.0,606.45,10:06.2,m,D'ALBERTO Arianna,2000,PF,ANA ATL.FELTRE,1 su- 1,Agordo,2021-09-07,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
884.0,510.64,8:30.64,e,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,11 se- 1,Trento,2023-07-18,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
878.0,611.67,10:11.67,e,D'ALBERTO Arianna,2000,JF,ANA ATL.FELTRE,2 su- 1,Modena,2018-05-20,https://www.fidal.it/atleta/D-ALBERTO-Arianna/eKmRlJWmaGs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
875.0,512.21,8:32.21,e,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,5 se- 1,San Biagio Di Callalta,2023-06-30,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
873.0,512.53,8:32.53,e,MINELLA Loris,1986,SM35,ANA ATL.FELTRE,3 se- 1,Feltre,2022-06-08,https://www.fidal.it/atleta/MINELLA-Loris/eKmRlJKnamo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
