punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
845,1879.86,31:19.86,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,1 se- 1,Feltre,2014-03-15,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
843,2280.84,38:00.84,e,TONIN Francesca,1994,SF,ANA ATL.FELTRE,3 su- 1,Treviso,2018-04-22,https://www.fidal.it/atleta/TONIN-Francesca/eKmRlJOmbWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
819,2312.49,38:32.49,e,TONIN Francesca,1994,SF,ANA ATL.FELTRE,1 su- 1,Treviso,2017-04-09,https://www.fidal.it/atleta/TONIN-Francesca/eKmRlJOmbWY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
799,1915.1,31:55.10,e,DA RIN DE MONEGO Lorenzo,2000,SM,ANA ATL.FELTRE,4 se- 1,Treviso,2024-04-14,https://www.fidal.it/atleta/DA-RIN-DE-MONEGO-Lorenzo/eKmRlJefa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
798,1915.37,31:55.37,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,8 se- 1,Brescia,2022-05-01,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
796,1916.73,31:56.73,e,SACCHET Lucio,1981,SM,ANA ATL.FELTRE,5 su- 1,Treviso,2012-04-22,https://www.fidal.it/atleta/SACCHET-Lucio/eKmRk5unb2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
796,1917.36,31:57.36,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,7 se- 1,Treviso,2021-04-18,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
777,1931.65,32:11.65,e,DEOLA Ruben iavor,2000,PM,ANA ATL.FELTRE,8 se- 1,Molfetta,2021-05-02,https://www.fidal.it/atleta/DEOLA-Ruben-iavor/eKmRlJSfaWk%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
736,1964.17,32:44.17,e,POLESANA Federico,1994,PM,ANA ATL.FELTRE,2 se- 2,Feltre,2014-03-15,https://www.fidal.it/atleta/POLESANA-Federico/eKmRlJOoaWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
727,1971.67,32:51.67,e,DA RIN DE MONEGO Lorenzo,2000,SM,ANA ATL.FELTRE,5 se- 1,Treviso,2023-04-16,https://www.fidal.it/atleta/DA-RIN-DE-MONEGO-Lorenzo/eKmRlJefa2M%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
719,1977.9,32:57.90,e,CAPPELLETTO Pablo luis,2002,PM,ANA ATL.FELTRE,6 se- 1,Treviso,2023-04-16,https://www.fidal.it/atleta/CAPPELLETTO-Pablo-luis/eKmRlJSnbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
639,2045.45,34:05.2,m,DALLA PALMA Davide,1990,PM,ANA ATL.FELTRE,2 se- 1,Belluno,2010-10-02,https://www.fidal.it/atleta/DALLA-PALMA-Davide/eKmRlJSia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
587,2091.42,34:51.42,e,RECH Omar,1987,PM,ANA ATL.FELTRE,5 se- 1,Schio,2008-04-19,https://www.fidal.it/atleta/RECH-Omar/eKmRlJKjcGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
580,2097.75,34:57.5,m,DALLA PALMA Davide,1990,JM,ANA ATL.FELTRE,1 se- 1,Belluno,2009-10-03,https://www.fidal.it/atleta/DALLA-PALMA-Davide/eKmRlJSia2s%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
565,2111.25,35:11.0,m,RECH Omar,1987,PM,ANA ATL.FELTRE,2 su- 1,Belluno,2007-10-03,https://www.fidal.it/atleta/RECH-Omar/eKmRlJKjcGQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
542,2720.35,45:20.35,e,COLMANET Elena,1996,JF,ANA ATL.FELTRE,3 su- 1,Feltre,2014-03-15,https://www.fidal.it/atleta/COLMANET-Elena/eKmRlJSocGU%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
509,2164.21,36:04.21,e,MASET Nicolo',2003,PM,ANA ATL.FELTRE,17 se- 1,Treviso,2023-04-16,https://www.fidal.it/atleta/MASET-Nicolo-/eKmRlJqhbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
