punteggio,prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
946,48.56,48.56,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,2 se- 1,Trento,2013-05-01,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
944,48.59,48.59,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,1 se- 1,Trento,2012-09-18,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
925,48.9,48.90,e,PERCO Emilio,1994,PM,ANA ATL.FELTRE,1 se- 1,Feltre,2014-06-21,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
897,49.35,49.35,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,2 se- 4,Bassano Del Grappa,2012-09-15,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
891,49.45,49.45,e,PERCO Emilio,1994,PM,ANA ATL.FELTRE,2 se- 2,Modena,2014-09-06,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
891,49.45,49.45,e,PERCO Emilio,1994,JM,ANA ATL.FELTRE,1 se- 7,Rovigo,2012-09-01,https://www.fidal.it/atleta/PERCO-Emilio/eKmRlJOjaGo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
880,58.72,58.72,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 1,Caprino Veronese,2015-06-27,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
879,58.75,58.75,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 1,Ponzano Veneto,2015-07-03,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
874,58.91,58.91,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 1,Ponzano Veneto,2014-07-04,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
870,59.02,59.02,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 se- 2,Feltre,2021-06-26,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
869,59.06,59.06,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,2 ba- 1,Rieti,2021-07-10,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
864,59.2,59.20,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,4 se- 1,Lana,2014-05-30,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
863,59.23,59.23,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,5 se- 1,Marcon,2014-06-14,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
863,59.22,59.22,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 se- 4,Feltre,2015-06-20,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
859,59.35,59.1,m,DALLO Francesca,1990,AF,ANA ATL.FELTRE,1 se- 1,Belluno,2007-10-20,https://www.fidal.it/atleta/DALLO-Francesca/eKiRlZSfamQ%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
852,59.56,59.56,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,4 se- 2,Brugnera,2014-09-06,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
850,59.62,59.62,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,3 se- 2,Cles,2021-09-25,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
849,59.65,59.65,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,5 se- 1,Padova,2021-04-24,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
848,59.68,59.68,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,1 se- 3,Bolzano,2021-06-05,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
847,50.19,50.19,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,3 se- 2,Padova,2019-04-25,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
843,50.26,50.26,e,COSTA Edgard,1999,JM,ANA ATL.FELTRE,2 se- 3,Arzignano,2017-06-24,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
843,59.82,59.82,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,6 se- 2,Padova,2021-05-23,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
842,59.86,59.86,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,2 se- 2,Sacile,2014-07-11,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
842,50.27,50.27,e,TIREL Enrico,1993,JM,ANA ATL.FELTRE,3 se- 6,Feltre,2012-06-21,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
840,50.3,50.30,e,TIREL Enrico,1993,JM,ANA ATL.FELTRE,2 se- 7,Rovigo,2012-09-01,https://www.fidal.it/atleta/TIREL-Enrico/eKmRlJOjaGg%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
838,59.98,59.98,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,1 se- 2,Feltre,2023-07-01,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
838,59.98,59.98,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,2 se- 2,Codroipo,2015-06-02,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
835,60.06,1:00.06,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,5 se- 1,Marcon,2015-05-09,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,60.16,1:00.16,e,SCHENAL Anna,2004,PF,ANA ATL.FELTRE,4 se- 5,Montebelluna,2024-07-18,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
832,60.16,1:00.16,e,SCHENAL Anna,2004,JF,ANA ATL.FELTRE,1 se- 1,Saronno,2023-09-16,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
831,50.47,50.47,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,7 se- 1,Bressanone,2018-05-20,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
830,60.2,1:00.20,e,BARP Anna asia,2004,AF,ANA ATL.FELTRE,3 ba- 3,Rieti,2021-07-10,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
823,50.6,50.60,e,DE PAOLI Jacopo,1988,AM,ANA ATL.FELTRE,4 fi- 1,Rieti,2005-09-25,https://www.fidal.it/atleta/DE-PAOLI-Jacopo/eKiRlJWjbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
819,60.53,1:00.53,e,SCHENAL Anna,2004,AF,ANA ATL.FELTRE,3 ba- 2,Rieti,2020-09-12,https://www.fidal.it/atleta/SCHENAL-Anna/eKmRlJajbWs%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
819,50.67,50.67,e,SIRAGNA Lorenzo,2001,JM,ANA ATL.FELTRE,3 se- 2,San Biagio Di Callalta,2019-05-11,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
818,60.57,1:00.57,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,3 su- 1,Sacile,2014-05-17,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
817,50.7,50.70,e,SIRAGNA Lorenzo,2001,AM,ANA ATL.FELTRE,1 se- 1,San Biagio Di Callalta,2018-05-12,https://www.fidal.it/atleta/SIRAGNA-Lorenzo/eKmRlJahbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
816,60.63,1:00.63,e,DAL PONT Rossella,1988,AF,ANA ATL.FELTRE,4 ba- 2,Rieti,2005-09-24,https://www.fidal.it/atleta/DAL-PONT-Rossella/eKiRlJWjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
814,60.68,1:00.68,e,BARP Anna asia,2004,AF,ANA ATL.FELTRE,3 se- 8,Bergamo,2021-07-03,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
813,60.72,1:00.72,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,2 se- 2,Vicenza,2014-05-10,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
813,50.77,50.77,e,DE PAOLI Jacopo,1988,AM,ANA ATL.FELTRE,3 ba- 3,Rieti,2005-09-24,https://www.fidal.it/atleta/DE-PAOLI-Jacopo/eKiRlJWjbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
809,50.85,50.85,e,DE PAOLI Jacopo,1988,AM,ANA ATL.FELTRE,3 se- 1,Rossano Veneto,2005-09-10,https://www.fidal.it/atleta/DE-PAOLI-Jacopo/eKiRlJWjbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
809,50.84,50.84,e,DE PAOLI Jacopo,1988,AM,ANA ATL.FELTRE,1 se- 1,Pordenone,2005-10-08,https://www.fidal.it/atleta/DE-PAOLI-Jacopo/eKiRlJWjbmY%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
807,60.89,1:00.89,e,BARP Anna asia,2004,AF,ANA ATL.FELTRE,4 se- 3,Bolzano,2021-06-05,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
807,60.9,1:00.90,e,BOTTEGA Samantha,1994,PF,ANA ATL.FELTRE,5 se- 2,Olgiate Olona,2014-05-25,https://www.fidal.it/atleta/BOTTEGA-Samantha/eKmRlJKnb2Q%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
806,50.89,50.89,e,COSTA Edgard,1999,JM,ANA ATL.FELTRE,3 se- 2,Bussolengo,2017-05-06,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
806,50.9,50.90,e,COSTA Edgard,1999,AM,ANA ATL.FELTRE,1 se- 2,Bovolone,2016-10-01,https://www.fidal.it/atleta/COSTA-Edgard/eKmRlJSjbmo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
805,60.95,1:00.95,e,BARP Anna asia,2004,AF,ANA ATL.FELTRE,2 se- 3,Venezia,2021-05-29,https://www.fidal.it/atleta/BARP-Anna-asia/eKmRlJekb2c%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
803,50.95,50.95,e,BORTOLIN Sebastiano,1998,JM,ANA ATL.FELTRE,1 se- 2,Padova,2016-04-25,https://www.fidal.it/atleta/BORTOLIN-Sebastiano/eKyRkpikcWo%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
802,50.96,50.96,e,ZANDOMENEGHI Marco,1997,PM,ANA ATL.FELTRE,3 se- 2,Catania,2017-06-16,https://www.fidal.it/atleta/ZANDOMENEGHI-Marco/eKmRlJWjb2o%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
800,61.11,1:01.11,e,DAL PONT Rossella,1988,AF,ANA ATL.FELTRE,3 se- 1,Rossano Veneto,2005-09-10,https://www.fidal.it/atleta/DAL-PONT-Rossella/eKiRlJWjb2w%3D,https://www.fidal.it/societa/ANA-ATL-FELTRE/BL012
