prestazione,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
842.85,14:02.6,m,LAMBUSTA Gianluca,1990,CM,FIAMME GIALLE G. SIMONI,1 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/LAMBUSTA-Gianluca/f6iRmJKibWY%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
844.45,14:04.2,m,DI BARI Vito,1990,CM,A.S. ' BELVEDERE ' ANDRIA,2 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DI-BARI-Vito/hKiSmZmib2Q%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
855.15,14:14.9,m,TALIANO Vincenzo,1990,CM,FIAMME GIALLE G. SIMONI,3 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/TALIANO-Vincenzo/f6iRl5qkaWs%3D,https://www.fidal.it/societa/FIAMME-GIALLE-G--SIMONI/RM057
869.15,14:28.9,m,MACCHIA Riccardo,1990,CM,A.S.D.FALCO AZZURRO-CARICHIETI,4 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/MACCHIA-Riccardo/gaiRk5ajbms%3D,https://www.fidal.it/societa/A-S-D-FALCO-AZZURRO-CARICHIETI/CH136
885.75,14:45.5,m,CIPOLLA Domenico,1990,CM,POL. WILMA RUDOLPH MT,5 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CIPOLLA-Domenico/haiRk5OjaWw%3D,https://www.fidal.it/societa/POL--WILMA-RUDOLPH-MT/MT097
900.65,15:00.4,m,MARCHISELLI Giuseppe,1991,CM,A.A.A. BARLETTA,6 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/MARCHISELLI-Giuseppe/hKiSmZeka2Q%3D,https://www.fidal.it/societa/A-A-A--BARLETTA/BA035
945.85,15:45.6,m,DICHIO Christohpher,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,7 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DICHIO-Christohpher/haiRk5KoaWU%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
978.15,16:17.9,m,DE MARTINO Giuseppe,1991,CM,G.P. LA CORSA,8 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DE-MARTINO-Giuseppe/gKiRlZOnbGk%3D,https://www.fidal.it/societa/G-P--LA-CORSA/NA018
998.55,16:38.3,m,DE MARTINO Giuseppe,1991,CM,G.P. LA CORSA,1 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/DE-MARTINO-Giuseppe/gKiRlZOnbGk%3D,https://www.fidal.it/societa/G-P--LA-CORSA/NA018
1010.95,16:50.7,m,D'APONTE Antonio,1990,CM,HINNA ATL. S.ANTIMO,2 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/D-APONTE-Antonio/gKiRlJefa2Q%3D,https://www.fidal.it/societa/HINNA-ATL--S-ANTIMO/NA102
1023.75,17:03.5,m,CIARFAGLIA Eliseo,1991,CM,ECOSPORT SB. 2000 MONTE CSAIN,9 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CIARFAGLIA-Eliseo/haiRk5OjcWw%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
1055.75,17:35.5,m,RUSSO Francesco,1990,CM,HINNA ATL. S.ANTIMO,3 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/RUSSO-Francesco/gKiRlJefa2M%3D,https://www.fidal.it/societa/HINNA-ATL--S-ANTIMO/NA102
1061.75,17:41.5,m,DE CHIARO Matteo,1991,CM,LIB. POL. AMAT. ATL. BN,4 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/DE-CHIARO-Matteo/gKiRlZaobWc%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
1062.55,17:42.3,m,D'APONTE Antonio,1990,CM,HINNA ATL. S.ANTIMO,10 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/D-APONTE-Antonio/gKiRlJefa2Q%3D,https://www.fidal.it/societa/HINNA-ATL--S-ANTIMO/NA102
1105.25,18:25.0,m,D'APONTE Antonio,1990,CM,HINNA ATL. S.ANTIMO,1 su- 1,Napoli,2005-01-09,https://www.fidal.it/atleta/D-APONTE-Antonio/gKiRlJefa2Q%3D,https://www.fidal.it/societa/HINNA-ATL--S-ANTIMO/NA102
1109.95,18:29.7,m,DRAGONETTI Giuliano,1990,CM,ECOSPORT SB. 2000 MONTE CSAIN,11 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/DRAGONETTI-Giuliano/haiRk5KibGc%3D,https://www.fidal.it/societa/ECOSPORT-SB--2000-MONTE-CSAIN/MT088
1125.05,18:44.8,m,NOVI Mario,1990,CM,G.P. LA CORSA,5 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/NOVI-Mario/gKiRlZWma2g%3D,https://www.fidal.it/societa/G-P--LA-CORSA/NA018
1131.55,18:51.3,m,DE CHIARO Matteo,1991,CM,LIB. POL. AMAT. ATL. BN,2 su- 1,Napoli,2005-01-09,https://www.fidal.it/atleta/DE-CHIARO-Matteo/gKiRlZaobWc%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
1316.95,21:56.7,m,DI LUCA Raimondo,1990,CM,A. POL. ATL. TORRE DEL GRECO,6 su- 1,Napoli,2005-02-06,https://www.fidal.it/atleta/DI-LUCA-Raimondo/gKiRlZqhcWM%3D,https://www.fidal.it/societa/A--POL--ATL--TORRE-DEL-GRECO/NA087
990.65,16:30.4,m,FORMICOLA Annamaria,1990,CF,LIB. ATL. BENEVENTO,1 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/FORMICOLA-Annamaria/gKiRlJeiaWs%3D,https://www.fidal.it/societa/LIB--ATL--BENEVENTO/BN182
1001.75,16:41.5,m,CARDINALE Francesca,1990,CF,LIB. ATL. BENEVENTO,2 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CARDINALE-Francesca/gKiRlZikbGM%3D,https://www.fidal.it/societa/LIB--ATL--BENEVENTO/BN182
1007.55,16:47.3,m,RIZZI Arianna,1990,CF,ATHLETIC TEAM BARLETTA,3 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/RIZZI-Arianna/hKiSmZqhcWM%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
1040.55,17:20.3,m,CAPRINI Lisa,1990,CF,A.S.D. FARNESE VINI ERCA PE,4 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CAPRINI-Lisa/gaiRk5KgcGo%3D,https://www.fidal.it/societa/A-S-D--FARNESE-VINI-ERCA-PE/PE032
1087.65,18:07.4,m,MONTESANO Lucia,1991,CF,EUROATLETICA 96,5 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/MONTESANO-Lucia/haiRk5OkbmQ%3D,https://www.fidal.it/societa/EUROATLETICA-96/MT087
1108.95,18:28.7,m,VENEZIA Francesca,1991,CF,G.S. MATERA,6 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/VENEZIA-Francesca/haiRk5SkaWY%3D,https://www.fidal.it/societa/G-S--MATERA/MT022
1115.25,18:35.0,m,NOBILE Vincenza,1991,CF,G.S. MATERA,7 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/NOBILE-Vincenza/haiRk5SjbWw%3D,https://www.fidal.it/societa/G-S--MATERA/MT022
1132.45,18:52.2,m,TEDESCO Doriana,1991,CF,EUROATLETICA 96,8 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/TEDESCO-Doriana/haiRk5OncGM%3D,https://www.fidal.it/societa/EUROATLETICA-96/MT087
1175.05,19:34.8,m,CECE Monica,1991,CF,GRUPPO SPORTIVO VIRTUS,9 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/CECE-Monica/g6iRkpaobWg%3D,https://www.fidal.it/societa/GRUPPO-SPORTIVO-VIRTUS/CB005
1368.45,22:48.2,m,PETROZZA Tiziana,1991,CF,G.S. MATERA,10 su- 1,Napoli,2005-03-06,https://www.fidal.it/atleta/PETROZZA-Tiziana/haiRk5SkaWU%3D,https://www.fidal.it/societa/G-S--MATERA/MT022
748.3,12:28.30,e,DEFENDENTI Roberto,1968,SM35,U.S. SCANZOROSCIATE,1 se- 2,Genova,2005-02-26,https://www.fidal.it/atleta/DEFENDENTI-Roberto/dqiRkpena2Q%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
784.13,13:04.13,e,RUZZIER Fabio,1953,SM50,ATLETICA GORIZIA FRIULCASSA,1 se- 1,Genova,2005-02-26,https://www.fidal.it/atleta/RUZZIER-Fabio/dqiRlZanbGQ%3D,https://www.fidal.it/societa/ATLETICA-GORIZIA-FRIULCASSA/GO050
788.13,13:08.13,e,RONCHI Mauro,1966,SM35,ATL. RIGOLETTO,2 se- 1,Genova,2005-02-26,https://www.fidal.it/atleta/RONCHI-Mauro/dqiRk5Ohbmo%3D,https://www.fidal.it/societa/ATL--RIGOLETTO/MN406
826.13,13:46.13,e,CERVI Roberto,1952,SM50,CREMONA SPORTIVA ATL. ARVEDI,2 se- 2,Genova,2005-02-26,https://www.fidal.it/atleta/CERVI-Roberto/dqiRk5WjamU%3D,https://www.fidal.it/societa/CREMONA-SPORTIVA-ATL--ARVEDI/CR041
848.36,14:08.36,e,PETRUNGARO Rosario,1958,SM45,SS ATL ORISTANO,4 se- 1,Genova,2005-02-26,https://www.fidal.it/atleta/PETRUNGARO-Rosario/f6iRkpKhbWs%3D,https://www.fidal.it/societa/SS-ATL-ORISTANO/OR030
888.41,14:48.41,e,CORTINOVIS Renato,1959,SM45,U.S. SCANZOROSCIATE,3 se- 2,Genova,2005-02-26,https://www.fidal.it/atleta/CORTINOVIS-Renato/dqiRkpSib2s%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
932.49,15:32.49,e,SIRAGUSA Gianni,1968,SM35,POL.OLIMPIA COLLE VAL D'ELSA,5 se- 1,Genova,2005-02-26,https://www.fidal.it/atleta/SIRAGUSA-Gianni/faiRkpKja2c%3D,https://www.fidal.it/societa/POL-OLIMPIA-COLLE-VAL-D-ELSA/SI047
936.15,15:36.15,e,VENTURI DEGLI ESPOSTI Franco,1957,SM45,U.S. SCANZOROSCIATE,6 se- 1,Genova,2005-02-26,https://www.fidal.it/atleta/VENTURI-DEGLI-ESPOSTI-Franco/eqiRkpmhaGM%3D,https://www.fidal.it/societa/U-S--SCANZOROSCIATE/BG004
729.57,12:09.57,e,RIGAUDO Elisa,1980,SF,G.A. FIAMME GIALLE,1 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/RIGAUDO-Elisa/dKiRkpeibGU%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
760.88,12:40.88,e,PELLINO Cristiana,1970,SF35,C.S. FORESTALE,2 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/PELLINO-Cristiana/f6iRkpKobGs%3D,https://www.fidal.it/societa/C-S--FORESTALE/RI224
769.94,12:49.94,e,DI VINCENZO Sibilla,1983,PF,FONDIARIA - SAI ATLETICA,3 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
780.43,13:00.43,e,DI VINCENZO Sibilla,1983,PF,FONDIARIA - SAI ATLETICA,1 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/DI-VINCENZO-Sibilla/gaiRkpalbmk%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
789.15,13:09.15,e,PERILLI Emanuela,1973,SF,C.S. FORESTALE,4 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/PERILLI-Emanuela/f6iRkpOgamw%3D,https://www.fidal.it/societa/C-S--FORESTALE/RI224
792.88,13:12.88,e,ORSINI Gisella,1971,SF,C.S. FORESTALE,5 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/ORSINI-Gisella/gaiRkpKgbmQ%3D,https://www.fidal.it/societa/C-S--FORESTALE/RI224
800.0,13:20.00,e,RAGONESI Agnese,1985,PF,A.S.D. ATLETICA 2001 S.P. CLAR,6 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/RAGONESI-Agnese/h6iRk5qjbmY%3D,https://www.fidal.it/societa/A-S-D--ATLETICA-2001-S-P--CLAR/CT213
809.35,13:29.35,e,FIDANZA Annarita,1977,SF,C.U.S. BOLOGNA,7 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/FIDANZA-Annarita/gKiRkpOgcGw%3D,https://www.fidal.it/societa/C-U-S--BOLOGNA/BO008
821.41,13:41.41,e,BOTTERO Giuseppina,1981,SF,C.U.S. CAGLIARI,8 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/BOTTERO-Giuseppina/dKiRkpKfaWY%3D,https://www.fidal.it/societa/C-U-S--CAGLIARI/CA001
833.04,13:53.04,e,GAROFALO Valentina,1984,PF,C.S. ESERCITO,2 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/GAROFALO-Valentina/gKiRkpumcGg%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
838.46,13:58.46,e,CIOCCARI Emanuela,1984,PF,FONDIARIA - SAI ATLETICA,3 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/CIOCCARI-Emanuela/f6iRlJOibmM%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
838.71,13:58.71,e,CIOCCARI Emanuela,1984,PF,FONDIARIA - SAI ATLETICA,9 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/CIOCCARI-Emanuela/f6iRlJOibmM%3D,https://www.fidal.it/societa/FONDIARIA-SAI-ATLETICA/RM131
839.05,13:58.8,m,GAROFALO Valentina,1984,PF,C.S. ESERCITO,1 su- 1,Napoli,2005-01-22,https://www.fidal.it/atleta/GAROFALO-Valentina/gKiRkpumcGg%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
843.63,14:03.63,e,BALLONI Francesca,1981,SF,ATL. SESTESE FEMMINILE,1 se- 1,Ancona,2005-02-19,https://www.fidal.it/atleta/BALLONI-Francesca/faiRkpOhbms%3D,https://www.fidal.it/societa/ATL--SESTESE-FEMMINILE/FI013
846.46,14:06.46,e,GAROFALO Valentina,1984,PF,C.S. ESERCITO,10 se- 2,Ancona,2005-02-19,https://www.fidal.it/atleta/GAROFALO-Valentina/gKiRkpumcGg%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
851.56,14:11.56,e,GABELLONE Tatyana,1984,PF,ATLETICA CENTRO ESTER NAPOLI,1 su- 1,Napoli,2005-02-12,https://www.fidal.it/atleta/GABELLONE-Tatyana/hKiRk5Wgb2Y%3D,https://www.fidal.it/societa/ATLETICA-CENTRO-ESTER-NAPOLI/NA062
855.72,14:15.72,e,CATALDO Piera,1983,PF,A.S.D. POL. EUROPA CAPACI,4 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/CATALDO-Piera/h6iRlJKgcGk%3D,https://www.fidal.it/societa/A-S-D--POL--EUROPA-CAPACI/PA335
862.78,14:22.78,e,BAMBI Tessa,1983,PF,ATL.ASICS FIRENZE MARATHON,1 su- 1,Firenze,2005-01-25,https://www.fidal.it/atleta/BAMBI-Tessa/faiRk5WjcGc%3D,https://www.fidal.it/societa/ATL-ASICS-FIRENZE-MARATHON/FI002
866.22,14:26.22,e,MANCINI Daniela,1983,PF,A.S. OLIMPIA CLUB,2 se- 1,Ancona,2005-02-19,https://www.fidal.it/atleta/MANCINI-Daniela/hKiSmJmhcWk%3D,https://www.fidal.it/societa/A-S--OLIMPIA-CLUB/BA015
871.89,14:31.89,e,FACCHINELLI Patrizia,1984,PF,GS VALSUGANA TRENTINO,5 su- 1,Genova,2005-02-06,https://www.fidal.it/atleta/FACCHINELLI-Patrizia/d6iRkpWfbGw%3D,https://www.fidal.it/societa/GS-VALSUGANA-TRENTINO/TN104
