prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
60.87,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 2,Ravenna,2007-10-14,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
57.0,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 su- 1,Dolo,2007-06-09,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
56.46,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Majano,2007-10-21,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
55.86,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Udine,2007-08-31,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
55.38,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 su- 1,Fidenza,2007-06-17,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
55.04,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 su- 1,Majano,2007-09-08,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
54.61,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,San Vito Al Tagliamento,2007-05-12,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
54.41,PILATO Manuel,1992,CM,ATLETICA RAVENNA,2 se- 2,Ravenna,2007-10-14,https://www.fidal.it/atleta/PILATO-Manuel/eqiRlZelbmU%3D,https://www.fidal.it/societa/ATLETICA-RAVENNA/RA095
53.33,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Trieste,2007-06-10,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
52.75,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Rieti,2007-09-11,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
50.66,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Pordenone,2007-06-30,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
50.64,PILATO Manuel,1992,CM,ATLETICA RAVENNA,1 su- 1,Reggiolo,2007-09-22,https://www.fidal.it/atleta/PILATO-Manuel/eqiRlZelbmU%3D,https://www.fidal.it/societa/ATLETICA-RAVENNA/RA095
50.35,BALDUCCI Simone,1992,CM,CUS ROMA,3 se- 2,Ravenna,2007-10-14,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
50.3,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Roma,2007-10-06,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
50.09,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Trieste,2007-09-29,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
50.02,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Roma,2007-04-25,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.99,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Formia,2007-07-05,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.92,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Roma,2007-06-30,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.7,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Rieti,2007-09-15,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.55,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Sulmona,2007-09-30,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.49,BALDUCCI Simone,1992,CM,CUS ROMA,1 fi- 1,Viterbo,2007-09-08,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.47,COASSIN Damiano,1992,CM,LIBERTAS SANVITESE LTL,1 se- 1,Pordenone,2007-04-14,https://www.fidal.it/atleta/COASSIN-Damiano/eaqRkpmocWU%3D,https://www.fidal.it/societa/LIBERTAS-SANVITESE-LTL/PN002
49.38,BALDUCCI Simone,1992,CM,CUS ROMA,1 se- 1,Formia,2007-10-28,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.29,BALDUCCI Simone,1992,CM,CUS ROMA,1 se- 1,Terni,2007-06-03,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
49.05,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Terni,2007-04-14,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
48.83,ACQUAVIVA Salvatore,1993,CM,A.S. ' BELVEDERE ' ANDRIA,1 se- 2,Foggia,2007-09-16,https://www.fidal.it/atleta/ACQUAVIVA-Salvatore/hKiSmpSmb2c%3D,https://www.fidal.it/societa/A-S--BELVEDERE-ANDRIA/BA515
48.79,PILATO Manuel,1992,CM,ATLETICA RAVENNA,1 su- 1,Carpi,2007-09-16,https://www.fidal.it/atleta/PILATO-Manuel/eqiRlZelbmU%3D,https://www.fidal.it/societa/ATLETICA-RAVENNA/RA095
48.53,BALDUCCI Simone,1992,CM,CUS ROMA,1 fi- 1,Valmontone,2007-05-12,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
48.5,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Terni,2007-10-20,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
48.47,BALDUCCI Simone,1992,CM,CUS ROMA,1 su- 1,Rieti,2007-09-18,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
48.36,BALDUCCI Simone,1992,CM,CUS ROMA,1 fi- 1,Roma,2007-06-21,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
47.95,MESCHINI Michele,1992,CM,ATL. AVIS MACERATA,1 se- 1,Montecassiano,2007-09-15,https://www.fidal.it/atleta/MESCHINI-Michele/e6iRk5Olbmk%3D,https://www.fidal.it/societa/ATL--AVIS-MACERATA/MC004
47.88,BALDUCCI Simone,1992,CM,CUS ROMA,1 se- 1,Rieti,2007-05-09,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
47.84,BALDUCCI Simone,1992,CM,CUS ROMA,1 fi- 1,Viterbo,2007-10-27,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
47.82,ALIVERI Andrea,1992,CM,POL. AIRONE,1 su- 1,Ravenna,2007-10-13,https://www.fidal.it/atleta/ALIVERI-Andrea/f6iRmJKgb2M%3D,https://www.fidal.it/societa/POL--AIRONE/RM020
47.71,BALDUCCI Simone,1992,CM,CUS ROMA,1 qu- 1,Viterbo,2007-09-20,https://www.fidal.it/atleta/BALDUCCI-Simone/f6iRl5mlbmw%3D,https://www.fidal.it/societa/CUS-ROMA/RM042
47.68,BANCE Sehenan,1992,CM,G.S. VIRTUS CALCO,1 su- 1,Mariano Comense,2007-06-10,https://www.fidal.it/atleta/BANCE-Sehenan/dquRkpamamo%3D,https://www.fidal.it/societa/G-S--VIRTUS-CALCO/CO294
47.59,COPETTI Nicola,1992,CM,GEMONATLETICA,2 se- 1,Trieste,2007-09-29,https://www.fidal.it/atleta/COPETTI-Nicola/eayRk5Kfa2Q%3D,https://www.fidal.it/societa/GEMONATLETICA/UD013
