prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
19.03,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Rezzato,2007-07-11,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
19.01,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,6 su- 1,Milano,2007-06-23,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.99,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Padova,2007-07-27,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.93,DAL SOGLIO Paolo,1970,SM35,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Palermo,2007-09-30,https://www.fidal.it/atleta/DAL-SOGLIO-Paolo/eqiRkpKhcGM%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
18.85,DODONI Marco,1972,SM35,G.S. FORESTALE,1 se- 1,Mantova,2007-06-21,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.68,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 se- 1,Avezzano,2007-09-16,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.67,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,3 su- 1,Conegliano,2007-06-01,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.67,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Ferrara,2007-06-28,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.64,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Recanati,2007-06-30,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.62,DODONI Marco,1972,SM35,G.S. FORESTALE,1 su- 1,Bussolengo,2007-07-14,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.58,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,7 fi- 1,Herrera,2007-05-19,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.58,DODONI Marco,1972,SM35,G.S. FORESTALE,1 fi- 1,Sassari,2007-07-12,https://www.fidal.it/atleta/DODONI-Marco/f6iRkpKmbms%3D,https://www.fidal.it/societa/G-S--FORESTALE/RI224
18.58,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,1 su- 1,Ascoli Piceno,2007-07-21,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.58,CAPPONI Paolo,1976,SM,G.S. FIAMME ORO PADOVA,2 su- 1,Palermo,2007-09-30,https://www.fidal.it/atleta/CAPPONI-Paolo/e6iRkpKlaWc%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
18.56,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Rieti,2007-06-07,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
18.54,DI MAGGIO Marco,1983,SM,C.S. AERONAUTICA MILITARE,1 su- 1,Catania,2007-10-02,https://www.fidal.it/atleta/DI-MAGGIO-Marco/h6iRlJmkbGw%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
