prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
15.81,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
15.59,SECCI Daniele,1992,CM,AICS MARATHON ROMA,2 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
15.28,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 qu- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
14.73,IAROPOLI Salvatore,1992,CM,ATL. VIRTUS  CR LUCCA,1 se- 1,Grosseto,2007-05-16,https://www.fidal.it/atleta/IAROPOLI-Salvatore/faiSkpaocWc%3D,https://www.fidal.it/societa/ATL--VIRTUS-CR-LUCCA/LU100
13.9,SECCI Daniele,1992,CM,AICS MARATHON ROMA,4 qu- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
13.71,MINI Giacomo,1992,CM,ATL. LIB. RIMINI,6 fi- 1,Lignano Sabbiadoro,2007-09-26,https://www.fidal.it/atleta/MINI-Giacomo/eqiRlZSgbGU%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
13.22,SECCI Daniele,1992,CM,AICS MARATHON ROMA,1 fi- 1,Ostia,2007-05-16,https://www.fidal.it/atleta/SECCI-Daniele/f6iRmZOnaGo%3D,https://www.fidal.it/societa/AICS-MARATHON-ROMA/RM034
13.2,MINI Giacomo,1992,CM,ATL. LIB. RIMINI,7 qu- 3,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/MINI-Giacomo/eqiRlZSgbGU%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
12.99,MINI Giacomo,1992,CM,ATL. LIB. RIMINI,2 se- 1,Comacchio,2007-05-15,https://www.fidal.it/atleta/MINI-Giacomo/eqiRlZSgbGU%3D,https://www.fidal.it/societa/ATL--LIB--RIMINI/RN036
12.98,CERISARA Alberto,1992,CM,U.S. QUERCIA ROVERETO,3 qu- 2,Lignano Sabbiadoro,2007-09-24,https://www.fidal.it/atleta/CERISARA-Alberto/d6iRk5KmcWQ%3D,https://www.fidal.it/societa/U-S--QUERCIA-ROVERETO/TN109
