prestazione,vento,tempo,cronometraggio,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
48.5,,48.50,0,SALVAGGIO Claudio,1992,CM,A.S.D. G.S. ATL. PARTINICO,7 se- 1,Corsica,2007-05-25,https://www.fidal.it/atleta/SALVAGGIO-Claudio/h6iRlpOkcWQ%3D,https://www.fidal.it/societa/A-S-D--G-S--ATL--PARTINICO/PA042
47.84,,47.84,0,SALVAGGIO Claudio,1992,CM,A.S.D. G.S. ATL. PARTINICO,2 su- 1,Catania,2007-04-28,https://www.fidal.it/atleta/SALVAGGIO-Claudio/h6iRlpOkcWQ%3D,https://www.fidal.it/societa/A-S-D--G-S--ATL--PARTINICO/PA042
44.19,,44.19,0,IUCCI Antonio,1992,CM,A.S.D. USA S.CLUB AVEZZANO,2 su- 1,Rieti,2007-09-11,https://www.fidal.it/atleta/IUCCI-Antonio/gaiRk5inaWs%3D,https://www.fidal.it/societa/A-S-D--USA-S-CLUB-AVEZZANO/AQ005
35.58,,35.58,0,MANCARELLA Carmelo,1993,CM,A.S.D. LIBERTAS AZZURRA,5 su- 1,Catania,2007-04-28,https://www.fidal.it/atleta/MANCARELLA-Carmelo/h6iRlpOmaWo%3D,https://www.fidal.it/societa/A-S-D--LIBERTAS-AZZURRA/SR340
66.05,,66.05,0,BIONDI Mauro,1990,AM,COLLECTION ATLETICA SAMBENEDET,1 se- 1,Terni,2007-06-03,https://www.fidal.it/atleta/BIONDI-Mauro/e6iRk5aibmQ%3D,https://www.fidal.it/societa/COLLECTION-ATLETICA-SAMBENEDET/AP034
65.5,,65.50,0,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Matera,2007-06-20,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
65.39,,65.39,0,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Palermo,2007-09-22,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
64.82,,64.82,0,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Reggio Calabria,2007-10-20,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
64.4,,64.40,0,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,1 su- 1,Reggio Calabria,2007-09-27,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
64.26,,64.26,0,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,10 qu- 1,Ostrava,2007-07-12,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
