prestazione,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
63.27,CALZERONI Luca,1988,JM,UISP ATLETICA SIENA A.S.D.,5 su- 1,San Javier  Murcia,2007-03-10,https://www.fidal.it/atleta/CALZERONI-Luca/faiRm5Okbms%3D,https://www.fidal.it/societa/UISP-ATLETICA-SIENA-A-S-D-/SI043
61.27,CALZERONI Luca,1988,JM,UISP ATLETICA SIENA A.S.D.,1 su- 1,Bari,2007-03-03,https://www.fidal.it/atleta/CALZERONI-Luca/faiRm5Okbms%3D,https://www.fidal.it/societa/UISP-ATLETICA-SIENA-A-S-D-/SI043
61.16,MALLAMACE Pietro,1988,JM,AICS ATLETICA STADIO,1 su- 1,Reggio Calabria,2007-07-07,https://www.fidal.it/atleta/MALLAMACE-Pietro/hqiRk5Wgamw%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
61.0,MALLAMACE Pietro,1988,JM,AICS ATLETICA STADIO,1 su- 1,Reggio Cal,2007-06-10,https://www.fidal.it/atleta/MALLAMACE-Pietro/hqiRk5Wgamw%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
60.81,TERRENI Massimo,1956,SM50,ATL LIBERTAS LIVORNO,1 se- 1,Livorno,2007-10-14,https://www.fidal.it/atleta/TERRENI-Massimo/faiRkpKgcGw%3D,https://www.fidal.it/societa/ATL-LIBERTAS-LIVORNO/LI035
60.69,CALZERONI Luca,1988,JM,UISP ATLETICA SIENA A.S.D.,1 su- 1,Grosseto,2007-01-28,https://www.fidal.it/atleta/CALZERONI-Luca/faiRm5Okbms%3D,https://www.fidal.it/societa/UISP-ATLETICA-SIENA-A-S-D-/SI043
60.52,RANIERI Piergiuseppe,1990,AM,NUOVA ATLETICA FIAMMA ARANCA,2 su- 1,Reggio Calabria,2007-07-07,https://www.fidal.it/atleta/RANIERI-Piergiuseppe/hqiRk5anbmc%3D,https://www.fidal.it/societa/NUOVA-ATLETICA-FIAMMA-ARANCA/RC032
60.19,CALZERONI Luca,1988,JM,UISP ATLETICA SIENA A.S.D.,1 su- 1,Siena,2007-04-25,https://www.fidal.it/atleta/CALZERONI-Luca/faiRm5Okbms%3D,https://www.fidal.it/societa/UISP-ATLETICA-SIENA-A-S-D-/SI043
60.03,DREINA Alessandro,1989,JM,ATLETICA UDINESE MALIGNANI,2 su- 1,Bari,2007-03-03,https://www.fidal.it/atleta/DREINA-Alessandro/eayRkpufb2Q%3D,https://www.fidal.it/societa/ATLETICA-UDINESE-MALIGNANI/UD030
60.0,MALLAMACE Pietro,1988,JM,AICS ATLETICA STADIO,1 su- 1,Reggio Calabria,2007-05-19,https://www.fidal.it/atleta/MALLAMACE-Pietro/hqiRk5Wgamw%3D,https://www.fidal.it/societa/AICS-ATLETICA-STADIO/RC030
